date,rank,product_name
2026-06-08,1,매실
2026-06-08,2,쌀10kg
2026-06-08,3,닭가슴살
2026-06-08,4,쌀20kg
2026-06-08,5,오메가3
2026-06-08,6,마그네슘
2026-06-08,7,수박
2026-06-08,8,계란
2026-06-08,9,탄산수
2026-06-08,10,생수
2026-06-08,11,올리브오일
2026-06-08,12,콜라겐
2026-06-08,13,파라다이스그레인
2026-06-08,14,참외
2026-06-08,15,사과
2026-06-08,16,두유
2026-06-08,17,블루베리
2026-06-08,18,히카마
2026-06-08,19,산딸기
2026-06-08,20,참외10kg
