date,rank,product_name
2026-06-13,1,매실
2026-06-13,2,쌀20kg
2026-06-13,3,쌀10kg
2026-06-13,4,오메가3
2026-06-13,5,오디
2026-06-13,6,닭가슴살
2026-06-13,7,수박
2026-06-13,8,탄산수
2026-06-13,9,콜라겐
2026-06-13,10,블루베리
2026-06-13,11,체리
2026-06-13,12,감자
2026-06-13,13,복분자
2026-06-13,14,마그네슘
2026-06-13,15,산딸기
2026-06-13,16,콘드로이친
2026-06-13,17,올리브오일
2026-06-13,18,계란
2026-06-13,19,루테인
2026-06-13,20,야채도사
