date,rank,product_name
2026-06-03,1,매실
2026-06-03,2,쌀20kg
2026-06-03,3,쌀10kg
2026-06-03,4,닭가슴살
2026-06-03,5,탄산수
2026-06-03,6,수박
2026-06-03,7,참외
2026-06-03,8,오메가3
2026-06-03,9,장사의신쇼핑몰
2026-06-03,10,산딸기
2026-06-03,11,새우포
2026-06-03,12,생수
2026-06-03,13,계란
2026-06-03,14,감자
2026-06-03,15,오디
2026-06-03,16,올리브오일
2026-06-03,17,사과
2026-06-03,18,루테인
2026-06-03,19,창억떡
2026-06-03,20,마그네슘
