date,slot,rank,rank_range,product_name,source,note,is_active,product_group,sub_group,original_product_group,exclude_from_opportunity
2026-04-23,pm,49,21-50,병아리콩,naver_top200,21~50_전량수집,Y,grain,콩/잡곡,농산물,N
2026-04-23,pm,50,21-50,유산균,naver_top200,건강식품,Y,health,유산균,건강식품,Y
2026-04-23,pm,51,51-100,오이,naver_top200,Top200_확장후보,Y,agri,과채류,농산물,N
2026-04-23,pm,52,51-100,멀티비타민,naver_top200,건강식품,Y,health,영양제,건강식품,Y
2026-04-23,pm,53,51-100,견과류,naver_top200,농산_가공식품,Y,agri,견과류,가공식품,N
2026-04-23,pm,54,51-100,아몬드,naver_top200,Top200_확장후보,Y,agri,견과류,농산물,N
2026-04-23,pm,55,51-100,쑥떡,naver_top200,디저트/떡,Y,dessert,떡,가공식품,N
2026-04-23,pm,56,51-100,야채도사,naver_top200,브랜드상품,Y,brand,브랜드/완제품,브랜드_완제품,Y
2026-04-23,pm,57,51-100,참기름,naver_top200,참깨_원재료_가공식품,Y,ingredient,오일/유지,가공식품,N
2026-04-23,pm,58,51-100,하루견과,naver_top200,브랜드상품,Y,brand,브랜드/완제품,브랜드_완제품,Y
2026-04-23,pm,59,51-100,흑염소진액,naver_top200,건강식품,Y,health,건강진액,건강식품,Y
2026-04-23,pm,60,51-100,멸균우유,naver_top200,브랜드상품,Y,processed,음료/차류,브랜드_완제품,Y
2026-04-23,pm,61,51-100,냉동블루베리,naver_top200,블루베리_냉동과일,Y,processed,가공식품,가공식품,N
2026-04-23,pm,62,51-100,토마토,naver_top200,Top200_확장후보,Y,agri,과채류,농산물,N
2026-04-23,pm,63,51-100,콘드로이친1200,naver_top200,건강식품,Y,health,건강식품,건강식품,Y
2026-04-23,pm,64,51-100,오트밀,naver_top200,농산_가공식품,Y,processed,가공식품,가공식품,N
2026-04-23,pm,65,51-100,호두,naver_top200,Top200_확장후보,Y,agri,견과류,농산물,N
2026-04-23,pm,66,51-100,알부민,naver_top200,건강식품,Y,health,단백질/근육,건강식품,Y
2026-04-23,pm,67,51-100,애사비,naver_top200,브랜드상품,Y,health,건강식품,브랜드_완제품,Y
2026-04-23,pm,68,51-100,하스카프베리,naver_top200,건강식품,Y,health,건강식품,건강식품,Y
2026-04-23,pm,69,51-100,비타민d,naver_top200,건강식품,Y,health,영양제,건강식품,Y
2026-04-23,pm,70,51-100,삼겹살,naver_top200,Top200_확장후보,Y,meat,돼지고기,축산물,N
2026-04-23,pm,71,51-100,이클립스,naver_top200,브랜드상품,Y,brand,브랜드/완제품,브랜드_완제품,Y
2026-04-23,pm,72,51-100,가죽나물,naver_top200,Top200_확장후보,Y,agri,엽채/나물,agri,N
2026-04-23,pm,73,51-100,두쫀쿠,naver_top200,디저트/떡,Y,dessert,베이커리/디저트,가공식품,N
2026-04-23,pm,74,51-100,킹크랩,naver_top200,Top200_확장후보,Y,seafood,갑각류,수산물,N
2026-04-23,pm,75,51-100,뉴케어당플랜,naver_top200,브랜드상품,Y,brand,브랜드/완제품,브랜드_완제품,Y
2026-04-23,pm,76,51-100,양배추즙,naver_top200,착즙_건강음료,Y,processed,가공식품,가공식품,N
2026-04-23,pm,77,51-100,프로폴리스,naver_top200,건강식품,Y,health,영양제,건강식품,Y
2026-04-23,pm,78,51-100,단백질쉐이크,naver_top200,브랜드상품,Y,health,단백질/근육,브랜드_완제품,Y
2026-04-23,pm,79,51-100,알쭈꾸미,naver_top200,Top200_확장후보,Y,seafood,생선/수산물,수산물,N
2026-04-23,pm,80,51-100,멍게,naver_top200,Top200_확장후보,Y,seafood,갑각류,수산물,N
2026-04-23,pm,81,51-100,갯가재,naver_top200,Top200_확장후보,Y,seafood,갑각류,수산물,N
2026-04-23,pm,82,51-100,취나물,naver_top200,Top200_확장후보,Y,agri,엽채/나물,농산물,N
2026-04-23,pm,83,51-100,쑥,naver_top200,Top200_확장후보,Y,agri,엽채/나물,농산물,N
2026-04-23,pm,84,51-100,가시오가피순,naver_top200,Top200_확장후보,Y,agri,엽채/나물,agri,N
