date,rank,product_name,search_ratio,search_keywords,shopping_ratio,shopping_keywords
2025-08-01,1,쌀20kg,8.83842,쌀20kg,52.06638,쌀20kg
2025-08-01,2,복숭아,22.28939,복숭아,41.23006,복숭아
2025-08-01,3,닭가슴살,17.74129,닭가슴살,41.19752,닭가슴살
2025-08-01,4,알파cd,36.75924,알파cd,36.05597,알파cd
2025-08-01,5,알부민,26.00276,알부민,35.50276,알부민
2025-08-01,6,수박,45.73223,수박,39.58412,수박
2025-08-01,7,쌀10kg,19.39425,쌀10kg,37.42911,쌀10kg
2025-08-01,8,오메가3,52.762,오메가3,36.78638,오메가3
2025-08-01,9,옥수수,33.97005,옥수수,36.03024,옥수수
2025-08-01,10,사과,38.47014,사과,33.6862,사과
2025-08-01,11,생수,19.87668,생수,76.96526,생수
2025-08-01,12,유산균,25.93875,유산균,74.68007,유산균
2025-08-01,13,레몬즙,21.82347,레몬즙,70.56672,레몬즙
2025-08-01,14,올리브오일,34.61271,올리브오일,65.5393,올리브오일
2025-08-01,15,토마토,22.29458,토마토,63.71115,토마토
2025-08-01,16,참외,8.36677,참외,70.51961,참외
2025-08-01,17,자두,16.97755,자두,69.98939,자두
2025-08-01,18,마그네슘,19.44474,마그네슘,69.14103,마그네슘
2025-08-01,19,두유,8.86021,두유,67.02014,두유
2025-08-01,20,멜라토닌,44.56674,멜라토닌,65.11134,멜라토닌
2025-08-02,1,쌀20kg,8.31364,쌀20kg,44.28896,쌀20kg
2025-08-02,2,복숭아,20.38668,복숭아,38.49658,복숭아
2025-08-02,3,닭가슴살,15.17569,닭가슴살,37.78067,닭가슴살
2025-08-02,4,알파cd,49.57495,알파cd,35.76309,알파cd
2025-08-02,5,옥수수,33.01497,옥수수,37.69376,옥수수
2025-08-02,6,쌀10kg,19.05868,쌀10kg,33.724,쌀10kg
2025-08-02,7,수박,40.87936,수박,33.64839,수박
2025-08-02,8,오메가3,48.12424,오메가3,32.02268,오메가3
2025-08-02,9,알부민,13.87448,알부민,26.97689,알부민
2025-08-02,10,레몬즙,23.07745,레몬즙,73.49177,레몬즙
2025-08-02,11,토마토,20.28543,토마토,66.7276,토마토
2025-08-02,12,생수,16.39185,생수,65.72212,생수
2025-08-02,13,콜라겐,34.67997,콜라겐,60.16483,콜라겐
2025-08-02,14,유산균,24.55313,유산균,59.04936,유산균
2025-08-02,15,사과,31.31991,사과,23.55387,사과
2025-08-02,16,멜라토닌,36.61208,멜라토닌,63.20254,멜라토닌
2025-08-02,17,올리브오일,29.07025,올리브오일,53.93053,올리브오일
2025-08-02,18,두유,8.02515,두유,61.82396,두유
2025-08-02,19,참외,9.04457,참외,60.86956,참외
2025-08-02,20,무화과,36.81738,무화과,51.00732,무화과
2025-08-03,1,쌀20kg,9.54426,쌀20kg,53.92124,쌀20kg
2025-08-03,2,복숭아,21.92726,복숭아,47.57565,복숭아
2025-08-03,3,닭가슴살,20.1964,닭가슴살,41.94598,닭가슴살
2025-08-03,4,수박,41.51609,수박,42.30623,수박
2025-08-03,5,옥수수,37.18809,옥수수,41.0586,옥수수
2025-08-03,6,쌀10kg,22.4574,쌀10kg,39.5085,쌀10kg
2025-08-03,7,오메가3,50.65393,오메가3,36.03024,오메가3
2025-08-03,8,사과,34.17656,사과,33.91304,사과
2025-08-03,9,레몬즙,21.35236,레몬즙,79.61608,레몬즙
2025-08-03,10,알부민,14.73991,알부민,28.31109,알부민
2025-08-03,11,토마토,24.75405,토마토,78.79341,토마토
2025-08-03,12,알파cd,22.60856,알파cd,27.56264,알파cd
2025-08-03,13,생수,17.72897,생수,74.77148,생수
2025-08-03,14,유산균,27.17195,유산균,67.27605,유산균
2025-08-03,15,두유,9.294,두유,75.7158,두유
2025-08-03,16,자두,13.81628,자두,71.79215,자두
2025-08-03,17,올리브오일,43.12733,올리브오일,61.60877,올리브오일
2025-08-03,18,참외,9.1747,참외,69.67126,참외
2025-08-03,19,견과류,17.63945,견과류,59.24908,견과류
2025-08-03,20,콘드로이친,57.79213,콘드로이친,56.9597,콘드로이친
2025-08-04,1,쌀20kg,11.36412,쌀20kg,58.05401,쌀20kg
2025-08-04,2,닭가슴살,100.0,닭가슴살,46.14383,닭가슴살
2025-08-04,3,복숭아,23.9957,복숭아,46.01366,복숭아
2025-08-04,4,옥수수,36.04371,옥수수,48.16635,옥수수
2025-08-04,5,쌀10kg,24.66012,쌀10kg,45.25519,쌀10kg
2025-08-04,6,수박,42.19583,수박,42.49527,수박
2025-08-04,7,사과,40.3631,사과,40.98298,사과
2025-08-04,8,오메가3,64.18,오메가3,39.05482,오메가3
2025-08-04,9,유산균,34.95912,유산균,84.82632,유산균
2025-08-04,10,레몬즙,25.12124,레몬즙,84.18647,레몬즙
2025-08-04,11,생수,21.15144,생수,82.26691,생수
2025-08-04,12,알파cd,21.00352,알파cd,28.89684,알파cd
2025-08-04,13,토마토,26.70084,토마토,74.95429,토마토
2025-08-04,14,알부민,12.14055,알부민,25.87048,알부민
2025-08-04,15,무화과,43.17087,무화과,71.06227,무화과
2025-08-04,16,두유,11.0617,두유,77.09437,두유
2025-08-04,17,수향미10kg,18.08573,수향미10kg,65.93406,수향미10kg
2025-08-04,18,올리브오일,33.92683,올리브오일,64.71663,올리브오일
2025-08-04,19,김치,44.83193,김치,69.29999,김치
2025-08-04,20,콘드로이친,61.42102,콘드로이친,61.72161,콘드로이친
2025-08-05,1,쌀20kg,11.06644,쌀20kg,64.65994,쌀20kg
2025-08-05,2,복숭아,24.10618,복숭아,47.44549,복숭아
2025-08-05,3,닭가슴살,27.13518,닭가슴살,44.84217,닭가슴살
2025-08-05,4,쌀10kg,24.20409,쌀10kg,50.28355,쌀10kg
2025-08-05,5,옥수수,36.37067,옥수수,44.27221,옥수수
2025-08-05,6,알파cd,35.04986,알파cd,37.42271,알파cd
2025-08-05,7,수박,43.27998,수박,40.26465,수박
2025-08-05,8,사과,34.0647,사과,39.20604,사과
2025-08-05,9,오메가3,71.32163,오메가3,38.63894,오메가3
2025-08-05,10,알부민,24.48365,알부민,32.76928,알부민
2025-08-05,11,유산균,33.58736,유산균,84.00365,유산균
2025-08-05,12,레몬즙,24.71941,레몬즙,81.35283,레몬즙
2025-08-05,13,생수,21.06138,생수,80.9872,생수
2025-08-05,14,토마토,26.13274,토마토,76.41681,토마토
2025-08-05,15,무화과,47.32824,무화과,74.35897,무화과
2025-08-05,16,수향미10kg,17.66294,수향미10kg,72.89377,수향미10kg
2025-08-05,17,올리브오일,43.67465,올리브오일,71.57221,올리브오일
2025-08-05,18,견과류,19.84732,견과류,68.13186,견과류
2025-08-05,19,두유,11.58225,두유,78.89713,두유
2025-08-05,20,오징어,41.73899,오징어,70.7,오징어
2025-08-06,1,쌀20kg,10.00153,쌀20kg,58.90009,쌀20kg
2025-08-06,2,닭가슴살,25.25702,닭가슴살,44.09371,닭가슴살
2025-08-06,3,복숭아,22.28939,복숭아,42.75951,복숭아
2025-08-06,4,옥수수,35.6393,옥수수,44.2344,옥수수
2025-08-06,5,사과,33.45379,사과,41.96597,사과
2025-08-06,6,쌀10kg,23.16296,쌀10kg,40.98298,쌀10kg
2025-08-06,7,오메가3,67.69058,오메가3,37.50472,오메가3
2025-08-06,8,알부민,15.74344,알부민,32.24861,알부민
2025-08-06,9,수박,36.25021,수박,36.48393,수박
2025-08-06,10,생수,19.73811,생수,86.65447,생수
2025-08-06,11,알파cd,28.19088,알파cd,29.93817,알파cd
2025-08-06,12,유산균,35.06304,유산균,82.72394,유산균
2025-08-06,13,레몬즙,21.51863,레몬즙,72.48628,레몬즙
2025-08-06,14,수향미10kg,15.74867,수향미10kg,70.97069,수향미10kg
2025-08-06,15,두유,11.5931,두유,79.63944,두유
2025-08-06,16,토마토,23.71483,토마토,68.09872,토마토
2025-08-06,17,무화과,55.71344,무화과,68.13186,무화과
2025-08-06,18,올리브오일,50.73437,올리브오일,67.09323,올리브오일
2025-08-06,19,자두,13.24693,자두,75.07953,자두
2025-08-06,20,김치,43.77465,김치,70.1,김치
2025-08-07,1,쌀20kg,10.9222,쌀20kg,61.60104,쌀20kg
2025-08-07,2,복숭아,21.19073,복숭아,42.17377,복숭아
2025-08-07,3,닭가슴살,22.51649,닭가슴살,41.4904,닭가슴살
2025-08-07,4,옥수수,33.37635,옥수수,40.34026,옥수수
2025-08-07,5,쌀10kg,25.71846,쌀10kg,39.54631,쌀10kg
2025-08-07,6,사과,31.07038,사과,38.75236,사과
2025-08-07,7,오메가3,58.75064,오메가3,37.95841,오메가3
2025-08-07,8,알파cd,27.49117,알파cd,31.1422,알파cd
2025-08-07,9,알부민,20.31302,알부민,30.03579,알부민
2025-08-07,10,오징어,61.84314,오징어,89.7,오징어
2025-08-07,11,수박,35.96627,수박,33.23251,수박
2025-08-07,12,유산균,34.82056,유산균,79.25045,유산균
2025-08-07,13,레몬즙,21.56713,레몬즙,77.97074,레몬즙
2025-08-07,14,생수,18.2555,생수,74.04021,생수
2025-08-07,15,무화과,51.19201,무화과,71.42857,무화과
2025-08-07,16,두유,10.56826,두유,74.86744,두유
2025-08-07,17,전복,37.5572,전복,70.2,전복
2025-08-07,18,토마토,22.75876,토마토,62.97989,토마토
2025-08-07,19,올리브오일,44.30511,올리브오일,62.34003,올리브오일
2025-08-07,20,뉴케어,86.06596,뉴케어,68.0,뉴케어
2025-08-08,1,쌀20kg,8.39036,쌀20kg,53.04262,쌀20kg
2025-08-08,2,복숭아,19.34632,복숭아,40.28636,복숭아
2025-08-08,3,닭가슴살,17.83642,닭가슴살,37.58542,닭가슴살
2025-08-08,4,사과,30.85527,사과,40.79395,사과
2025-08-08,5,옥수수,28.23954,옥수수,39.20604,옥수수
2025-08-08,6,오메가3,56.9093,오메가3,35.8034,오메가3
2025-08-08,7,쌀10kg,19.19635,쌀10kg,34.55576,쌀10kg
2025-08-08,8,레몬즙,21.83732,레몬즙,74.40585,레몬즙
2025-08-08,9,유산균,28.4675,유산균,73.67458,유산균
2025-08-08,10,올리브오일,52.40404,올리브오일,73.40036,올리브오일
2025-08-08,11,알부민,12.3922,알부민,26.03319,알부민
2025-08-08,12,수박,30.70039,수박,29.71644,수박
2025-08-08,13,오징어,71.23244,오징어,77.0,오징어
2025-08-08,14,임박,5.39687,임박,73.0,임박
2025-08-08,15,알파cd,10.62452,알파cd,23.07191,알파cd
2025-08-08,16,생수,15.53276,생수,63.1627,생수
2025-08-08,17,토마토,20.54177,토마토,60.23765,토마토
2025-08-08,18,김치,34.33801,김치,64.6,김치
2025-08-08,19,뉴케어,86.28688,뉴케어,64.4,뉴케어
2025-08-08,20,무화과,49.12507,무화과,57.05128,무화과
2025-08-09,1,알부민,31.25057,알부민,45.52554,알부민
2025-08-09,2,쌀20kg,8.16019,쌀20kg,43.63813,쌀20kg
2025-08-09,3,복숭아,17.54488,복숭아,36.83696,복숭아
2025-08-09,4,옥수수,29.49578,옥수수,40.37807,옥수수
2025-08-09,5,닭가슴살,15.58692,닭가슴살,34.2011,닭가슴살
2025-08-09,6,쌀10kg,18.47358,쌀10kg,39.01701,쌀10kg
2025-08-09,7,알파cd,34.87494,알파cd,31.27237,알파cd
2025-08-09,8,오메가3,52.80502,오메가3,34.93383,오메가3
2025-08-09,9,사과,29.46997,사과,32.51417,사과
2025-08-09,10,유산균,25.34986,유산균,70.47531,유산균
2025-08-09,11,오징어,60.39135,오징어,74.9,오징어
2025-08-09,12,레몬즙,19.08687,레몬즙,65.63071,레몬즙
2025-08-09,13,콜라겐,28.03288,콜라겐,60.53113,콜라겐
2025-08-09,14,콘드로이친,59.0135,콘드로이친,60.43956,콘드로이친
2025-08-09,15,글루타치온,53.56398,글루타치온,67.11202,글루타치온
2025-08-09,16,올리브오일,36.4833,올리브오일,56.58135,올리브오일
2025-08-09,17,무화과,49.63006,무화과,56.2271,무화과
2025-08-09,18,수박,26.46704,수박,23.21361,수박
2025-08-09,19,생수,12.50519,생수,55.02742,생수
2025-08-09,20,애사비,36.9763,애사비,60.32887,애사비
2025-08-10,1,쌀20kg,8.82,쌀20kg,55.67849,쌀20kg
2025-08-10,2,알파cd,66.52754,알파cd,47.2177,알파cd
2025-08-10,3,복숭아,22.13288,복숭아,44.77709,복숭아
2025-08-10,4,알부민,29.88184,알부민,44.45167,알부민
2025-08-10,5,쌀10kg,22.54345,쌀10kg,46.61625,쌀10kg
2025-08-10,6,닭가슴살,19.28187,닭가슴살,39.99349,닭가슴살
2025-08-10,7,옥수수,31.44897,옥수수,41.85255,옥수수
2025-08-10,8,사과,34.97676,사과,39.43289,사과
2025-08-10,9,레몬즙,24.373,레몬즙,89.76234,레몬즙
2025-08-10,10,유산균,30.00554,유산균,88.48263,유산균
2025-08-10,11,오메가3,55.62725,오메가3,35.12287,오메가3
2025-08-10,12,수박,27.90397,수박,28.58223,수박
2025-08-10,13,오징어,51.72794,오징어,74.6,오징어
2025-08-10,14,견과류,19.77686,견과류,67.49084,견과류
2025-08-10,15,멜라토닌,74.76954,멜라토닌,77.30646,멜라토닌
2025-08-10,16,생수,14.76375,생수,65.81352,생수
2025-08-10,17,무화과,48.30299,무화과,65.75091,무화과
2025-08-10,18,수향미10kg,15.8896,수향미10kg,62.54578,수향미10kg
2025-08-10,19,토마토,19.51641,토마토,61.79159,토마토
2025-08-10,20,조선호텔김치,32.85308,조선호텔김치,69.27029,조선호텔김치
2025-08-11,1,쌀20kg,11.98404,쌀20kg,63.81386,쌀20kg
2025-08-11,2,사과,40.18241,사과,54.55576,사과
2025-08-11,3,복숭아,22.74973,복숭아,46.46924,복숭아
2025-08-11,4,쌀10kg,29.07416,쌀10kg,53.87523,쌀10kg
2025-08-11,5,닭가슴살,25.53935,닭가슴살,45.68825,닭가슴살
2025-08-11,6,옥수수,33.76355,옥수수,46.57844,옥수수
2025-08-11,7,알파cd,37.27788,알파cd,36.15359,알파cd
2025-08-11,8,알부민,16.30504,알부민,35.82818,알부민
2025-08-11,9,곤약빵,37.62085,곤약빵,100.0,곤약빵
2025-08-11,10,유산균,34.27324,유산균,86.47166,유산균
2025-08-11,11,오메가3,66.43434,오메가3,34.82041,오메가3
2025-08-11,12,수박,30.87248,수박,33.1947,수박
2025-08-11,13,레몬즙,24.41457,레몬즙,78.79341,레몬즙
2025-08-11,14,견과류,23.15913,견과류,76.19047,견과류
2025-08-11,15,생수,18.47027,생수,75.22851,생수
2025-08-11,16,올리브오일,58.60468,올리브오일,74.68007,올리브오일
2025-08-11,17,글루타치온,47.30805,글루타치온,83.04213,글루타치온
2025-08-11,18,오징어,56.61985,오징어,79.0,오징어
2025-08-11,19,김치,47.19899,김치,78.2,김치
2025-08-11,20,두유,12.82398,두유,81.76033,두유
2025-08-12,1,쌀20kg,12.05462,쌀20kg,61.79629,쌀20kg
2025-08-12,2,쌀10kg,27.7663,쌀10kg,54.93383,쌀10kg
2025-08-12,3,사과,40.33729,사과,50.43478,사과
2025-08-12,4,복숭아,20.99125,복숭아,41.71819,복숭아
2025-08-12,5,닭가슴살,24.21052,닭가슴살,40.80702,닭가슴살
2025-08-12,6,옥수수,32.79125,옥수수,43.10018,옥수수
2025-08-12,7,알부민,21.80144,알부민,36.83696,알부민
2025-08-12,8,오메가3,65.72879,오메가3,36.78638,오메가3
2025-08-12,9,알파cd,18.66196,알파cd,29.74292,알파cd
2025-08-12,10,유산균,33.2271,유산균,78.24497,유산균
2025-08-12,11,수박,28.23954,수박,29.41398,수박
2025-08-12,12,레몬즙,21.27615,레몬즙,69.46983,레몬즙
2025-08-12,13,무화과,53.30593,무화과,69.50549,무화과
2025-08-12,14,오징어,63.89458,오징어,75.1,오징어
2025-08-12,15,멜라토닌,53.47033,멜라토닌,78.47295,멜라토닌
2025-08-12,16,올리브오일,48.36497,올리브오일,67.36745,올리브오일
2025-08-12,17,임박,6.0123,임박,72.3,임박
2025-08-12,18,생수,17.16779,생수,63.80255,생수
2025-08-12,19,마그네슘,19.99783,마그네슘,73.80699,마그네슘
2025-08-12,20,애사비,47.65876,애사비,71.01747,애사비
2025-08-13,1,쌀20kg,10.61531,쌀20kg,51.18776,쌀20kg
2025-08-13,2,쌀10kg,24.43641,쌀10kg,45.97353,쌀10kg
2025-08-13,3,닭가슴살,21.07718,닭가슴살,39.11487,닭가슴살
2025-08-13,4,옥수수,29.78833,옥수수,43.13799,옥수수
2025-08-13,5,복숭아,18.29062,복숭아,37.03221,복숭아
2025-08-13,6,사과,35.6393,사과,40.18903,사과
2025-08-13,7,알파cd,42.28019,알파cd,33.42011,알파cd
2025-08-13,8,알부민,18.05738,알부민,31.69541,알부민
2025-08-13,9,오메가3,61.96007,오메가3,33.57277,오메가3
2025-08-13,10,레몬즙,18.82361,레몬즙,76.78244,레몬즙
2025-08-13,11,유산균,32.65899,유산균,76.69104,유산균
2025-08-13,12,김치,40.08205,김치,75.4,김치
2025-08-13,13,멜라토닌,43.09185,멜라토닌,78.36691,멜라토닌
2025-08-13,14,무화과,49.27774,무화과,66.02564,무화과
2025-08-13,15,마그네슘,19.20615,마그네슘,70.7317,마그네슘
2025-08-13,16,두유,11.34909,두유,69.45917,두유
2025-08-13,17,애사비,45.86729,애사비,67.31757,애사비
2025-08-13,18,올리브오일,43.34903,올리브오일,59.87202,올리브오일
2025-08-13,19,콜라겐,31.41514,콜라겐,59.06593,콜라겐
2025-08-13,20,오징어,50.74956,오징어,64.1,오징어
2025-08-14,1,쌀20kg,8.96424,쌀20kg,43.7683,쌀20kg
2025-08-14,2,알부민,27.57096,알부민,36.3163,알부민
2025-08-14,3,쌀10kg,20.92583,쌀10kg,42.1172,쌀10kg
2025-08-14,4,복숭아,18.07273,복숭아,34.85193,복숭아
2025-08-14,5,알파cd,32.4904,알파cd,33.58281,알파cd
2025-08-14,6,옥수수,26.64773,옥수수,38.18525,옥수수
2025-08-14,7,사과,29.44415,사과,38.03402,사과
2025-08-14,8,닭가슴살,16.51987,닭가슴살,31.98828,닭가슴살
2025-08-14,9,오메가3,67.5271,오메가3,30.96408,오메가3
2025-08-14,10,유산균,27.11653,유산균,70.74954,유산균
2025-08-14,11,마그네슘,18.88623,마그네슘,76.6702,마그네슘
2025-08-14,12,무화과,51.57956,무화과,61.08058,무화과
2025-08-14,13,레몬즙,16.26714,레몬즙,59.78062,레몬즙
2025-08-14,14,올리브오일,60.86323,올리브오일,58.95795,올리브오일
2025-08-14,15,멜라토닌,41.11267,멜라토닌,67.65641,멜라토닌
2025-08-14,16,콘드로이친,49.81796,콘드로이친,56.13553,콘드로이친
2025-08-14,17,자두,10.79058,자두,62.03605,자두
2025-08-14,18,김치,35.41107,김치,58.0,김치
2025-08-14,19,임박,5.31797,임박,57.4,임박
2025-08-14,20,애사비,44.19905,애사비,56.62898,애사비
2025-08-15,1,쌀20kg,9.07779,쌀20kg,46.01366,쌀20kg
2025-08-15,2,복숭아,16.47076,복숭아,35.69801,복숭아
2025-08-15,3,쌀10kg,20.71072,쌀10kg,39.92438,쌀10kg
2025-08-15,4,알부민,23.25916,알부민,33.87569,알부민
2025-08-15,5,알파cd,31.94414,알파cd,29.87308,알파cd
2025-08-15,6,옥수수,24.97848,옥수수,34.40453,옥수수
2025-08-15,7,닭가슴살,13.54304,닭가슴살,28.60397,닭가슴살
2025-08-15,8,사과,28.88487,사과,32.43856,사과
2025-08-15,9,오메가3,50.6023,오메가3,31.56899,오메가3
2025-08-15,10,유산균,24.51156,유산균,70.74954,유산균
2025-08-15,11,올리브오일,33.85755,올리브오일,61.79159,올리브오일
2025-08-15,12,마그네슘,19.13024,마그네슘,69.56521,마그네슘
2025-08-15,13,레몬즙,17.244,레몬즙,56.76416,레몬즙
2025-08-15,14,애사비,37.39336,애사비,62.58992,애사비
2025-08-15,15,무화과,52.01409,무화과,54.3956,무화과
2025-08-15,16,콘드로이친,56.26541,콘드로이친,50.3663,콘드로이친
2025-08-15,17,뉴케어,79.54868,뉴케어,54.0,뉴케어
2025-08-15,18,맥주효모,32.29383,맥주효모,55.2929,맥주효모
2025-08-15,19,김치,35.80558,김치,52.3,김치
2025-08-15,20,오징어,42.49644,오징어,52.0,오징어
2025-08-16,1,쌀20kg,8.8599,쌀20kg,52.48942,쌀20kg
2025-08-16,2,알부민,24.12459,알부민,36.18613,알부민
2025-08-16,3,옥수수,26.36379,옥수수,41.55009,옥수수
2025-08-16,4,쌀10kg,20.86559,쌀10kg,40.22684,쌀10kg
2025-08-16,5,복숭아,17.04158,복숭아,33.61535,복숭아
2025-08-16,6,사과,29.81414,사과,38.56332,사과
2025-08-16,7,알파cd,26.96946,알파cd,30.06833,알파cd
2025-08-16,8,닭가슴살,13.8622,닭가슴살,28.4738,닭가슴살
2025-08-16,9,오메가3,53.82894,오메가3,32.32514,오메가3
2025-08-16,10,유산균,25.04503,유산균,71.57221,유산균
2025-08-16,11,올리브오일,63.03173,올리브오일,69.1042,올리브오일
2025-08-16,12,마그네슘,20.04663,마그네슘,74.65535,마그네슘
2025-08-16,13,콩물,40.12535,콩물,72.56162,콩물
2025-08-16,14,무화과,54.40986,무화과,60.25641,무화과
2025-08-16,15,콘드로이친,49.80622,콘드로이친,58.15018,콘드로이친
2025-08-16,16,뉴케어,89.52185,뉴케어,61.2,뉴케어
2025-08-16,17,레몬즙,15.13786,레몬즙,54.38756,레몬즙
2025-08-16,18,애사비,41.71563,애사비,60.32887,애사비
2025-08-16,19,조선호텔김치,25.91469,조선호텔김치,57.7595,조선호텔김치
2025-08-16,20,두유,10.13447,두유,58.43054,두유
2025-08-17,1,쌀20kg,11.41936,쌀20kg,55.67849,쌀20kg
2025-08-17,2,쌀10kg,29.77972,쌀10kg,62.155,쌀10kg
2025-08-17,3,복숭아,20.30382,복숭아,45.72079,복숭아
2025-08-17,4,알부민,20.30382,알부민,36.90205,알부민
2025-08-17,5,닭가슴살,18.55454,닭가슴살,35.69801,닭가슴살
2025-08-17,6,옥수수,27.78351,옥수수,40.71833,옥수수
2025-08-17,7,사과,34.55515,사과,37.05103,사과
2025-08-17,8,오메가3,57.86439,오메가3,36.03024,오메가3
2025-08-17,9,유산균,30.10253,유산균,86.38025,유산균
2025-08-17,10,올리브오일,47.82458,올리브오일,70.20109,올리브오일
2025-08-17,11,무화과,59.75337,무화과,69.68864,무화과
2025-08-17,12,마그네슘,21.14738,마그네슘,76.24602,마그네슘
2025-08-17,13,알파cd,13.8622,알파cd,23.20208,알파cd
2025-08-17,14,학가산김치,40.62922,학가산김치,73.52625,학가산김치
2025-08-17,15,레몬즙,22.7934,레몬즙,61.88299,레몬즙
2025-08-17,16,자두,12.29259,자두,71.6861,자두
2025-08-17,17,두유,11.33282,두유,71.36797,두유
2025-08-17,18,콘드로이친,55.83088,콘드로이친,61.63003,콘드로이친
2025-08-17,19,김치,48.68234,김치,67.0,김치
2025-08-17,20,수박,24.83221,수박,24.61247,수박
2025-08-18,1,쌀20kg,13.61669,쌀20kg,67.58867,쌀20kg
2025-08-18,2,쌀10kg,37.2225,쌀10kg,64.19659,쌀10kg
2025-08-18,3,복숭아,21.5682,복숭아,48.5519,복숭아
2025-08-18,4,닭가슴살,25.44115,닭가슴살,43.28018,닭가슴살
2025-08-18,5,사과,48.64911,사과,49.60302,사과
2025-08-18,6,옥수수,28.57511,옥수수,42.04158,옥수수
2025-08-18,7,오메가3,85.03699,오메가3,39.13043,오메가3
2025-08-18,8,유산균,39.61479,유산균,94.42413,유산균
2025-08-18,9,알부민,16.82369,알부민,33.19232,알부민
2025-08-18,10,바위굴,53.21371,바위굴,98.71382,바위굴
2025-08-18,11,알파cd,24.51741,알파cd,29.97071,알파cd
2025-08-18,12,무화과,62.59541,무화과,79.94505,무화과
2025-08-18,13,김치,53.85829,김치,81.79999,김치
2025-08-18,14,생수,22.31536,생수,72.94332,생수
2025-08-18,15,마그네슘,27.45906,마그네슘,83.13891,마그네슘
2025-08-18,16,수박,27.78351,수박,29.56521,수박
2025-08-18,17,학가산김치,45.53275,학가산김치,82.74383,학가산김치
2025-08-18,18,올리브오일,54.55175,올리브오일,70.47531,올리브오일
2025-08-18,19,레몬즙,24.85104,레몬즙,69.19561,레몬즙
2025-08-18,20,비타민d,100.0,비타민d,79.63558,비타민d
2025-08-19,1,쌀20kg,13.07043,쌀20kg,67.62121,쌀20kg
2025-08-19,2,쌀10kg,32.31801,쌀10kg,59.43289,쌀10kg
2025-08-19,3,복숭아,21.52524,복숭아,44.77709,복숭아
2025-08-19,4,옥수수,30.67458,옥수수,51.37996,옥수수
2025-08-19,5,닭가슴살,25.69894,닭가슴살,40.93719,닭가슴살
2025-08-19,6,사과,47.85751,사과,47.10775,사과
2025-08-19,7,오메가3,77.10376,오메가3,42.19281,오메가3
2025-08-19,8,알부민,20.39895,알부민,33.90823,알부민
2025-08-19,9,무화과,61.9495,무화과,91.84981,무화과
2025-08-19,10,알파cd,25.29384,알파cd,32.18353,알파cd
2025-08-19,11,바위굴,46.89689,바위굴,100.0,바위굴
2025-08-19,12,유산균,37.92434,유산균,82.72394,유산균
2025-08-19,13,김치,53.49534,김치,85.4,김치
2025-08-19,14,마그네슘,25.31721,마그네슘,88.97136,마그네슘
2025-08-19,15,레몬즙,24.60856,레몬즙,75.50274,레몬즙
2025-08-19,16,수,8.35688,수,,
2025-08-19,17,쌀,1.80951,쌀,40.75804,쌀
2025-08-19,18,고구마,2.07396,고구마,40.23883,고구마
2025-08-19,19,학가산김치,45.17635,학가산김치,81.35048,학가산김치
2025-08-19,20,생수,22.3985,생수,68.37294,생수
2025-08-20,1,쌀20kg,12.31855,쌀20kg,69.37845,쌀20kg
2025-08-20,2,쌀10kg,31.88779,쌀10kg,59.09262,쌀10kg
2025-08-20,3,복숭아,20.55547,복숭아,42.66189,복숭아
2025-08-20,4,닭가슴살,25.06061,닭가슴살,42.27139,닭가슴살
2025-08-20,5,사과,45.15573,사과,41.36105,사과
2025-08-20,6,옥수수,28.5579,옥수수,40.71833,옥수수
2025-08-20,7,알부민,18.49317,알부민,32.67165,알부민
2025-08-20,8,오메가3,73.50714,오메가3,36.06805,오메가3
2025-08-20,9,알파cd,22.12367,알파cd,30.91441,알파cd
2025-08-20,10,바위굴,36.26643,바위굴,91.10396,바위굴
2025-08-20,11,무화과,68.51438,무화과,77.5641,무화과
2025-08-20,12,유산균,38.52016,유산균,75.86837,유산균
2025-08-20,13,관찰레,1.85887,관찰레,42.93873,관찰레
2025-08-20,14,수박,26.76819,수박,31.26654,수박
2025-08-20,15,견과류,25.66059,견과류,73.80952,견과류
2025-08-20,16,생수,23.22294,생수,72.6691,생수
2025-08-20,17,마그네슘,23.31092,마그네슘,82.07847,마그네슘
2025-08-20,18,애사비,83.05213,애사비,77.69784,애사비
2025-08-20,19,토마토,21.87889,토마토,68.09872,토마토
2025-08-20,20,쌀,1.77143,쌀,37.85046,쌀
2025-08-21,1,쌀20kg,12.17124,쌀20kg,64.95281,쌀20kg
2025-08-21,2,쌀10kg,29.12579,쌀10kg,55.91682,쌀10kg
2025-08-21,3,복숭아,21.67561,복숭아,39.57045,복숭아
2025-08-21,4,닭가슴살,22.54104,닭가슴살,36.60917,닭가슴살
2025-08-21,5,꽃게,10.44948,꽃게,57.37279,꽃게
2025-08-21,6,사과,46.84219,사과,41.47448,사과
2025-08-21,7,옥수수,29.52159,옥수수,37.69376,옥수수
2025-08-21,8,알부민,20.01227,알부민,31.82557,알부민
2025-08-21,9,알파cd,38.26607,알파cd,31.30491,알파cd
2025-08-21,10,오메가3,72.23369,오메가3,35.8412,오메가3
2025-08-21,11,유산균,37.53637,유산균,78.06215,유산균
2025-08-21,12,수박,24.92686,수박,30.96408,수박
2025-08-21,13,무화과,79.84732,무화과,74.45054,무화과
2025-08-21,14,바위굴,29.63008,바위굴,86.17363,바위굴
2025-08-21,15,마그네슘,23.07233,마그네슘,80.06362,마그네슘
