date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-06-08,pm,rising,naver_top200,다슬기,다슬기,34,21-50,102.0,68.0,up,▲ 68단계,N,N,2026-06-07,pm,102.0,1.0,6,11,3,34,200,74.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"다슬기은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 34위이며, 최근 7일 중 6일 등장했습니다.",seafood,패류,수산물,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,토마토,토마토,22,21-50,84.0,62.0,up,▲ 62단계,N,N,2026-06-07,pm,84.0,1.0,6,13,3,22,84,23.0,NAVER_RISING_FAST,93.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 6일 등장 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"토마토은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 22위이며, 최근 7일 중 6일 등장했습니다.",agri,과채류,농산물,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,구운계란,구운계란,38,21-50,91.0,53.0,up,▲ 53단계,N,N,2026-06-07,pm,91.0,1.0,7,14,30,27,91,11.0,NAVER_RISING_FAST,93.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 30일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"구운계란은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 38위이며, 최근 7일 중 7일 등장했습니다.",processed,축산가공,가공식품,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,양파,양파,60,51-100,133.0,73.0,up,▲ 73단계,N,N,2026-06-07,pm,133.0,1.0,7,14,26,60,170,65.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 26일 연속 등장,WARMING,high,관찰 강화,"양파은 관심 형성 구간에 있는 후보입니다. 현재 60위이며, 순위 변화는 ▲ 73단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-06-08,pm,rising,naver_top200,아몬드,아몬드,62,51-100,115.0,53.0,up,▲ 53단계,N,N,2026-06-07,pm,115.0,1.0,7,14,18,55,139,75.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 18일 연속 등장,WARMING,high,관찰 강화,"아몬드은 관심 형성 구간에 있는 후보입니다. 현재 62위이며, 순위 변화는 ▲ 53단계입니다.",agri,견과류,농산물,N,,Top200_확장후보
2026-06-08,pm,rising,naver_top200,마늘,마늘,26,21-50,74.0,48.0,up,▲ 48단계,N,N,2026-06-07,pm,74.0,1.0,7,14,16,26,156,15.0,NAVER_RISING_FAST,88.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 16일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"마늘은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 26위이며, 최근 7일 중 7일 등장했습니다.",agri,뿌리채소,농산물,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,고구마,고구마,57,51-100,92.0,35.0,up,▲ 35단계,N,N,2026-06-07,pm,92.0,1.0,7,14,47,55,158,98.0,NAVER_WARMING_FAST,87.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 47일 연속 등장,WARMING,high,관찰 강화,"고구마은 관심 형성 구간에 있는 후보입니다. 현재 57위이며, 순위 변화는 ▲ 35단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-06-08,pm,rising,naver_top200,오징어,오징어,81,51-100,130.0,49.0,up,▲ 49단계,N,N,2026-06-07,pm,130.0,1.0,7,11,8,59,178,76.0,NAVER_WARMING_FAST,87.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 8일 연속 등장,WARMING,high,관찰 강화,"오징어은 관심 형성 구간에 있는 후보입니다. 현재 81위이며, 순위 변화는 ▲ 49단계입니다.",seafood,건어물,수산물,N,,Top200_확장후보
2026-06-08,pm,rising,naver_top200,복숭아,복숭아,47,21-50,67.0,20.0,up,▲ 20단계,N,N,2026-06-07,pm,67.0,1.0,5,8,4,29,91,44.0,NAVER_RISING_FAST,84.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 4일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"복숭아은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 47위이며, 최근 7일 중 5일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,누룽지,누룽지,95,51-100,154.0,59.0,up,▲ 59단계,N,N,2026-06-07,pm,154.0,1.0,7,12,9,95,179,21.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 9일 연속 등장,WARMING,high,관찰 강화,"누룽지은 관심 형성 구간에 있는 후보입니다. 현재 95위이며, 순위 변화는 ▲ 59단계입니다.",processed,가공식품,가공식품,N,,Top200_확장후보
2026-06-08,pm,rising,naver_top200,살구,살구,49,21-50,71.0,22.0,up,▲ 22단계,N,N,2026-06-07,pm,71.0,1.0,7,11,10,49,184,13.0,NAVER_RISING_FAST,83.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 10일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"살구은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 49위이며, 최근 7일 중 7일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,초당옥수수,초당옥수수,24,21-50,31.0,7.0,up,▲ 7단계,N,N,2026-06-07,pm,31.0,1.0,6,13,6,23,65,41.0,NAVER_RISING_FAST,81.0,Top20 진입 직전 구간 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 6일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"초당옥수수은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 24위이며, 최근 7일 중 6일 등장했습니다.",agri,시즌농산물,농산물,N,,21~50_전량수집
2026-06-08,pm,rising,naver_top200,생새우,생새우,82,51-100,164.0,82.0,up,▲ 82단계,N,N,2026-06-07,pm,164.0,1.0,5,7,2,50,164,82.0,NAVER_WARMING_FAST,81.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장,WARMING,high,관찰 강화,"생새우은 관심 형성 구간에 있는 후보입니다. 현재 82위이며, 순위 변화는 ▲ 82단계입니다.",seafood,갑각류,수산물,N,,Top200_확장후보
