date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-06-01,pm,rising,naver_top200,고구마,고구마,73,51-100,158.0,85.0,up,▲ 85단계,N,N,2026-05-31,pm,158.0,1.0,7,14,40,51,158,64.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 40일 연속 등장,WARMING,high,관찰 강화,"고구마은 관심 형성 구간에 있는 후보입니다. 현재 73위이며, 순위 변화는 ▲ 85단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-06-01,pm,rising,naver_top200,버터,버터,85,51-100,153.0,68.0,up,▲ 68단계,N,N,2026-05-31,pm,153.0,1.0,7,12,8,59,174,89.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 8일 연속 등장,WARMING,high,관찰 강화,"버터은 관심 형성 구간에 있는 후보입니다. 현재 85위이며, 순위 변화는 ▲ 68단계입니다.",ingredient,유제품원료,가공식품,N,,Top200_확장후보
2026-06-01,pm,rising,naver_top200,구운계란,구운계란,34,21-50,76.0,42.0,up,▲ 42단계,N,N,2026-05-31,pm,76.0,1.0,7,14,23,26,76,13.0,NAVER_RISING_FAST,88.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 23일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"구운계란은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 34위이며, 최근 7일 중 7일 등장했습니다.",processed,축산가공,가공식품,N,,21~50_전량수집
2026-06-01,pm,rising,naver_top200,청매실,청매실,58,51-100,141.0,83.0,up,▲ 83단계,N,N,2026-05-31,pm,141.0,1.0,7,8,8,58,147,48.0,NAVER_WARMING_FAST,88.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 8일 연속 등장,WARMING,high,관찰 강화,"청매실은 관심 형성 구간에 있는 후보입니다. 현재 58위이며, 순위 변화는 ▲ 83단계입니다.",agri,과일,농산물,N,,Top200_확장후보
2026-06-01,pm,rising,naver_top200,설탕15kg,설탕15kg,57,51-100,93.0,36.0,up,▲ 36단계,N,N,2026-05-31,pm,93.0,1.0,6,10,5,57,149,84.0,NAVER_WARMING_FAST,87.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 5일 연속 등장,WARMING,high,관찰 강화,"설탕15kg은 관심 형성 구간에 있는 후보입니다. 현재 57위이며, 순위 변화는 ▲ 36단계입니다.",ingredient,감미료/청,가공식품,N,,Top200_확장후보
2026-06-01,pm,rising,naver_top200,신비복숭아,신비복숭아,69,51-100,118.0,49.0,up,▲ 49단계,N,N,2026-05-31,pm,118.0,1.0,7,13,8,69,195,80.0,NAVER_WARMING_FAST,87.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 8일 연속 등장,WARMING,high,관찰 강화,"신비복숭아은 관심 형성 구간에 있는 후보입니다. 현재 69위이며, 순위 변화는 ▲ 49단계입니다.",agri,과일,농산물,N,,Top200_확장후보
2026-06-01,pm,rising,naver_top200,오렌지,오렌지,48,21-50,60.0,12.0,up,▲ 12단계,N,N,2026-05-31,pm,60.0,1.0,7,14,40,46,123,34.0,NAVER_RISING_FAST,86.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 40일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"오렌지은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 48위이며, 최근 7일 중 7일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-06-01,pm,rising,naver_top200,냉동블루베리,냉동블루베리,38,21-50,46.0,8.0,up,▲ 8단계,N,N,2026-05-31,pm,46.0,1.0,7,14,40,28,110,72.0,NAVER_RISING_FAST,85.0,Top20 진입 직전 구간 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 40일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"냉동블루베리은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 38위이며, 최근 7일 중 7일 등장했습니다.",processed,가공식품,가공식품,N,,21~50_전량수집
2026-06-01,pm,rising,naver_top200,수향미10kg,수향미10kg,35,21-50,42.0,7.0,up,▲ 7단계,N,N,2026-05-31,pm,42.0,1.0,7,14,40,35,80,45.0,NAVER_RISING_FAST,81.0,Top20 진입 직전 구간 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 40일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"수향미10kg은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 35위이며, 최근 7일 중 7일 등장했습니다.",grain,쌀,농산물,N,,21~50_전량수집
2026-06-01,pm,rising,naver_top200,두부면,두부면,82,51-100,172.0,90.0,up,▲ 90단계,N,N,2026-05-31,pm,172.0,1.0,4,5,2,75,196,90.0,NAVER_WARMING_FAST,81.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 4일 등장,WARMING,high,관찰 강화,"두부면은 관심 형성 구간에 있는 후보입니다. 현재 82위이며, 순위 변화는 ▲ 90단계입니다.",processed,간편식/반찬,가공식품,N,,Top200_확장후보
