product_name,period,shopping_ratio,shopping_keywords
bnr17유산균,2026-05-27,52.91576,bnr17유산균
bnr17유산균,2026-05-28,42.11663,bnr17유산균
bnr17유산균,2026-05-29,27.86177,bnr17유산균
bnr17유산균,2026-05-30,47.73218,bnr17유산균
bnr17유산균,2026-05-31,44.49244,bnr17유산균
bnr17유산균,2026-06-01,54.21166,bnr17유산균
bnr17유산균,2026-06-02,55.93952,bnr17유산균
bnr17유산균,2026-06-03,52.05183,bnr17유산균
bnr17유산균,2026-06-04,43.84449,bnr17유산균
bnr17유산균,2026-06-05,33.04535,bnr17유산균
bnr17유산균,2026-06-06,37.36501,bnr17유산균
bnr17유산균,2026-06-07,52.69978,bnr17유산균
bnr17유산균,2026-06-08,51.83585,bnr17유산균
bnr17유산균,2026-06-09,58.53131,bnr17유산균
cca주스,2026-05-27,69.49806,cca주스
cca주스,2026-05-28,77.99227,cca주스
cca주스,2026-05-29,79.92277,cca주스
cca주스,2026-05-30,73.74517,cca주스
cca주스,2026-05-31,86.48648,cca주스
cca주스,2026-06-01,75.28957,cca주스
cca주스,2026-06-02,79.92277,cca주스
cca주스,2026-06-03,100,cca주스
cca주스,2026-06-04,93.82239,cca주스
cca주스,2026-06-05,77.22007,cca주스
cca주스,2026-06-06,88.03088,cca주스
cca주스,2026-06-07,82.62548,cca주스
cca주스,2026-06-08,75.28957,cca주스
cca주스,2026-06-09,82.62548,cca주스
la갈비,2026-05-27,27.22029,la갈비
la갈비,2026-05-28,23.76009,la갈비
la갈비,2026-05-29,21.10726,la갈비
la갈비,2026-05-30,22.14532,la갈비
la갈비,2026-05-31,21.45328,la갈비
la갈비,2026-06-01,25.25951,la갈비
la갈비,2026-06-02,24.45213,la갈비
la갈비,2026-06-03,27.33564,la갈비
la갈비,2026-06-04,20.18454,la갈비
la갈비,2026-06-05,15.57093,la갈비
la갈비,2026-06-06,12.22606,la갈비
la갈비,2026-06-07,23.99077,la갈비
la갈비,2026-06-08,27.33564,la갈비
la갈비,2026-06-09,23.99077,la갈비
간장게장,2026-05-27,34.1719,간장게장
간장게장,2026-05-28,32.07547,간장게장
간장게장,2026-05-29,32.7044,간장게장
간장게장,2026-05-30,30.39832,간장게장
간장게장,2026-05-31,32.49475,간장게장
간장게장,2026-06-01,45.07337,간장게장
간장게장,2026-06-02,30.18867,간장게장
간장게장,2026-06-03,33.75262,간장게장
간장게장,2026-06-04,37.10691,간장게장
간장게장,2026-06-05,45.07337,간장게장
간장게장,2026-06-06,34.1719,간장게장
간장게장,2026-06-07,32.91404,간장게장
간장게장,2026-06-08,28.72117,간장게장
간장게장,2026-06-09,62.68343,간장게장
갈색설탕15kg,2026-05-27,26.35658,갈색설탕15kg
갈색설탕15kg,2026-05-28,31.39534,갈색설탕15kg
갈색설탕15kg,2026-05-29,38.75968,갈색설탕15kg
갈색설탕15kg,2026-05-30,48.06201,갈색설탕15kg
갈색설탕15kg,2026-05-31,32.55813,갈색설탕15kg
갈색설탕15kg,2026-06-01,54.65116,갈색설탕15kg
갈색설탕15kg,2026-06-02,44.96124,갈색설탕15kg
갈색설탕15kg,2026-06-03,55.42635,갈색설탕15kg
갈색설탕15kg,2026-06-04,59.68992,갈색설탕15kg
갈색설탕15kg,2026-06-05,39.14728,갈색설탕15kg
갈색설탕15kg,2026-06-06,55.81395,갈색설탕15kg
갈색설탕15kg,2026-06-07,56.58914,갈색설탕15kg
갈색설탕15kg,2026-06-08,51.93798,갈색설탕15kg
갈색설탕15kg,2026-06-09,79.45736,갈색설탕15kg
감자,2026-05-27,51.48279,감자
감자,2026-05-28,51.48279,감자
감자,2026-05-29,56.34638,감자
감자,2026-05-30,41.51838,감자
감자,2026-05-31,54.92289,감자
감자,2026-06-01,64.29418,감자
감자,2026-06-02,59.31198,감자
감자,2026-06-03,57.65124,감자
감자,2026-06-04,63.46381,감자
감자,2026-06-05,55.63463,감자
감자,2026-06-06,55.87188,감자
감자,2026-06-07,62.51482,감자
감자,2026-06-08,59.19335,감자
감자,2026-06-09,70.10676,감자
갑오징어,2026-05-27,87.62541,갑오징어
갑오징어,2026-05-28,95.98662,갑오징어
갑오징어,2026-05-29,96.32107,갑오징어
갑오징어,2026-05-30,49.16387,갑오징어
갑오징어,2026-05-31,80.26755,갑오징어
갑오징어,2026-06-01,100,갑오징어
갑오징어,2026-06-02,78.92976,갑오징어
갑오징어,2026-06-03,71.23745,갑오징어
갑오징어,2026-06-04,89.29765,갑오징어
갑오징어,2026-06-05,65.55183,갑오징어
갑오징어,2026-06-06,62.87625,갑오징어
갑오징어,2026-06-07,56.85618,갑오징어
갑오징어,2026-06-08,79.26421,갑오징어
갑오징어,2026-06-09,72.90969,갑오징어
개복숭아,2026-05-27,48.1132,개복숭아
개복숭아,2026-05-28,51.25786,개복숭아
개복숭아,2026-05-29,43.71069,개복숭아
개복숭아,2026-05-30,41.82389,개복숭아
개복숭아,2026-05-31,65.72327,개복숭아
개복숭아,2026-06-01,76.72955,개복숭아
개복숭아,2026-06-02,72.32704,개복숭아
개복숭아,2026-06-03,55.66037,개복숭아
개복숭아,2026-06-04,63.52201,개복숭아
개복숭아,2026-06-05,57.86163,개복숭아
개복숭아,2026-06-06,74.21383,개복숭아
