product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),제주,E-유통,2026,06/09,399,2026-06-09,2026-06-09,399.0
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),제주,E-유통,2026,06/09,399,2026-06-09,2026-06-09,399.0
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,06/09,-,2026-06-09,2026-06-09,
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,06/02,532,2026-06-02,2026-06-02,532.0
감자,wholesale,100,152,01,04,감자,수미(노지),상품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,06/09,"35,400",2026-06-09,2026-06-09,35400.0
감자,wholesale,100,152,01,05,감자,수미(노지),중품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,06/09,"27,600",2026-06-09,2026-06-09,27600.0
감자,wholesale,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(20kg),대전,오정도매,2026,06/09,"35,400",2026-06-09,2026-06-09,35400.0
감자,wholesale,100,152,01,08,감자,수미(노지),무농약,,감자,수미(노지)(20kg),대전,오정도매,2026,06/09,"27,600",2026-06-09,2026-06-09,27600.0
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,06/08,"47,300",2026-06-08,2026-06-08,47300.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,06/08,"41,600",2026-06-08,2026-06-08,41600.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,06/09,"4,990",2026-06-09,2026-06-09,4990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,06/09,"4,500",2026-06-09,2026-06-09,4500.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,06/09,"4,990",2026-06-09,2026-06-09,4990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,06/09,"4,500",2026-06-09,2026-06-09,4500.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,06/09,"37,600",2026-06-09,2026-06-09,37600.0
고구마,wholesale,100,151,00,05,고구마,밤,중품,10kg,고구마,밤(10kg),대전,오정도매,2026,06/09,"30,600",2026-06-09,2026-06-09,30600.0
고구마,wholesale,100,151,00,07,고구마,밤,유기농,,고구마,밤(10kg),대전,오정도매,2026,06/09,"37,600",2026-06-09,2026-06-09,37600.0
고구마,wholesale,100,151,00,08,고구마,밤,무농약,,고구마,밤(10kg),대전,오정도매,2026,06/09,"30,600",2026-06-09,2026-06-09,30600.0
당근,retail,200,232,01,04,당근,무세척,상품,1kg,당근,무세척(1kg),제주,E-유통,2026,06/09,"3,320",2026-06-09,2026-06-09,3320.0
당근,retail,200,232,01,05,당근,무세척,중품,1kg,당근,무세척(1kg),제주,E-유통,2026,06/08,"3,320",2026-06-08,2026-06-08,3320.0
