product_name,auction_date,market_code,market_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,corp_count,raw_high_price,raw_low_price
감자,2026-06-09,110001,-,18541.5,33000.0,5000.0,179325.0,233,224,9,1,37000.0,1000.0
감자,2026-06-09,220001,-,22414.4,35000.0,5100.0,84020.0,151,147,4,2,35500.0,3500.0
감자,2026-06-09,110008,-,15870.7,24000.0,5000.0,51020.0,109,105,4,2,26000.0,2000.0
감자,2026-06-09,340101,-,13834.0,20000.0,3300.0,15570.0,46,44,2,1,20200.0,3000.0
감자,2026-06-09,240004,-,19627.8,33000.0,5000.0,9180.0,47,46,1,1,33000.0,4500.0
감자,2026-06-09,230003,-,12106.3,16000.0,3000.0,8470.0,18,18,0,1,16000.0,3000.0
감자,2026-06-09,230001,-,14177.0,23000.0,5000.0,7880.0,48,45,3,1,25000.0,2000.0
감자,2026-06-09,380401,-,11175.3,37300.0,2600.0,3200.0,37,36,1,1,37300.0,1000.0
감자,2026-06-09,380101,-,20950.5,26600.0,12900.0,1090.0,12,10,2,1,32100.0,7200.0
개복숭아,2026-06-09,230001,-,21967.5,25000.0,8050.0,1071.5,5,5,0,3,25000.0,8050.0
개복숭아,2026-06-09,230003,-,10585.0,26000.0,6000.0,1029.0,8,8,0,2,26000.0,6000.0
개복숭아,2026-06-09,110008,-,9077.3,10000.0,8000.0,550.0,3,3,0,1,10000.0,8000.0
개복숭아,2026-06-09,340101,-,13396.8,15100.0,10300.0,310.0,2,2,0,1,15100.0,10300.0
개복숭아,2026-06-09,110001,-,11000.0,11000.0,11000.0,220.5,2,2,0,1,11000.0,11000.0
개복숭아,2026-06-09,330101,-,19100.0,19100.0,19100.0,200.0,1,1,0,1,19100.0,19100.0
개복숭아,2026-06-09,311201,-,5000.0,5000.0,5000.0,135.0,1,1,0,1,5000.0,5000.0
개복숭아,2026-06-09,350101,-,7200.0,7200.0,7200.0,72.0,1,1,0,1,7200.0,7200.0
개복숭아,2026-06-09,310401,-,15151.5,16000.0,12500.0,66.0,3,3,0,2,16000.0,12500.0
개복숭아,2026-06-09,310901,-,11000.0,11000.0,11000.0,60.0,2,2,0,1,11000.0,11000.0
개복숭아,2026-06-09,360301,-,1200.0,1200.0,1200.0,24.0,1,1,0,1,1200.0,1200.0
고구마,2026-06-09,220001,-,19121.3,34000.0,5000.0,31470.0,122,118,4,1,35000.0,2000.0
냉동블루베리,2026-06-09,110001,-,29481.1,58000.0,12000.0,11674.8,693,680,13,5,73000.0,7000.0
냉동블루베리,2026-06-09,220001,-,30000.4,44300.0,15500.0,2239.0,171,147,24,3,44300.0,1750.0
냉동블루베리,2026-06-09,240004,-,24544.3,39000.0,3100.0,1659.8,185,133,52,3,41000.0,1000.0
냉동블루베리,2026-06-09,240001,-,24604.7,38000.0,14000.0,1629.0,110,106,4,3,55000.0,10000.0
냉동블루베리,2026-06-09,250001,-,26495.1,38300.0,13000.0,1483.0,98,96,2,2,40000.0,12000.0
냉동블루베리,2026-06-09,210009,-,31298.8,43000.0,19000.0,1442.0,139,136,3,3,44000.0,18100.0
냉동블루베리,2026-06-09,110008,-,28484.7,43000.0,18000.0,1271.0,74,71,3,3,46000.0,3000.0
냉동블루베리,2026-06-09,210001,-,30596.3,40400.0,13200.0,1140.0,97,95,2,3,40600.0,11800.0
냉동블루베리,2026-06-09,311201,-,31788.8,40000.0,16000.0,909.0,57,56,1,3,40000.0,6000.0
냉동블루베리,2026-06-09,230001,-,30961.3,43000.0,21000.0,775.0,55,54,1,3,47000.0,21000.0
냉동블루베리,2026-06-09,370101,-,14171.7,20000.0,6000.0,708.0,79,78,1,3,26000.0,6000.0
냉동블루베리,2026-06-09,230003,-,23322.6,36000.0,15000.0,620.0,46,45,1,3,36000.0,13000.0
냉동블루베리,2026-06-09,380401,-,24459.9,33600.0,13000.0,603.0,59,57,2,2,36000.0,12000.0
냉동블루베리,2026-06-09,380303,-,24282.0,35500.0,13500.0,588.0,53,51,2,2,38800.0,10000.0
냉동블루베리,2026-06-09,380201,-,14046.2,21000.0,8000.0,525.0,40,38,2,2,23900.0,7800.0
냉동블루베리,2026-06-09,250003,-,29477.4,41200.0,17100.0,514.0,44,42,2,2,41200.0,5100.0
냉동블루베리,2026-06-09,360301,-,18321.4,32000.0,7500.0,501.0,35,33,2,3,34000.0,7000.0
냉동블루베리,2026-06-09,310401,-,29622.7,43000.0,16000.0,444.0,34,32,2,2,45000.0,15000.0
냉동블루베리,2026-06-09,330101,-,25517.4,38100.0,13800.0,426.5,38,36,2,2,38900.0,10600.0
냉동블루베리,2026-06-09,380101,-,27351.7,36000.0,18000.0,385.0,37,35,2,2,38000.0,16000.0
