date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-06-03,pm,rising,naver_top200,마늘,마늘,49,21-50,82.0,33.0,up,▲ 33단계,N,N,2026-06-02,pm,82.0,1.0,7,11,11,49,198,44.0,NAVER_RISING_FAST,96.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"마늘은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 49위이며, 최근 7일 중 7일 등장했습니다.",agri,뿌리채소,농산물,N,,21~50_전량수집
2026-06-03,pm,rising,naver_top200,냉면육수,냉면육수,42,21-50,84.0,42.0,up,▲ 42단계,N,N,2026-06-02,pm,84.0,1.0,7,13,12,42,169,22.0,NAVER_RISING_FAST,92.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 12일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"냉면육수은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 42위이며, 최근 7일 중 7일 등장했습니다.",processed,간편식/반찬,가공식품,N,,21~50_전량수집
2026-06-03,pm,rising,naver_top200,삼계탕,삼계탕,86,51-100,156.0,70.0,up,▲ 70단계,N,N,2026-06-02,pm,156.0,1.0,7,7,7,86,198,53.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 7일 연속 등장,WARMING,high,관찰 강화,"삼계탕은 관심 형성 구간에 있는 후보입니다. 현재 86위이며, 순위 변화는 ▲ 70단계입니다.",processed,간편식/반찬,가공식품,N,,Top200_확장후보
2026-06-03,pm,rising,naver_top200,병아리콩,병아리콩,35,21-50,49.0,14.0,up,▲ 14단계,N,N,2026-06-02,pm,49.0,1.0,7,14,42,35,72,37.0,NAVER_RISING_FAST,86.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 42일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"병아리콩은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 35위이며, 최근 7일 중 7일 등장했습니다.",grain,콩/잡곡,농산물,N,,21~50_전량수집
2026-06-03,pm,rising,naver_top200,오징어,오징어,80,51-100,172.0,92.0,up,▲ 92단계,N,N,2026-06-02,pm,172.0,1.0,4,9,3,80,178,67.0,NAVER_WARMING_FAST,85.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 4일 등장 · 3일 연속 등장,WARMING,high,관찰 강화,"오징어은 관심 형성 구간에 있는 후보입니다. 현재 80위이며, 순위 변화는 ▲ 92단계입니다.",seafood,건어물,수산물,N,,Top200_확장후보
2026-06-03,pm,rising,naver_top200,다슬기,다슬기,93,51-100,187.0,94.0,up,▲ 94단계,N,N,2026-06-02,pm,187.0,1.0,5,7,4,82,200,85.0,NAVER_WARMING_FAST,85.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 4일 연속 등장,WARMING,high,관찰 강화,"다슬기은 관심 형성 구간에 있는 후보입니다. 현재 93위이며, 순위 변화는 ▲ 94단계입니다.",seafood,패류,수산물,N,,Top200_확장후보
2026-06-03,pm,rising,naver_top200,양파,양파,76,51-100,170.0,94.0,up,▲ 94단계,N,N,2026-06-02,pm,170.0,1.0,7,14,21,61,170,26.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 21일 연속 등장,WARMING,high,관찰 강화,"양파은 관심 형성 구간에 있는 후보입니다. 현재 76위이며, 순위 변화는 ▲ 94단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-06-03,pm,rising,naver_top200,진미채,진미채,83,51-100,160.0,77.0,up,▲ 77단계,N,N,2026-06-02,pm,160.0,1.0,7,14,42,67,194,28.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 42일 연속 등장,WARMING,high,관찰 강화,"진미채은 관심 형성 구간에 있는 후보입니다. 현재 83위이며, 순위 변화는 ▲ 77단계입니다.",seafood,건어물,가공식품,N,,Top200_확장후보
2026-06-03,pm,rising,naver_top200,김치,김치,64,51-100,152.0,88.0,up,▲ 88단계,N,N,2026-06-02,pm,152.0,1.0,7,14,42,33,152,13.0,NAVER_WARMING_FAST,80.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 42일 연속 등장,WARMING,high,관찰 강화,"김치은 관심 형성 구간에 있는 후보입니다. 현재 64위이며, 순위 변화는 ▲ 88단계입니다.",processed,김치/절임,가공식품,N,,Top200_확장후보
2026-06-03,pm,rising,naver_top200,살구,살구,81,51-100,131.0,50.0,up,▲ 50단계,N,N,2026-06-02,pm,131.0,1.0,6,6,5,81,184,10.0,NAVER_WARMING_FAST,80.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 6일 등장 · 5일 연속 등장,WARMING,high,관찰 강화,"살구은 관심 형성 구간에 있는 후보입니다. 현재 81위이며, 순위 변화는 ▲ 50단계입니다.",agri,과일,농산물,N,,Top200_확장후보
