date,rank,product_name
2026-05-08,1,닭가슴살
2026-05-08,2,쌀20kg
2026-05-08,3,쌀10kg
2026-05-08,4,오메가3
2026-05-08,5,스승의날선물
2026-05-08,6,참외
2026-05-08,7,마늘쫑
2026-05-08,8,창억떡
2026-05-08,9,파라다이스그레인
2026-05-08,10,올리브오일
2026-05-08,11,콘드로이친
2026-05-08,12,망고
2026-05-08,13,어버이날선물
2026-05-08,14,뉴케어
2026-05-08,15,콜라겐
2026-05-08,16,생수
2026-05-08,17,카네이션쿠키
2026-05-08,18,꽃게
2026-05-08,19,카무트효소
2026-05-08,20,사과
