date,rank,product_name
2026-05-01,1,쌀20kg
2026-05-01,2,닭가슴살
2026-05-01,3,마늘쫑
2026-05-01,4,쌀10kg
2026-05-01,5,콘드로이친
2026-05-01,6,오메가3
2026-05-01,7,창억떡
2026-05-01,8,콜라겐
2026-05-01,9,참외
2026-05-01,10,뉴케어
2026-05-01,11,올리브오일
2026-05-01,12,어버이날선물
2026-05-01,13,마그네슘
2026-05-01,14,루테인
2026-05-01,15,촉촉한황치즈칩
2026-05-01,16,멸균우유
2026-05-01,17,사과
2026-05-01,18,알부민
2026-05-01,19,엄나무순
2026-05-01,20,생수
