date,rank,product_name
2026-05-07,1,오메가3
2026-05-07,2,닭가슴살
2026-05-07,3,마늘쫑
2026-05-07,4,쌀20kg
2026-05-07,5,참외
2026-05-07,6,스승의날선물
2026-05-07,7,어버이날선물
2026-05-07,8,창억떡
2026-05-07,9,쌀10kg
2026-05-07,10,사과
2026-05-07,11,생수
2026-05-07,12,올리브오일
2026-05-07,13,꽃게
2026-05-07,14,마그네슘
2026-05-07,15,망고
2026-05-07,16,콜라겐
2026-05-07,17,콘드로이친
2026-05-07,18,정관장
2026-05-07,19,감자
2026-05-07,20,카네이션쿠키
