date,rank,product_name
2026-05-09,1,쌀20kg
2026-05-09,2,닭가슴살
2026-05-09,3,참외
2026-05-09,4,창억떡
2026-05-09,5,오메가3
2026-05-09,6,쌀10kg
2026-05-09,7,스승의날선물
2026-05-09,8,마늘쫑
2026-05-09,9,콘드로이친
2026-05-09,10,콜라겐
2026-05-09,11,알파cd
2026-05-09,12,마그네슘
2026-05-09,13,올리브오일
2026-05-09,14,수박
2026-05-09,15,스타벅스미니컵
2026-05-09,16,사과
2026-05-09,17,감자
2026-05-09,18,뉴케어
2026-05-09,19,생수
2026-05-09,20,찹쌀누룽지과자
