date,rank,product_name
2026-05-20,1,쌀20kg
2026-05-20,2,닭가슴살
2026-05-20,3,쌀10kg
2026-05-20,4,오메가3
2026-05-20,5,참외
2026-05-20,6,마늘쫑
2026-05-20,7,수박
2026-05-20,8,꽃게
2026-05-20,9,창억떡
2026-05-20,10,계란
2026-05-20,11,마그네슘
2026-05-20,12,생수
2026-05-20,13,뉴케어
2026-05-20,14,블루베리
2026-05-20,15,올리브오일
2026-05-20,16,사과
2026-05-20,17,감자
2026-05-20,18,멜라토닌
2026-05-20,19,망고
2026-05-20,20,매실
