date,rank,product_name
2026-05-27,1,새우포
2026-05-27,2,매실
2026-05-27,3,닭가슴살
2026-05-27,4,쌀10kg
2026-05-27,5,쌀20kg
2026-05-27,6,수박
2026-05-27,7,참외
2026-05-27,8,오메가3
2026-05-27,9,창억떡
2026-05-27,10,마늘쫑
2026-05-27,11,탄산수
2026-05-27,12,완두콩
2026-05-27,13,생수
2026-05-27,14,블루베리
2026-05-27,15,계란
2026-05-27,16,올리브오일
2026-05-27,17,마그네슘
2026-05-27,18,콜라겐
2026-05-27,19,사과
2026-05-27,20,참외10kg
