date,rank,product_name
2026-05-23,1,쌀20kg
2026-05-23,2,닭가슴살
2026-05-23,3,쌀10kg
2026-05-23,4,오메가3
2026-05-23,5,콜라겐
2026-05-23,6,매실
2026-05-23,7,창억떡
2026-05-23,8,참외10kg
2026-05-23,9,마그네슘
2026-05-23,10,참외
2026-05-23,11,마늘쫑
2026-05-23,12,탄산수
2026-05-23,13,카무트효소
2026-05-23,14,감자
2026-05-23,15,뉴케어
2026-05-23,16,블루베리
2026-05-23,17,올리브오일
2026-05-23,18,미역귀
2026-05-23,19,루테인
2026-05-23,20,뉴케어구수한맛
