date,rank,product_name
2026-04-19,1,오메가3
2026-04-19,2,쌀20kg
2026-04-19,3,닭가슴살
2026-04-19,4,두릅
2026-04-19,5,쌀10kg
2026-04-19,6,참외
2026-04-19,7,비타민c
2026-04-19,8,창억떡
2026-04-19,9,알부민
2026-04-19,10,마그네슘
2026-04-19,11,카무트효소
2026-04-19,12,콘드로이친
2026-04-19,13,사과
2026-04-19,14,콜라겐
2026-04-19,15,올리브오일
2026-04-19,16,명이나물
2026-04-19,17,베르베린
2026-04-19,18,엄나무순
2026-04-19,19,탄산수
2026-04-19,20,루테인
