date,rank,product_name
2026-04-26,1,오메가3
2026-04-26,2,쌀20kg
2026-04-26,3,쌀10kg
2026-04-26,4,닭가슴살
2026-04-26,5,창억떡
2026-04-26,6,콜라겐
2026-04-26,7,참외
2026-04-26,8,마늘쫑
2026-04-26,9,마그네슘
2026-04-26,10,탄산수
2026-04-26,11,뉴케어
2026-04-26,12,콘드로이친
2026-04-26,13,올리브오일
2026-04-26,14,비타민c
2026-04-26,15,망고
2026-04-26,16,사과
2026-04-26,17,촉촉한황치즈칩
2026-04-26,18,감자
2026-04-26,19,생수
2026-04-26,20,레몬즙
