date,rank,product_name
2026-04-18,1,오메가3
2026-04-18,2,두릅
2026-04-18,3,닭가슴살
2026-04-18,4,쌀20kg
2026-04-18,5,쌀10kg
2026-04-18,6,마그네슘
2026-04-18,7,창억떡
2026-04-18,8,참외
2026-04-18,9,엄나무순
2026-04-18,10,비타민c
2026-04-18,11,알부민
2026-04-18,12,명이나물
2026-04-18,13,콜라겐
2026-04-18,14,카무트효소
2026-04-18,15,구강유산균m18
2026-04-18,16,포스파티딜세린
2026-04-18,17,올리브오일
2026-04-18,18,콘드로이친
2026-04-18,19,버터떡
2026-04-18,20,찹쌀누룽지과자
