date,rank,product_name
2026-04-30,1,오메가3
2026-04-30,2,쌀20kg
2026-04-30,3,닭가슴살
2026-04-30,4,콜라겐
2026-04-30,5,참외
2026-04-30,6,마늘쫑
2026-04-30,7,쌀10kg
2026-04-30,8,창억떡
2026-04-30,9,뉴케어
2026-04-30,10,촉촉한황치즈칩
2026-04-30,11,수박
2026-04-30,12,마그네슘
2026-04-30,13,꽃게
2026-04-30,14,사과
2026-04-30,15,카무트효소
2026-04-30,16,임박
2026-04-30,17,멸균우유
2026-04-30,18,올리브오일
2026-04-30,19,콘드로이친
2026-04-30,20,카네이션쿠키
