date,rank,product_name
2026-04-20,1,오메가3
2026-04-20,2,닭가슴살
2026-04-20,3,쌀20kg
2026-04-20,4,쌀10kg
2026-04-20,5,두릅
2026-04-20,6,참외
2026-04-20,7,창억떡
2026-04-20,8,마그네슘
2026-04-20,9,비타민c
2026-04-20,10,알부민
2026-04-20,11,사과
2026-04-20,12,엄나무순
2026-04-20,13,올리브오일
2026-04-20,14,꽃게
2026-04-20,15,임박
2026-04-20,16,콘드로이친
2026-04-20,17,카무트효소
2026-04-20,18,레몬즙
2026-04-20,19,생수
2026-04-20,20,두유
