date,rank,product_name
2026-04-27,1,닭가슴살
2026-04-27,2,사과
2026-04-27,3,오메가3
2026-04-27,4,쌀20kg
2026-04-27,5,쌀10kg
2026-04-27,6,창억떡
2026-04-27,7,마늘쫑
2026-04-27,8,참외
2026-04-27,9,마그네슘
2026-04-27,10,꽃게
2026-04-27,11,콜라겐
2026-04-27,12,뉴케어
2026-04-27,13,생수
2026-04-27,14,감자
2026-04-27,15,촉촉한황치즈칩
2026-04-27,16,망고
2026-04-27,17,올리브오일
2026-04-27,18,임박
2026-04-27,19,계란
2026-04-27,20,탄산수
