date,rank,product_name
2026-04-17,1,오메가3
2026-04-17,2,닭가슴살
2026-04-17,3,두릅
2026-04-17,4,참외
2026-04-17,5,쌀20kg
2026-04-17,6,마그네슘
2026-04-17,7,알부민
2026-04-17,8,쌀10kg
2026-04-17,9,창억떡
2026-04-17,10,임박
2026-04-17,11,엄마무순
2026-04-17,12,콜라겐
2026-04-17,13,비타민c
2026-04-17,14,쭈꾸미
2026-04-17,15,버터떡
2026-04-17,16,올리브오일
2026-04-17,17,카무트효소
2026-04-17,18,오렌지
2026-04-17,19,명이나물
2026-04-17,20,감자
