product_name,period,search_ratio,search_keywords,shopping_ratio,shopping_keywords
39갈비,2026-04-17,12.71382,39갈비,49.62686,39갈비
39갈비,2026-04-18,8.5067,39갈비,22.01492,39갈비
39갈비,2026-04-19,8.55293,39갈비,36.94029,39갈비
39갈비,2026-04-20,7.02727,39갈비,21.26865,39갈비
39갈비,2026-04-21,10.40221,39갈비,23.13432,39갈비
39갈비,2026-04-22,11.32686,39갈비,20.14925,39갈비
39갈비,2026-04-23,10.67961,39갈비,27.98507,39갈비
39갈비,2026-04-24,9.15395,39갈비,27.2388,39갈비
39갈비,2026-04-25,6.70365,39갈비,22.76119,39갈비
39갈비,2026-04-26,5.13176,39갈비,22.38805,39갈비
39갈비,2026-04-27,9.47757,39갈비,20.89552,39갈비
39갈비,2026-04-28,22.83865,39갈비,42.53731,39갈비
39갈비,2026-04-29,19.14008,39갈비,46.26865,39갈비
39갈비,2026-04-30,26.9533,39갈비,60.44776,39갈비
bnr17유산균,2026-04-17,48.85538,bnr17유산균,47.7551,bnr17유산균
bnr17유산균,2026-04-18,49.0508,bnr17유산균,45.30612,bnr17유산균
bnr17유산균,2026-04-19,67.22501,bnr17유산균,54.89795,bnr17유산균
bnr17유산균,2026-04-20,65.74539,bnr17유산균,42.44897,bnr17유산균
bnr17유산균,2026-04-21,50.55834,bnr17유산균,51.0204,bnr17유산균
bnr17유산균,2026-04-22,26.32607,bnr17유산균,30.81632,bnr17유산균
bnr17유산균,2026-04-23,46.25907,bnr17유산균,27.34693,bnr17유산균
bnr17유산균,2026-04-24,72.08263,bnr17유산균,55.5102,bnr17유산균
bnr17유산균,2026-04-25,41.56895,bnr17유산균,32.85714,bnr17유산균
bnr17유산균,2026-04-26,54.41094,bnr17유산균,100.0,bnr17유산균
bnr17유산균,2026-04-27,50.1675,bnr17유산균,37.55102,bnr17유산균
bnr17유산균,2026-04-28,53.48967,bnr17유산균,44.08163,bnr17유산균
bnr17유산균,2026-04-29,38.83305,bnr17유산균,42.04081,bnr17유산균
bnr17유산균,2026-04-30,35.95756,bnr17유산균,39.79591,bnr17유산균
cca주스,2026-04-17,10.66443,cca주스,34.89795,cca주스
cca주스,2026-04-18,10.85985,cca주스,44.89795,cca주스
cca주스,2026-04-19,12.31155,cca주스,47.34693,cca주스
cca주스,2026-04-20,14.46119,cca주스,50.40816,cca주스
cca주스,2026-04-21,12.28364,cca주스,47.7551,cca주스
cca주스,2026-04-22,10.91568,cca주스,41.42857,cca주스
cca주스,2026-04-23,13.6795,cca주스,37.95918,cca주스
cca주스,2026-04-24,10.16192,cca주스,42.65306,cca주스
cca주스,2026-04-25,10.52484,cca주스,29.38775,cca주스
cca주스,2026-04-26,12.03238,cca주스,97.14285,cca주스
cca주스,2026-04-27,12.98157,cca주스,47.34693,cca주스
cca주스,2026-04-28,12.45114,cca주스,43.2653,cca주스
cca주스,2026-04-29,12.64656,cca주스,50.61224,cca주스
cca주스,2026-04-30,10.44109,cca주스,40.0,cca주스
가리비,2026-04-17,20.54918,가리비,24.19928,가리비
가리비,2026-04-18,15.4496,가리비,11.9217,가리비
가리비,2026-04-19,17.95413,가리비,7.82918,가리비
가리비,2026-04-20,21.27338,가리비,20.8185,가리비
가리비,2026-04-21,21.33373,가리비,17.97153,가리비
가리비,2026-04-22,21.99758,가리비,27.22419,가리비
가리비,2026-04-23,24.50211,가리비,32.2064,가리비
가리비,2026-04-24,20.88111,가리비,26.69039,가리비
가리비,2026-04-25,17.22993,가리비,12.09964,가리비
가리비,2026-04-26,19.37235,가리비,32.74021,가리비
가리비,2026-04-27,25.79963,가리비,32.74021,가리비
가리비,2026-04-28,29.26976,가리비,39.50177,가리비
가리비,2026-04-29,29.36028,가리비,37.18861,가리비
가리비,2026-04-30,21.30356,가리비,28.29181,가리비
가죽나물,2026-04-17,80.08474,가죽나물,67.01244,가죽나물
가죽나물,2026-04-18,88.16585,가죽나물,60.99585,가죽나물
가죽나물,2026-04-19,100.0,가죽나물,68.46473,가죽나물
가죽나물,2026-04-20,97.71489,가죽나물,85.06224,가죽나물
가죽나물,2026-04-21,89.6943,가죽나물,61.82572,가죽나물
가죽나물,2026-04-22,82.27905,가죽나물,62.03319,가죽나물
가죽나물,2026-04-23,78.14769,가죽나물,62.24066,가죽나물
가죽나물,2026-04-24,63.80145,가죽나물,53.73443,가죽나물
가죽나물,2026-04-25,65.81416,가죽나물,57.67634,가죽나물
가죽나물,2026-04-26,66.31355,가죽나물,100.0,가죽나물
가죽나물,2026-04-27,57.32445,가죽나물,53.9419,가죽나물
가죽나물,2026-04-28,48.39588,가죽나물,64.10788,가죽나물
가죽나물,2026-04-29,37.65133,가죽나물,51.03734,가죽나물
가죽나물,2026-04-30,29.49455,가죽나물,35.06224,가죽나물
간장게장,2026-04-17,17.75513,간장게장,23.86934,간장게장
간장게장,2026-04-18,20.98417,간장게장,13.19095,간장게장
간장게장,2026-04-19,23.07622,간장게장,22.23618,간장게장
간장게장,2026-04-20,20.36565,간장게장,45.1005,간장게장
간장게장,2026-04-21,19.89266,간장게장,32.41206,간장게장
간장게장,2026-04-22,19.93814,간장게장,23.74371,간장게장
간장게장,2026-04-23,18.00982,간장게장,19.72361,간장게장
간장게장,2026-04-24,17.21848,간장게장,27.01005,간장게장
간장게장,2026-04-25,19.62888,간장게장,15.201,간장게장
간장게장,2026-04-26,23.72203,간장게장,34.42211,간장게장
간장게장,2026-04-27,20.30198,간장게장,27.51256,간장게장
간장게장,2026-04-28,20.51118,간장게장,29.89949,간장게장
간장게장,2026-04-29,19.12861,간장게장,26.75879,간장게장
간장게장,2026-04-30,17.96434,간장게장,27.01005,간장게장
감자,2026-04-17,11.16512,감자,43.39805,감자
감자,2026-04-18,10.33327,감자,33.39805,감자
감자,2026-04-19,11.22994,감자,30.87378,감자
감자,2026-04-20,11.33257,감자,45.63106,감자
감자,2026-04-21,11.62426,감자,44.27184,감자
감자,2026-04-22,12.69918,감자,54.27184,감자
감자,2026-04-23,11.62966,감자,41.35922,감자
감자,2026-04-24,9.47982,감자,35.92233,감자
감자,2026-04-25,8.38329,감자,31.35922,감자
감자,2026-04-26,9.85253,감자,92.233,감자
감자,2026-04-27,11.50002,감자,52.13592,감자
감자,2026-04-28,11.55404,감자,56.99029,감자
감자,2026-04-29,9.98217,감자,45.24271,감자
감자,2026-04-30,8.58855,감자,36.50485,감자
갑오징어,2026-04-17,48.43492,갑오징어,33.0827,갑오징어
갑오징어,2026-04-18,50.74135,갑오징어,23.49624,갑오징어
갑오징어,2026-04-19,52.9654,갑오징어,31.95488,갑오징어
갑오징어,2026-04-20,56.38385,갑오징어,40.97744,갑오징어
갑오징어,2026-04-21,54.77759,갑오징어,44.73684,갑오징어
