date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-04-27,pm,rising,naver_top200,21.0,21-50,비타민c,건강식품,건강식품,,Y,84.52905,45.20676
2026-04-27,pm,rising,naver_top200,22.0,21-50,콘드로이친,건강식품,건강식품,,Y,84.42885,45.11278
2026-04-27,pm,rising,naver_top200,23.0,21-50,레몬즙,레몬_가공식품,가공식품,,N,35.91182,44.64285
2026-04-27,pm,rising,naver_top200,24.0,21-50,카네이션쿠키,브랜드상품,브랜드_완제품,,Y,14.20841,43.60902
2026-04-27,pm,rising,naver_top200,25.0,21-50,오이,21~50_전량수집,농산물,,N,32.50501,43.32706
2026-04-27,pm,rising,naver_top200,26.0,21-50,오렌지,21~50_전량수집,농산물,,N,16.55401,47.37384
2026-04-27,pm,rising,naver_top200,27.0,21-50,쭈꾸미,21~50_전량수집,수산물,,N,48.38536,47.37384
2026-04-27,pm,rising,naver_top200,28.0,21-50,유산균,건강식품,건강식품,,Y,43.12841,47.16786
2026-04-27,pm,rising,naver_top200,29.0,21-50,양배추즙,착즙_건강음료,가공식품,,N,11.33998,46.96189
2026-04-27,pm,rising,naver_top200,30.0,21-50,두릅,21~50_전량수집,농산물,,N,47.37689,46.75592
2026-04-27,pm,rising,naver_top200,31.0,21-50,멸균우유,유제품,가공식품,,N,6.50087,59.6
2026-04-27,pm,rising,naver_top200,32.0,21-50,어버이날선물,브랜드상품,브랜드_완제품,,Y,100.0,59.46666
2026-04-27,pm,rising,naver_top200,33.0,21-50,알부민,건강식품,건강식품,,Y,25.77412,58.0
2026-04-27,pm,rising,naver_top200,34.0,21-50,구운계란,축산_가공식품,가공식품,,N,17.67972,56.66666
2026-04-27,pm,rising,naver_top200,35.0,21-50,암꽃게,21~50_전량수집,수산물,,N,10.55713,56.13333
2026-04-27,pm,rising,naver_top200,36.0,21-50,엄나무순,21~50_전량수집,농산물,,N,45.27162,49.28057
2026-04-27,pm,rising,naver_top200,37.0,21-50,삼겹살,21~50_전량수집,축산물,,N,44.73154,48.32134
2026-04-27,pm,rising,naver_top200,38.0,21-50,맥심모카골드,브랜드상품,브랜드_완제품,,Y,21.62448,47.60191
2026-04-27,pm,rising,naver_top200,39.0,21-50,고구마,21~50_전량수집,농산물,,N,22.06925,47.00239
2026-04-27,pm,rising,naver_top200,40.0,21-50,수박,21~50_전량수집,농산물,,N,22.90585,46.52278
2026-04-27,pm,rising,naver_top200,41.0,21-50,루테인,건강식품,건강식품,,Y,41.84482,47.86432
2026-04-27,pm,rising,naver_top200,42.0,21-50,수향미10kg,농산_가공식품,가공식품,,N,30.31467,47.61306
2026-04-27,pm,rising,naver_top200,43.0,21-50,뉴케어구수한맛,브랜드상품,브랜드_완제품,,Y,49.93994,46.85929
2026-04-27,pm,rising,naver_top200,44.0,21-50,냉동블루베리,농산_가공식품,가공식품,,N,27.31203,46.48241
2026-04-27,pm,rising,naver_top200,45.0,21-50,카라향,21~50_전량수집,농산물,,N,79.50996,46.35678
2026-04-27,pm,rising,naver_top200,46.0,21-50,전복,21~50_전량수집,수산물,,N,16.90012,43.7799
2026-04-27,pm,rising,naver_top200,47.0,21-50,카무트효소,건강식품,건강식품,,Y,24.4315,43.7799
2026-04-27,pm,rising,naver_top200,48.0,21-50,la갈비,21~50_전량수집,축산물,,N,12.16117,43.30143
2026-04-27,pm,rising,naver_top200,49.0,21-50,당근,21~50_전량수집,농산물,,N,91.53174,43.30143
2026-04-27,pm,rising,naver_top200,50.0,21-50,견과류,농산_가공식품,가공식품,,N,16.32708,43.18181
2026-04-27,pm,rising,naver_top200,51.0,51-100,밀크씨슬,건강식품,건강식품,,Y,64.49197,44.33497
2026-04-27,pm,rising,naver_top200,52.0,51-100,콘드로이친1200,건강식품,건강식품,,Y,84.45632,43.84236
2026-04-27,pm,rising,naver_top200,53.0,51-100,아몬드,Top200_확장후보,농산물,,N,50.16042,43.59605
2026-04-27,pm,rising,naver_top200,54.0,51-100,찹쌀누룽지과자,브랜드상품,브랜드_완제품,,Y,51.19429,43.59605
2026-04-27,pm,rising,naver_top200,55.0,51-100,육포,수산_가공식품,가공식품,,N,24.99108,43.10344
2026-04-27,pm,rising,naver_top200,56.0,51-100,포스파티딜세린,건강식품,건강식품,,Y,85.84862,44.11764
2026-04-27,pm,rising,naver_top200,57.0,51-100,쑥떡,디저트/떡,가공식품,,N,34.97706,43.98976
2026-04-27,pm,rising,naver_top200,58.0,51-100,비타민d,건강식품,건강식품,,Y,98.60091,43.35038
2026-04-27,pm,rising,naver_top200,59.0,51-100,두유,브랜드상품,브랜드_완제품,,Y,46.37614,43.2225
2026-04-27,pm,rising,naver_top200,60.0,51-100,병아리콩,Top200_확장후보,농산물,,N,44.22018,42.96675
2026-04-27,pm,rising,naver_top200,61.0,51-100,옻순,Top200_확장후보,농산물,,N,38.70879,40.5569
2026-04-27,pm,rising,naver_top200,62.0,51-100,블루베리,Top200_확장후보,농산물,,N,94.225,39.95157
2026-04-27,pm,rising,naver_top200,63.0,51-100,프로폴리스,건강식품,건강식품,,Y,43.63933,39.95157
2026-04-27,pm,rising,naver_top200,64.0,51-100,그릭요거트,유제품,가공식품,,N,86.35249,39.46731
2026-04-27,pm,rising,naver_top200,65.0,51-100,멍게,Top200_확장후보,수산물,,N,40.04358,39.34624
2026-04-27,pm,rising,naver_top200,66.0,51-100,하루견과,브랜드상품,브랜드_완제품,,Y,43.69894,57.4468
2026-04-27,pm,rising,naver_top200,67.0,51-100,야채도사,브랜드상품,브랜드_완제품,,Y,52.39206,56.91489
2026-04-27,pm,rising,naver_top200,68.0,51-100,장어,Top200_확장후보,수산물,,N,75.52508,56.91489
2026-04-27,pm,rising,naver_top200,69.0,51-100,땅콩버터,유제품,가공식품,,N,55.98016,55.85106
2026-04-27,pm,rising,naver_top200,70.0,51-100,명가삼대떡집,브랜드상품,브랜드_완제품,,Y,69.07817,55.31914
2026-04-27,pm,rising,naver_top200,71.0,51-100,버터떡,디저트/떡,가공식품,,N,45.03845,44.05099
2026-04-27,pm,rising,naver_top200,72.0,51-100,명이나물,Top200_확장후보,농산물,,N,28.22144,43.90934
2026-04-27,pm,rising,naver_top200,73.0,51-100,취나물,Top200_확장후보,농산물,,N,14.95584,43.7677
2026-04-27,pm,rising,naver_top200,74.0,51-100,갑오징어,Top200_확장후보,수산물,,N,18.1844,43.48441
2026-04-27,pm,rising,naver_top200,75.0,51-100,정관장,브랜드상품,브랜드_완제품,,Y,67.98974,43.20113
2026-04-27,pm,rising,naver_top200,76.0,51-100,리포좀비타민c,건강식품,건강식품,,Y,54.30053,49.19093
