date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-04-29,pm,rising,naver_top200,21.0,21-50,올리브오일,21~50_전량수집,수입원재료,,N,73.88777,42.35976
2026-04-29,pm,rising,naver_top200,22.0,21-50,수박,21~50_전량수집,농산물,,N,42.04408,42.16634
2026-04-29,pm,rising,naver_top200,23.0,21-50,비타민c,건강식품,건강식품,,Y,76.59318,42.06963
2026-04-29,pm,rising,naver_top200,24.0,21-50,생수,브랜드상품,브랜드_완제품,,Y,46.23246,40.52224
2026-04-29,pm,rising,naver_top200,25.0,21-50,구운계란,축산_가공식품,가공식품,,N,44.18837,40.32882
2026-04-29,pm,rising,naver_top200,26.0,21-50,토마토,21~50_전량수집,농산물,,N,47.81709,39.09774
2026-04-29,pm,rising,naver_top200,27.0,21-50,명이나물,21~50_전량수집,농산물,,N,64.65963,37.59398
2026-04-29,pm,rising,naver_top200,28.0,21-50,블루베리,21~50_전량수집,농산물,,N,68.52886,36.93609
2026-04-29,pm,rising,naver_top200,29.0,21-50,콘드로이친,건강식품,건강식품,,Y,100.0,36.93609
2026-04-29,pm,rising,naver_top200,30.0,21-50,임박,브랜드상품,브랜드_완제품,,Y,6.82805,36.8421
2026-04-29,pm,rising,naver_top200,31.0,21-50,쭈꾸미,21~50_전량수집,수산물,,N,66.06173,45.25462
2026-04-29,pm,rising,naver_top200,32.0,21-50,유산균,건강식품,건강식품,,Y,57.93758,44.9074
2026-04-29,pm,rising,naver_top200,33.0,21-50,찹쌀누룽지과자,브랜드상품,브랜드_완제품,,Y,26.33989,44.9074
2026-04-29,pm,rising,naver_top200,34.0,21-50,루테인,건강식품,건강식품,,Y,25.18656,43.75
2026-04-29,pm,rising,naver_top200,35.0,21-50,전복,21~50_전량수집,수산물,,N,30.18995,43.63425
2026-04-29,pm,rising,naver_top200,36.0,21-50,카무트효소,브랜드상품,브랜드_완제품,,Y,38.5213,43.43317
2026-04-29,pm,rising,naver_top200,37.0,21-50,두유,브랜드상품,브랜드_완제품,,Y,20.85001,43.08755
2026-04-29,pm,rising,naver_top200,38.0,21-50,오렌지,21~50_전량수집,농산물,,N,14.51612,42.97235
2026-04-29,pm,rising,naver_top200,39.0,21-50,장어,21~50_전량수집,수산물,,N,35.61337,42.74193
2026-04-29,pm,rising,naver_top200,40.0,21-50,스승의날선물,브랜드상품,브랜드_완제품,,Y,62.3028,41.93548
2026-04-29,pm,rising,naver_top200,41.0,21-50,두릅,21~50_전량수집,농산물,,N,32.20684,42.37089
2026-04-29,pm,rising,naver_top200,42.0,21-50,오이,21~50_전량수집,농산물,,N,14.93401,42.25352
2026-04-29,pm,rising,naver_top200,43.0,21-50,하루견과,브랜드상품,브랜드_완제품,,Y,14.88037,42.25352
2026-04-29,pm,rising,naver_top200,44.0,21-50,그릭요거트,유제품,가공식품,,N,33.4728,42.01877
2026-04-29,pm,rising,naver_top200,45.0,21-50,멸균우유,브랜드상품,브랜드_완제품,,Y,11.56528,41.78403
2026-04-29,pm,rising,naver_top200,46.0,21-50,카라향,21~50_전량수집,농산물,,N,32.1506,45.52429
2026-04-29,pm,rising,naver_top200,47.0,21-50,파라다이스그레인,건강식품,건강식품,,Y,57.59177,45.52429
2026-04-29,pm,rising,naver_top200,48.0,21-50,포스파티딜세린,건강식품,건강식품,,Y,34.84004,44.75703
2026-04-29,pm,rising,naver_top200,49.0,21-50,병아리콩,21~50_전량수집,농산물,,N,18.15608,44.11764
2026-04-29,pm,rising,naver_top200,50.0,21-50,프로폴리스,건강식품,건강식품,,Y,18.93932,44.11764
2026-04-29,pm,rising,naver_top200,51.0,51-100,야채도사,브랜드상품,브랜드_완제품,,Y,83.87642,31.67587
2026-04-29,pm,rising,naver_top200,52.0,51-100,탄산수,브랜드상품,브랜드_완제품,,Y,64.28269,31.58379
2026-04-29,pm,rising,naver_top200,53.0,51-100,고구마,Top200_확장후보,농산물,,N,76.5129,31.0313
2026-04-29,pm,rising,naver_top200,54.0,51-100,뉴케어구수한맛,브랜드상품,브랜드_완제품,,Y,81.21032,31.0313
2026-04-29,pm,rising,naver_top200,55.0,51-100,새조개,Top200_확장후보,수산물,,N,75.37029,30.93922
2026-04-29,pm,rising,naver_top200,56.0,51-100,계란,축산_가공식품,가공식품,,N,31.62736,43.05912
2026-04-29,pm,rising,naver_top200,57.0,51-100,맥심모카골드,브랜드상품,브랜드_완제품,,Y,26.39284,42.80205
2026-04-29,pm,rising,naver_top200,58.0,51-100,정관장,브랜드상품,브랜드_완제품,,Y,100.0,42.67352
2026-04-29,pm,rising,naver_top200,59.0,51-100,멜라토닌,건강식품,건강식품,,Y,57.2428,42.54498
2026-04-29,pm,rising,naver_top200,60.0,51-100,비파,Top200_확장후보,농산물,,N,30.88883,42.41645
2026-04-29,pm,rising,naver_top200,61.0,51-100,샤오커오라사탕,브랜드상품,브랜드_완제품,,Y,31.3327,45.18413
2026-04-29,pm,rising,naver_top200,62.0,51-100,버터떡,디저트/떡,가공식품,,N,49.36959,44.61756
2026-04-29,pm,rising,naver_top200,63.0,51-100,la갈비,Top200_확장후보,축산물,,N,12.43096,43.05949
2026-04-29,pm,rising,naver_top200,64.0,51-100,알부민,건강식품,건강식품,,Y,34.0523,42.7762
2026-04-29,pm,rising,naver_top200,65.0,51-100,견과류,농산_가공식품,가공식품,,N,18.75586,41.64305
2026-04-29,pm,rising,naver_top200,66.0,51-100,시오콘부,수산_가공식품,가공식품,,N,74.66563,52.70758
2026-04-29,pm,rising,naver_top200,67.0,51-100,화과자,디저트/떡,가공식품,,N,24.13258,52.16606
2026-04-29,pm,rising,naver_top200,68.0,51-100,양배추즙,착즙_건강음료,가공식품,,N,18.58887,51.62454
2026-04-29,pm,rising,naver_top200,69.0,51-100,정관장에브리타임,브랜드상품,브랜드_완제품,,Y,44.64043,51.44404
