date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-04-24,pm,rising,naver_top200,21.0,21-50,망고,21~50_전량수집,농산물,,N,25.55331,67.1521
2026-04-24,pm,rising,naver_top200,22.0,21-50,임박,유통기한_임박_할인상품,임박상품,,Y,2.79572,66.66666
2026-04-24,pm,rising,naver_top200,23.0,21-50,구운계란,축산_가공식품,가공식품,,N,17.81213,65.8576
2026-04-24,pm,rising,naver_top200,24.0,21-50,엄나무순,21~50_전량수집,농산물,,N,58.71015,64.23948
2026-04-24,pm,rising,naver_top200,25.0,21-50,찹쌀누룽지과자,브랜드상품,브랜드_완제품,,Y,16.42486,64.07766
2026-04-24,pm,rising,naver_top200,26.0,21-50,쭈꾸미,21~50_전량수집,수산물,,N,60.34889,73.14814
2026-04-24,pm,rising,naver_top200,27.0,21-50,수박,21~50_전량수집,농산물,,N,24.50157,72.4074
2026-04-24,pm,rising,naver_top200,28.0,21-50,탄산수,브랜드상품,브랜드_완제품,,Y,19.97639,72.4074
2026-04-24,pm,rising,naver_top200,29.0,21-50,콘드로이친,건강식품,건강식품,,Y,41.10703,71.29629
2026-04-24,pm,rising,naver_top200,30.0,21-50,루테인,건강식품,건강식품,,Y,18.34994,70.0
2026-04-24,pm,rising,naver_top200,31.0,21-50,카무트효소,건강식품,건강식품,,Y,31.49281,66.36851
2026-04-24,pm,rising,naver_top200,32.0,21-50,감자,21~50_전량수집,농산물,,N,20.66164,66.18962
2026-04-24,pm,rising,naver_top200,33.0,21-50,샤오커오라사탕,브랜드상품,브랜드_완제품,,Y,38.55662,65.29516
2026-04-24,pm,rising,naver_top200,34.0,21-50,오이,21~50_전량수집,농산물,,N,15.62279,65.29516
2026-04-24,pm,rising,naver_top200,35.0,21-50,맥심모카골드,브랜드상품,브랜드_완제품,,Y,21.28561,62.25402
2026-04-24,pm,rising,naver_top200,36.0,21-50,뉴케어구수한맛,브랜드상품,브랜드_완제품,,Y,12.65539,56.78807
