date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-04-27,pm,rising,naver_top200,전복,전복,46,21-50,117.0,71.0,up,▲ 71단계,N,N,2026-04-26,pm,117.0,1.0,5,5,5,46,128,82.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"전복은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 46위이며, 최근 7일 중 5일 등장했습니다.",seafood,패류,수산물,N,,21~50_전량수집
2026-04-27,pm,rising,naver_top200,카네이션쿠키,카네이션쿠키,24,21-50,76.0,52.0,up,▲ 52단계,N,N,2026-04-26,pm,76.0,1.0,5,5,5,24,76,42.0,NAVER_RISING_FAST,98.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"카네이션쿠키은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 24위이며, 최근 7일 중 5일 등장했습니다.",gift,기념일,가공식품,N,,디저트/떡
2026-04-27,pm,rising,naver_top200,la갈비,la갈비,48,21-50,166.0,118.0,up,▲ 118단계,N,N,2026-04-26,pm,166.0,1.0,4,4,4,48,166,75.0,NAVER_RISING_FAST,98.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 4일 등장 · 4일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"la갈비은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 48위이며, 최근 7일 중 4일 등장했습니다.",meat,소고기,meat,N,,21~50_전량수집
2026-04-27,pm,rising,naver_top200,양배추즙,양배추즙,29,21-50,71.0,42.0,up,▲ 42단계,N,N,2026-04-26,pm,71.0,1.0,5,5,5,29,76,47.0,NAVER_RISING_FAST,93.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"양배추즙은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 29위이며, 최근 7일 중 5일 등장했습니다.",processed,가공식품,가공식품,N,,착즙_건강음료
2026-04-27,pm,rising,naver_top200,장어,장어,68,51-100,152.0,84.0,up,▲ 84단계,N,N,2026-04-26,pm,152.0,1.0,5,5,5,68,169,101.0,NAVER_WARMING_FAST,89.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,WARMING,high,관찰 강화,"장어은 관심 형성 구간에 있는 후보입니다. 현재 68위이며, 순위 변화는 ▲ 84단계입니다.",seafood,생선/수산물,수산물,N,,Top200_확장후보
2026-04-27,pm,rising,naver_top200,김치,김치,88,51-100,154.0,66.0,up,▲ 66단계,N,N,2026-04-26,pm,154.0,1.0,5,5,5,88,170,82.0,NAVER_WARMING_FAST,89.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,WARMING,high,관찰 강화,"김치은 관심 형성 구간에 있는 후보입니다. 현재 88위이며, 순위 변화는 ▲ 66단계입니다.",processed,김치/절임,가공식품,N,,반찬_가공식품
2026-04-27,pm,rising,naver_top200,고구마,고구마,39,21-50,64.0,25.0,up,▲ 25단계,N,N,2026-04-26,pm,64.0,1.0,5,5,5,27,75,36.0,NAVER_RISING_FAST,88.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"고구마은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 39위이며, 최근 7일 중 5일 등장했습니다.",agri,뿌리채소,농산물,N,,21~50_전량수집
2026-04-27,pm,rising,naver_top200,쌀,쌀,81,51-100,120.0,39.0,up,▲ 39단계,N,N,2026-04-26,pm,120.0,1.0,5,5,5,81,148,67.0,NAVER_WARMING_FAST,84.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,WARMING,high,관찰 강화,"쌀은 관심 형성 구간에 있는 후보입니다. 현재 81위이며, 순위 변화는 ▲ 39단계입니다.",grain,쌀,농산물,N,,농산_가공식품
2026-04-27,pm,rising,naver_top200,육포,육포,55,51-100,94.0,39.0,up,▲ 39단계,N,N,2026-04-26,pm,94.0,1.0,5,5,5,55,171,45.0,NAVER_WARMING_FAST,80.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,WARMING,high,관찰 강화,"육포은 관심 형성 구간에 있는 후보입니다. 현재 55위이며, 순위 변화는 ▲ 39단계입니다.",processed,축산가공,가공식품,N,,수산_가공식품
2026-04-27,pm,rising,naver_top200,견과류,견과류,50,21-50,59.0,9.0,up,▲ 9단계,N,N,2026-04-26,pm,59.0,1.0,5,5,5,50,81,31.0,NAVER_RISING_FAST,78.0,Top20 진입 직전 구간 · 최근 3일 상승 속도 빠름 · 최근 7일 중 5일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"견과류은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 50위이며, 최근 7일 중 5일 등장했습니다.",agri,견과류,가공식품,N,,농산_가공식품
