product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,market_count,corp_count,variety_count
감자,2026-04-28,52287.5,61989.8,75000.0,8000.0,197140.0,248,6,7,3
사과,2026-04-28,12775.0,11014.3,18000.0,7000.0,350.0,4,1,1,1
오이,2026-04-28,22000.0,22000.0,22000.0,22000.0,100.0,1,1,1,1
참외,2026-04-28,47689.7,47817.4,86500.0,5200.0,107847.5,2124,9,13,3
