product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),제주,동문,2026,04/27,530,2026-04-27,2026-04-27,530.0
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),제주,동문,2026,04/27,530,2026-04-27,2026-04-27,530.0
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,04/27,900,2026-04-27,2026-04-27,900.0
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,04/27,699,2026-04-27,2026-04-27,699.0
감자,wholesale,100,152,01,04,감자,수미(노지),상품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,01,05,감자,수미(노지),중품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,01,08,감자,수미(노지),무농약,,감자,수미(노지)(20kg),대전,오정도매,2026,04/27,-,2026-04-27,2026-04-27,
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,04/27,"76,600",2026-04-27,2026-04-27,76600.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,04/27,"71,000",2026-04-27,2026-04-27,71000.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,04/27,"4,160",2026-04-27,2026-04-27,4160.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,04/27,"3,990",2026-04-27,2026-04-27,3990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,04/27,"4,160",2026-04-27,2026-04-27,4160.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,04/27,"34,800",2026-04-27,2026-04-27,34800.0
고구마,wholesale,100,151,00,05,고구마,밤,중품,10kg,고구마,밤(10kg),대전,오정도매,2026,04/27,"31,000",2026-04-27,2026-04-27,31000.0
고구마,wholesale,100,151,00,07,고구마,밤,유기농,,고구마,밤(10kg),대전,오정도매,2026,04/27,"34,800",2026-04-27,2026-04-27,34800.0
고구마,wholesale,100,151,00,08,고구마,밤,무농약,,고구마,밤(10kg),대전,오정도매,2026,04/27,"31,000",2026-04-27,2026-04-27,31000.0
고등어,retail,600,611,03,05,고등어,국산(염장),중품,1손,고등어,국산(염장)(.5손),제주,E-유통,2026,04/27,"4,790",2026-04-27,2026-04-27,4790.0
고등어,retail,600,611,03,21,고등어,국산(염장),中,,고등어,국산(염장)(.5손),제주,E-유통,2026,04/27,"4,790",2026-04-27,2026-04-27,4790.0
고등어,retail,600,611,05,20,고등어,국산(신선 냉장),大,1마리,고등어,국산(신선 냉장)(1마리),제주,E-유통,2026,04/27,"5,440",2026-04-27,2026-04-27,5440.0
고등어,retail,600,611,05,21,고등어,국산(신선 냉장),中,1마리,고등어,국산(신선 냉장)(1마리),제주,E-유통,2026,04/27,"3,190",2026-04-27,2026-04-27,3190.0
고등어,retail,600,611,06,20,고등어,국산(냉동),大,1마리,고등어,국산(냉동)(1마리),제주,E-유통,2026,04/14,"3,190",2026-04-14,2026-04-14,3190.0
고등어,retail,600,611,08,20,고등어,수입산(염장),大,1손,고등어,수입산(염장)(.5손),제주,E-유통,2026,04/27,"9,840",2026-04-27,2026-04-27,9840.0
고등어,wholesale,600,611,01,05,고등어,생선,중품,10kg,고등어,생선(10kg),대전,오정도매,2026,04/27,"65,000",2026-04-27,2026-04-27,65000.0
고등어,wholesale,600,611,02,05,고등어,냉동,중품,10kg,고등어,냉동(10kg),대전,오정도매,2026,04/27,"40,000",2026-04-27,2026-04-27,40000.0
고등어,wholesale,600,611,04,05,고등어,냉동(수입),중품,20kg,고등어,냉동(수입)(20kg),대전,오정도매,2026,04/27,"186,000",2026-04-27,2026-04-27,186000.0
고춧가루,retail,200,248,00,04,고춧가루,국산,상품,1kg,고춧가루,국산(1kg),제주,E-유통,2026,04/27,"25,800",2026-04-27,2026-04-27,25800.0
고춧가루,retail,200,248,01,04,고춧가루,중국,상품,1kg,고춧가루,중국(1kg),제주,동문,2026,04/27,"13,300",2026-04-27,2026-04-27,13300.0
