product_name,period,search_ratio,search_keywords
꽃게,2026-04-07,25.50005,꽃게
꽃게,2026-04-08,27.14269,꽃게
꽃게,2026-04-09,28.50597,꽃게
꽃게,2026-04-10,24.68432,꽃게
꽃게,2026-04-11,23.68979,꽃게
꽃게,2026-04-12,22.86288,꽃게
꽃게,2026-04-13,27.09799,꽃게
꽃게,2026-04-14,25.12012,꽃게
꽃게,2026-04-15,26.76276,꽃게
꽃게,2026-04-16,33.825,꽃게
꽃게,2026-04-17,30.53972,꽃게
꽃게,2026-04-18,27.43323,꽃게
꽃게,2026-04-19,35.93697,꽃게
꽃게,2026-04-20,38.39535,꽃게
닭가슴살,2026-04-07,86.44995,닭가슴살
닭가슴살,2026-04-08,77.05181,닭가슴살
닭가슴살,2026-04-09,76.16135,닭가슴살
닭가슴살,2026-04-10,62.03197,닭가슴살
닭가슴살,2026-04-11,50.19847,닭가슴살
닭가슴살,2026-04-12,66.82759,닭가슴살
닭가슴살,2026-04-13,94.59285,닭가슴살
닭가슴살,2026-04-14,86.6967,닭가슴살
닭가슴살,2026-04-15,78.8542,닭가슴살
닭가슴살,2026-04-16,72.34202,닭가슴살
닭가슴살,2026-04-17,58.82416,닭가슴살
닭가슴살,2026-04-18,48.7394,닭가슴살
닭가슴살,2026-04-19,64.05965,닭가슴살
닭가슴살,2026-04-20,89.95815,닭가슴살
두릅,2026-04-07,63.61978,두릅
두릅,2026-04-08,63.94163,두릅
두릅,2026-04-09,55.9382,두릅
두릅,2026-04-10,57.5582,두릅
두릅,2026-04-11,72.61023,두릅
두릅,2026-04-12,78.78982,두릅
두릅,2026-04-13,82.30876,두릅
두릅,2026-04-14,95.07563,두릅
두릅,2026-04-15,98.17616,두릅
두릅,2026-04-16,96.9853,두릅
두릅,2026-04-17,93.58437,두릅
두릅,2026-04-18,94.11007,두릅
두릅,2026-04-19,100,두릅
두릅,2026-04-20,95.16146,두릅
두유,2026-04-07,28.64374,두유
두유,2026-04-08,26.80715,두유
두유,2026-04-09,25.75935,두유
두유,2026-04-10,22.89851,두유
두유,2026-04-11,20.30845,두유
두유,2026-04-12,22.73369,두유
두유,2026-04-13,27.89027,두유
두유,2026-04-14,26.24205,두유
두유,2026-04-15,23.93454,두유
두유,2026-04-16,22.72192,두유
두유,2026-04-17,19.02519,두유
두유,2026-04-18,18.00094,두유
두유,2026-04-19,24.07581,두유
두유,2026-04-20,26.92488,두유
레몬즙,2026-04-07,22.10972,레몬즙
레몬즙,2026-04-08,22.29809,레몬즙
레몬즙,2026-04-09,23.49894,레몬즙
레몬즙,2026-04-10,19.95526,레몬즙
레몬즙,2026-04-11,18.66023,레몬즙
레몬즙,2026-04-12,19.61384,레몬즙
레몬즙,2026-04-13,23.00447,레몬즙
레몬즙,2026-04-14,26.93666,레몬즙
레몬즙,2026-04-15,22.47468,레몬즙
레몬즙,2026-04-16,21.01483,레몬즙
레몬즙,2026-04-17,17.70661,레몬즙
레몬즙,2026-04-18,17.73016,레몬즙
레몬즙,2026-04-19,20.64987,레몬즙
레몬즙,2026-04-20,23.44007,레몬즙
마그네슘,2026-04-07,12.86587,마그네슘
마그네슘,2026-04-08,13.05048,마그네슘
마그네슘,2026-04-09,12.51678,마그네슘
마그네슘,2026-04-10,12.50335,마그네슘
마그네슘,2026-04-11,10.53302,마그네슘
마그네슘,2026-04-12,11.71791,마그네슘
마그네슘,2026-04-13,14.30249,마그네슘
마그네슘,2026-04-14,13.28208,마그네슘
마그네슘,2026-04-15,12.77524,마그네슘
마그네슘,2026-04-16,11.87902,마그네슘
마그네슘,2026-04-17,11.09693,마그네슘
마그네슘,2026-04-18,10.97945,마그네슘
마그네슘,2026-04-19,11.72798,마그네슘
마그네슘,2026-04-20,13.83592,마그네슘
비타민c,2026-04-07,13.89634,비타민c
비타민c,2026-04-08,12.83901,비타민c
비타민c,2026-04-09,13.17132,비타민c
비타민c,2026-04-10,11.72798,비타민c
비타민c,2026-04-11,10.99288,비타민c
비타민c,2026-04-12,12.02336,비타민c
비타민c,2026-04-13,13.17467,비타민c
비타민c,2026-04-14,15.13829,비타민c
비타민c,2026-04-15,14.16823,비타민c
비타민c,2026-04-16,14.60459,비타민c
비타민c,2026-04-17,13.31901,비타민c
비타민c,2026-04-18,13.15453,비타민c
비타민c,2026-04-19,15.56458,비타민c
비타민c,2026-04-20,16.28625,비타민c
사과,2026-04-07,40.27265,사과
사과,2026-04-08,37.7584,사과
사과,2026-04-09,36.9315,사과
사과,2026-04-10,30.40563,사과
사과,2026-04-11,26.93038,사과
사과,2026-04-12,30.21566,사과
사과,2026-04-13,39.53514,사과
사과,2026-04-14,36.12694,사과
사과,2026-04-15,35.07654,사과
사과,2026-04-16,32.60699,사과
사과,2026-04-17,29.14292,사과
사과,2026-04-18,24.9972,사과
사과,2026-04-19,31.9477,사과
사과,2026-04-20,38.13833,사과
생수,2026-04-07,32.65834,생수
생수,2026-04-08,29.69154,생수
생수,2026-04-09,28.34942,생수
생수,2026-04-10,25.93595,생수
생수,2026-04-11,21.45043,생수
생수,2026-04-12,26.6541,생수
생수,2026-04-13,34.04756,생수
생수,2026-04-14,32.57593,생수
생수,2026-04-15,32.83494,생수
생수,2026-04-16,32.1521,생수
생수,2026-04-17,27.73722,생수
생수,2026-04-18,23.67553,생수
생수,2026-04-19,29.07935,생수
생수,2026-04-20,31.1043,생수
쌀10kg,2026-04-07,25.41572,쌀10kg
쌀10kg,2026-04-08,22.41175,쌀10kg
쌀10kg,2026-04-09,22.71215,쌀10kg
쌀10kg,2026-04-10,19.49361,쌀10kg
쌀10kg,2026-04-11,18.53878,쌀10kg
쌀10kg,2026-04-12,24.01029,쌀10kg
쌀10kg,2026-04-13,25.50155,쌀10kg
쌀10kg,2026-04-14,23.81718,쌀10kg
쌀10kg,2026-04-15,22.98036,쌀10kg
쌀10kg,2026-04-16,21.26381,쌀10kg
쌀10kg,2026-04-17,19.81547,쌀10kg
쌀10kg,2026-04-18,18.25984,쌀10kg
쌀10kg,2026-04-19,23.5597,쌀10kg
쌀10kg,2026-04-20,29.05267,쌀10kg
쌀20kg,2026-04-07,27.88327,쌀20kg
쌀20kg,2026-04-08,28.13002,쌀20kg
쌀20kg,2026-04-09,26.93916,쌀20kg
쌀20kg,2026-04-10,23.21639,쌀20kg
