product_name,period,search_ratio,search_keywords,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-13,42.20762,bnr17유산균,40.2834,bnr17유산균
bnr17유산균,2026-04-14,59.86859,bnr17유산균,48.98785,bnr17유산균
bnr17유산균,2026-04-15,39.23784,bnr17유산균,42.10526,bnr17유산균
bnr17유산균,2026-04-16,42.49671,bnr17유산균,45.54655,bnr17유산균
bnr17유산균,2026-04-17,45.99211,bnr17유산균,47.36842,bnr17유산균
bnr17유산균,2026-04-18,46.17608,bnr17유산균,44.93927,bnr17유산균
bnr17유산균,2026-04-19,63.28515,bnr17유산균,54.45344,bnr17유산균
bnr17유산균,2026-04-20,61.89224,bnr17유산균,42.10526,bnr17유산균
bnr17유산균,2026-04-21,47.59526,bnr17유산균,50.60728,bnr17유산균
bnr17유산균,2026-04-22,24.78318,bnr17유산균,30.5668,bnr17유산균
bnr17유산균,2026-04-23,43.54796,bnr17유산균,27.1255,bnr17유산균
bnr17유산균,2026-04-24,67.85808,bnr17유산균,55.06072,bnr17유산균
bnr17유산균,2026-04-25,39.13272,bnr17유산균,32.59109,bnr17유산균
bnr17유산균,2026-04-26,51.22207,bnr17유산균,99.19028,bnr17유산균
cca주스,2026-04-13,7.50605,cca주스,50.41152,cca주스
cca주스,2026-04-14,7.79358,cca주스,47.94238,cca주스
cca주스,2026-04-15,6.91585,cca주스,43.20987,cca주스
cca주스,2026-04-16,6.29539,cca주스,45.88477,cca주스
cca주스,2026-04-17,5.78087,cca주스,35.18518,cca주스
cca주스,2026-04-18,5.8868,cca주스,45.26748,cca주스
cca주스,2026-04-19,6.67372,cca주스,47.73662,cca주스
cca주스,2026-04-20,7.83898,cca주스,50.82304,cca주스
cca주스,2026-04-21,6.65859,cca주스,48.14814,cca주스
cca주스,2026-04-22,5.91707,cca주스,41.76954,cca주스
cca주스,2026-04-23,7.41525,cca주스,38.2716,cca주스
cca주스,2026-04-24,5.50847,cca주스,43.00411,cca주스
cca주스,2026-04-25,5.7052,cca주스,29.62962,cca주스
cca주스,2026-04-26,6.52239,cca주스,97.94238,cca주스
la갈비,2026-04-13,35.12195,la갈비,49.4382,la갈비
la갈비,2026-04-14,35.64459,la갈비,47.41573,la갈비
la갈비,2026-04-15,35.74912,la갈비,41.79775,la갈비
la갈비,2026-04-16,37.87456,la갈비,40.22471,la갈비
la갈비,2026-04-17,35.78397,la갈비,28.53932,la갈비
la갈비,2026-04-18,31.14982,la갈비,24.26966,la갈비
la갈비,2026-04-19,36.1324,la갈비,33.93258,la갈비
la갈비,2026-04-20,36.16724,la갈비,55.05617,la갈비
la갈비,2026-04-21,40.27874,la갈비,51.91011,la갈비
la갈비,2026-04-22,39.58188,la갈비,49.4382,la갈비
la갈비,2026-04-23,34.25087,la갈비,33.70786,la갈비
la갈비,2026-04-24,33.44947,la갈비,45.39325,la갈비
la갈비,2026-04-25,33.24041,la갈비,41.57303,la갈비
la갈비,2026-04-26,39.96515,la갈비,88.53932,la갈비
mbp,2026-04-13,10.37376,mbp,17.19576,mbp
mbp,2026-04-14,9.91609,mbp,13.75661,mbp
mbp,2026-04-15,18.53546,mbp,46.03174,mbp
mbp,2026-04-16,32.26544,mbp,49.20634,mbp
mbp,2026-04-17,11.4035,mbp,30.15873,mbp
mbp,2026-04-18,9.15331,mbp,31.21693,mbp
mbp,2026-04-19,16.85736,mbp,45.23809,mbp
mbp,2026-04-20,43.44012,mbp,66.40211,mbp
mbp,2026-04-21,11.93745,mbp,46.03174,mbp
mbp,2026-04-22,11.97559,mbp,44.17989,mbp
