product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
가죽나물,2026-04-30,5356.3,4603.6,14500.0,1500.0,716.8,69,67,2,13,24,5,17500.0,1300.0
감자,2026-04-30,60122.0,67083.2,80000.0,22000.0,194539.0,298,291,7,5,7,3,81500.0,10000.0
고구마,2026-04-30,19857.3,21480.7,32000.0,7500.0,48550.0,167,164,3,1,1,1,33000.0,7000.0
냉동블루베리,2026-04-30,34344.2,39218.1,64000.0,17600.0,22565.9,1377,1275,102,26,61,6,96000.0,1500.0
당근,2026-04-30,24738.5,25857.3,35200.0,6200.0,195520.0,221,208,13,13,22,5,38800.0,1000.0
더덕,2026-04-30,37157.5,35307.5,88000.0,8200.0,151.0,4,4,0,2,2,1,88000.0,8200.0
두릅,2026-04-30,9459.8,9158.4,34000.0,2300.0,3084.9,453,433,20,18,30,7,56000.0,500.0
딸기,2026-04-30,17546.5,16983.5,30000.0,4200.0,632.0,53,48,5,4,4,4,30000.0,1600.0
마늘쫑,2026-04-30,7310.3,8806.3,20000.0,1000.0,101634.7,645,586,59,29,57,3,150020000.0,600.0
망고,2026-04-30,74810.8,54347.6,170000.0,32000.0,6564.0,194,190,4,8,13,4,180000.0,30000.0
블루베리,2026-04-30,34344.2,39218.1,64000.0,17600.0,22565.9,1377,1275,102,26,61,6,96000.0,1500.0
사과,2026-04-30,44335.1,48771.8,123000.0,15500.0,2321.5,58,57,1,1,1,1,132000.0,15500.0
산딸기,2026-04-30,31207.6,32134.6,50000.0,8000.0,2279.2,193,187,6,14,27,4,57000.0,6500.0
수박,2026-04-30,25122.0,25345.5,50000.0,8000.0,217593.5,745,726,19,15,21,15,111000.0,2500.0
쑥,2026-04-30,10754.0,9889.3,30000.0,2500.0,1830.8,116,108,8,18,32,5,48000.0,1000.0
양파,2026-04-30,7294.0,7707.7,15500.0,1500.0,1050816.1,815,790,25,28,46,9,17000.0,520.0
오렌지,2026-04-30,67320.0,67024.0,67690.0,66950.0,150.0,2,2,0,1,1,1,67690.0,66950.0
오이,2026-04-30,22500.0,22500.0,22500.0,22500.0,285.0,2,2,0,1,1,1,22500.0,22500.0
옻순,2026-04-30,11140.0,10493.8,24500.0,2100.0,116.2,23,20,3,7,11,1,54000.0,1500.0
참기름,2026-04-30,160000.0,160000.0,160000.0,160000.0,14.0,1,1,0,1,1,1,160000.0,160000.0
참외,2026-04-30,49460.7,52271.1,68500.0,26000.0,106630.0,2222,2173,49,9,14,4,322100.0,5000.0
참외10kg,2026-04-30,49460.7,52271.1,68500.0,26000.0,106630.0,2222,2173,49,9,14,4,322100.0,5000.0
천혜향,2026-04-30,45717.7,48061.6,76000.0,15300.0,10290.0,82,79,3,5,9,4,76000.0,3500.0
청국장,2026-04-30,31733.3,39864.3,75000.0,12600.0,73.4,9,9,0,4,4,2,75000.0,12600.0
체리,2026-04-30,115015.3,113986.8,130000.0,100000.0,665.0,38,36,2,7,7,3,139050.0,80000.0
취나물,2026-04-30,17209.2,16740.2,40000.0,6000.0,22814.3,415,404,11,25,50,5,67500.0,2700.0
카라향,2026-04-30,21390.8,24192.2,50000.0,5500.0,45110.0,313,304,9,17,28,6,52000.0,3500.0
토마토,2026-04-30,10602.5,10786.2,28000.0,3000.0,290191.0,3380,3316,64,26,46,12,811000.0,1000.0
햇감자,2026-04-30,60122.0,67083.2,80000.0,22000.0,194539.0,298,291,7,5,7,3,81500.0,10000.0
