product_name,period,search_ratio,search_keywords
abc주스,2026-04-12,43.00489,abc주스
abc주스,2026-04-13,47.30538,abc주스
abc주스,2026-04-14,41.86173,abc주스
abc주스,2026-04-15,45.34567,abc주스
abc주스,2026-04-16,41.58954,abc주스
abc주스,2026-04-17,40.06532,abc주스
abc주스,2026-04-18,36.58138,abc주스
abc주스,2026-04-19,45.72672,abc주스
abc주스,2026-04-20,46.59771,abc주스
abc주스,2026-04-21,46.86989,abc주스
abc주스,2026-04-22,44.36581,abc주스
abc주스,2026-04-23,39.7387,abc주스
abc주스,2026-04-24,36.14589,abc주스
abc주스,2026-04-25,37.88786,abc주스
bnr17유산균,2026-04-12,100,bnr17유산균
bnr17유산균,2026-04-13,36.85176,bnr17유산균
bnr17유산균,2026-04-14,52.27168,bnr17유산균
bnr17유산균,2026-04-15,34.25883,bnr17유산균
bnr17유산균,2026-04-16,37.10417,bnr17유산균
bnr17유산균,2026-04-17,40.15603,bnr17유산균
bnr17유산균,2026-04-18,40.31665,bnr17유산균
bnr17유산균,2026-04-19,55.2547,bnr17유산균
bnr17유산균,2026-04-20,54.03854,bnr17유산균
bnr17유산균,2026-04-21,41.55575,bnr17유산균
bnr17유산균,2026-04-22,21.63836,bnr17유산균
bnr17유산균,2026-04-23,38.02202,bnr17유산균
bnr17유산균,2026-04-24,59.24736,bnr17유산균
bnr17유산균,2026-04-25,34.16704,bnr17유산균
la갈비,2026-04-12,34.78991,la갈비
la갈비,2026-04-13,33.88235,la갈비
la갈비,2026-04-14,34.38655,la갈비
la갈비,2026-04-15,34.48739,la갈비
la갈비,2026-04-16,36.53781,la갈비
la갈비,2026-04-17,34.521,la갈비
la갈비,2026-04-18,30.05042,la갈비
la갈비,2026-04-19,34.85714,la갈비
la갈비,2026-04-20,34.89075,la갈비
la갈비,2026-04-21,38.85714,la갈비
la갈비,2026-04-22,38.18487,la갈비
la갈비,2026-04-23,33.04201,la갈비
la갈비,2026-04-24,32.2689,la갈비
la갈비,2026-04-25,32.06722,la갈비
가시오가피순,2026-04-12,11.17523,가시오가피순
가시오가피순,2026-04-13,11.149,가시오가피순
가시오가피순,2026-04-14,11.62119,가시오가피순
가시오가피순,2026-04-15,13.1427,가시오가피순
