date,rank,product_name,slot,search_ratio,shopping_ratio
2026-04-24,1,오메가3,pm,21.93659,70.24154
2026-04-24,2,닭가슴살,pm,15.67583,66.18357
2026-04-24,3,창억떡,pm,48.63175,65.12077
2026-04-24,4,참외,pm,9.26516,63.96135
2026-04-24,5,촉촉한황치즈칩,pm,70.23984,63.67149
2026-04-24,6,쌀20kg,pm,40.98196,66.25514
2026-04-24,7,마그네슘,pm,65.11022,61.21399
2026-04-24,8,쌀10kg,pm,35.77154,60.69958
2026-04-24,9,마늘쫑,pm,43.56713,59.46502
2026-04-24,10,비타민c,pm,76.4529,54.42386
2026-04-24,11,명이나물,pm,67.19554,70.3252
2026-04-24,12,꽃게,pm,60.506,69.24119
2026-04-24,13,사과,pm,54.56689,69.24119
2026-04-24,14,올리브오일,pm,78.75214,69.10569
2026-04-24,15,콜라겐,pm,42.36706,61.11111
2026-04-24,16,두릅,pm,53.04151,44.38722
2026-04-24,17,뉴케어,pm,40.23173,44.28424
2026-04-24,18,레몬즙,pm,17.05825,43.46035
2026-04-24,19,강황차,pm,22.42248,43.0484
2026-04-24,20,생수,pm,24.39652,42.84243
