date,rank,product_name,slot,search_ratio,shopping_ratio
2026-04-30,1,오메가3,pm,67.25624,40.04656
2026-04-30,2,쌀20kg,pm,19.72142,37.19441
2026-04-30,3,닭가슴살,pm,50.43112,36.61233
2026-04-30,4,콜라겐,pm,21.04797,36.37951
2026-04-30,5,참외,pm,32.22418,32.71245
2026-04-30,6,마늘쫑,pm,7.29093,36.9146
2026-04-30,7,쌀10kg,pm,5.73132,36.84573
2026-04-30,8,창억떡,pm,42.11902,35.53719
2026-04-30,9,뉴케어,pm,11.49773,33.95316
2026-04-30,10,촉촉한황치즈칩,pm,38.30133,33.53994
2026-04-30,11,수박,pm,33.26873,44.48529
2026-04-30,12,마그네슘,pm,50.51679,44.20955
2026-04-30,13,꽃게,pm,41.19832,42.09558
2026-04-30,14,사과,pm,37.66149,40.90073
2026-04-30,15,카무트효소,pm,75.01614,40.34926
2026-04-30,16,임박,pm,6.22801,40.41353
2026-04-30,17,멸균우유,pm,31.69873,40.03759
2026-04-30,18,올리브오일,pm,71.26008,38.43984
2026-04-30,19,콘드로이친,pm,77.79846,38.34586
2026-04-30,20,카네이션쿠키,pm,16.26319,37.03007
