date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-04-30,pm,rising,naver_top200,21.0,21-50,어버이날선물,시즌_기념일,기념일,,Y,97.96359,37.96116
2026-04-30,pm,rising,naver_top200,22.0,21-50,감자,21~50_전량수집,농산물,,N,8.58855,36.50485
2026-04-30,pm,rising,naver_top200,23.0,21-50,그릭요거트,유제품,가공식품,,N,14.55193,36.31067
2026-04-30,pm,rising,naver_top200,24.0,21-50,찹쌀누룽지과자,브랜드상품,브랜드_완제품,,Y,8.02679,36.01941
2026-04-30,pm,rising,naver_top200,25.0,21-50,비타민c,건강식품,건강식품,,Y,17.39858,35.92233
2026-04-30,pm,rising,naver_top200,26.0,21-50,암꽃게,21~50_전량수집,수산물,,N,23.65835,41.62895
2026-04-30,pm,rising,naver_top200,27.0,21-50,포스파티딜세린,건강식품,건강식품,,Y,56.97278,41.62895
2026-04-30,pm,rising,naver_top200,28.0,21-50,두유,브랜드상품,브랜드_완제품,,Y,32.9743,41.17647
2026-04-30,pm,rising,naver_top200,29.0,21-50,레몬즙,착즙_건강음료,가공식품,,N,25.22675,40.95022
2026-04-30,pm,rising,naver_top200,30.0,21-50,스승의날선물,시즌_기념일,기념일,,Y,96.18291,40.61085
2026-04-30,pm,rising,naver_top200,31.0,21-50,망고,21~50_전량수집,농산물,,N,43.40152,36.20689
2026-04-30,pm,rising,naver_top200,32.0,21-50,생수,브랜드상품,브랜드_완제품,,Y,37.56518,35.90263
2026-04-30,pm,rising,naver_top200,33.0,21-50,계란,축산_가공식품,가공식품,,N,38.7886,35.59837
2026-04-30,pm,rising,naver_top200,34.0,21-50,맥심모카골드,브랜드상품,브랜드_완제품,,Y,35.51945,35.19269
2026-04-30,pm,rising,naver_top200,35.0,21-50,구운계란,축산_가공식품,가공식품,,N,32.31046,34.78701
2026-04-30,pm,rising,naver_top200,36.0,21-50,뉴케어구수한맛,브랜드상품,브랜드_완제품,,Y,48.52189,43.92764
2026-04-30,pm,rising,naver_top200,37.0,21-50,루테인,건강식품,건강식품,,Y,28.47299,41.86046
2026-04-30,pm,rising,naver_top200,38.0,21-50,전복,21~50_전량수집,수산물,,N,31.80706,41.47286
2026-04-30,pm,rising,naver_top200,39.0,21-50,명이나물,21~50_전량수집,농산물,,N,53.38964,41.08527
2026-04-30,pm,rising,naver_top200,40.0,21-50,오이,21~50_전량수집,농산물,,N,26.05023,40.95607
2026-04-30,pm,rising,naver_top200,41.0,21-50,대마종자유,건강식품,건강식품,,Y,49.72858,40.15345
2026-04-30,pm,rising,naver_top200,42.0,21-50,알부민,건강식품,건강식품,,Y,34.30493,39.89769
2026-04-30,pm,rising,naver_top200,43.0,21-50,병아리콩,21~50_전량수집,농산물,,N,22.30351,39.76982
2026-04-30,pm,rising,naver_top200,44.0,21-50,쭈꾸미,21~50_전량수집,수산물,,N,43.04932,39.76982
2026-04-30,pm,rising,naver_top200,45.0,21-50,프로폴리스,건강식품,건강식품,,Y,23.37738,39.76982
2026-04-30,pm,rising,naver_top200,46.0,21-50,엄나무순,21~50_전량수집,농산물,,N,27.91485,28.45303
2026-04-30,pm,rising,naver_top200,47.0,21-50,유산균,건강식품,건강식품,,Y,31.97077,28.36095
2026-04-30,pm,rising,naver_top200,48.0,21-50,정관장에브리타임,브랜드상품,브랜드_완제품,,Y,20.96791,27.80847
2026-04-30,pm,rising,naver_top200,49.0,21-50,탄산수,브랜드상품,브랜드_완제품,,Y,14.25394,27.6243
2026-04-30,pm,rising,naver_top200,50.0,21-50,알파cd,건강식품,건강식품,,Y,22.35518,27.25598
2026-04-30,pm,rising,naver_top200,51.0,51-100,장어,Top200_확장후보,수산물,,N,89.79525,33.87096
2026-04-30,pm,rising,naver_top200,52.0,51-100,하루견과,브랜드상품,브랜드_완제품,,Y,36.33409,33.52534
2026-04-30,pm,rising,naver_top200,53.0,51-100,비파,Top200_확장후보,농산물,,N,52.94117,32.25806
2026-04-30,pm,rising,naver_top200,54.0,51-100,고구마,Top200_확장후보,농산물,,N,44.94637,32.14285
2026-04-30,pm,rising,naver_top200,55.0,51-100,오렌지,Top200_확장후보,농산물,,N,36.91907,31.68202
2026-04-30,pm,rising,naver_top200,56.0,51-100,견과류,농산_가공식품,가공식품,,N,18.65768,44.17475
