date,rank,product_name,slot,search_ratio,shopping_ratio
2026-04-29,1,닭가슴살,pm,68.31748,49.06868
2026-04-29,2,오메가3,pm,75.37032,47.72991
2026-04-29,3,쌀10kg,pm,23.5021,47.43888
2026-04-29,4,쌀20kg,pm,23.72319,45.63445
2026-04-29,5,꽃게,pm,36.83395,38.94062
2026-04-29,6,마늘쫑,pm,8.5922,52.4077
2026-04-29,7,참외,pm,9.54902,52.00642
2026-04-29,8,콜라겐,pm,8.18077,47.91332
2026-04-29,9,창억떡,pm,45.83466,46.30818
2026-04-29,10,촉촉한황치즈칩,pm,46.92543,43.57945
2026-04-29,11,마그네슘,pm,19.41338,49.81617
2026-04-29,12,망고,pm,13.79571,47.79411
2026-04-29,13,어버이날선물,pm,100.0,46.59926
2026-04-29,14,카네이션쿠키,pm,4.80203,46.23161
2026-04-29,15,사과,pm,14.37368,44.48529
2026-04-29,16,암꽃게,pm,20.00423,44.06307
2026-04-29,17,엄나무순,pm,37.92227,43.32096
2026-04-29,18,감자,pm,19.57005,43.2282
2026-04-29,19,뉴케어,pm,37.77401,43.13543
2026-04-29,20,레몬즙,pm,16.55194,41.09461
