product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,market_count
감자,2026-04-28,감자,kg,61913.3,75000.0,8000.0,119580.0,183,4
감자,2026-04-28,햇감자,kg,62117.8,74000.0,26000.0,77520.0,64,1
감자,2026-04-28,감자(일반),kg,42600.0,42600.0,42600.0,40.0,1,1
사과,2026-04-28,사과,kg,11014.3,18000.0,7000.0,350.0,4,1
오이,2026-04-28,오이기타,kg,22000.0,22000.0,22000.0,100.0,1,1
참외,2026-04-28,참외,kg,47056.6,77000.0,5200.0,100177.5,1997,9
참외,2026-04-28,꿀스타,kg,59638.8,86500.0,24500.0,6590.0,80,1
참외,2026-04-28,알찬꿀,kg,46250.0,62000.0,19000.0,1080.0,47,1
