product_name,period,search_ratio,search_keywords,shopping_ratio,shopping_keywords
꽃게,2026-04-07,25.50005,꽃게,56.23306,꽃게
꽃게,2026-04-08,27.14269,꽃게,57.45257,꽃게
꽃게,2026-04-09,28.50597,꽃게,69.51219,꽃게
꽃게,2026-04-10,24.68432,꽃게,52.16802,꽃게
꽃게,2026-04-11,23.68979,꽃게,41.05691,꽃게
꽃게,2026-04-12,22.86288,꽃게,37.80487,꽃게
꽃게,2026-04-13,27.09799,꽃게,56.63956,꽃게
꽃게,2026-04-14,25.12012,꽃게,60.7046,꽃게
꽃게,2026-04-15,26.76276,꽃게,58.67208,꽃게
꽃게,2026-04-16,33.825,꽃게,73.17073,꽃게
꽃게,2026-04-17,30.53972,꽃게,59.75609,꽃게
꽃게,2026-04-18,27.43323,꽃게,37.39837,꽃게
꽃게,2026-04-19,35.93697,꽃게,54.20054,꽃게
꽃게,2026-04-20,38.39535,꽃게,74.52574,꽃게
닭가슴살,2026-04-07,86.44995,닭가슴살,91.04908,닭가슴살
닭가슴살,2026-04-08,77.05181,닭가슴살,88.73917,닭가슴살
닭가슴살,2026-04-09,76.16135,닭가슴살,79.40327,닭가슴살
닭가슴살,2026-04-10,62.03197,닭가슴살,69.77863,닭가슴살
닭가슴살,2026-04-11,50.19847,닭가슴살,65.92877,닭가슴살
닭가슴살,2026-04-12,66.82759,닭가슴살,75.36092,닭가슴살
닭가슴살,2026-04-13,94.59285,닭가슴살,80.84696,닭가슴살
닭가슴살,2026-04-14,86.6967,닭가슴살,99.61501,닭가슴살
닭가슴살,2026-04-15,78.8542,닭가슴살,76.13089,닭가슴살
닭가슴살,2026-04-16,72.34202,닭가슴살,73.2435,닭가슴살
닭가슴살,2026-04-17,58.82416,닭가슴살,70.35611,닭가슴살
닭가슴살,2026-04-18,48.7394,닭가슴살,59.67276,닭가슴살
닭가슴살,2026-04-19,64.05965,닭가슴살,71.02983,닭가슴살
닭가슴살,2026-04-20,89.95815,닭가슴살,85.56304,닭가슴살
두릅,2026-04-07,63.61978,두릅,78.53705,두릅
두릅,2026-04-08,63.94163,두릅,73.72473,두릅
두릅,2026-04-09,55.9382,두릅,73.82098,두릅
두릅,2026-04-10,57.5582,두릅,67.56496,두릅
두릅,2026-04-11,72.61023,두릅,69.77863,두릅
두릅,2026-04-12,78.78982,두릅,85.46679,두릅
두릅,2026-04-13,82.30876,두릅,76.32338,두릅
두릅,2026-04-14,95.07563,두릅,93.45524,두릅
두릅,2026-04-15,98.17616,두릅,87.58421,두릅
두릅,2026-04-16,96.9853,두릅,77.47834,두릅
두릅,2026-04-17,93.58437,두릅,69.68238,두릅
두릅,2026-04-18,94.11007,두릅,70.83734,두릅
두릅,2026-04-19,100.0,두릅,70.06737,두릅
두릅,2026-04-20,95.16146,두릅,74.39846,두릅
두유,2026-04-07,28.64374,두유,82.34375,두유
두유,2026-04-08,26.80715,두유,72.8125,두유
두유,2026-04-09,25.75935,두유,61.25,두유
두유,2026-04-10,22.89851,두유,55.78125,두유
두유,2026-04-11,20.30845,두유,46.71875,두유
두유,2026-04-12,22.73369,두유,56.875,두유
두유,2026-04-13,27.89027,두유,72.8125,두유
두유,2026-04-14,26.24205,두유,60.15625,두유
두유,2026-04-15,23.93454,두유,60.0,두유
두유,2026-04-16,22.72192,두유,54.21875,두유
두유,2026-04-17,19.02519,두유,50.625,두유
두유,2026-04-18,18.00094,두유,45.15625,두유
두유,2026-04-19,24.07581,두유,51.71875,두유
두유,2026-04-20,26.92488,두유,76.71875,두유
레몬즙,2026-04-07,22.10972,레몬즙,91.40625,레몬즙
레몬즙,2026-04-08,22.29809,레몬즙,73.28125,레몬즙
레몬즙,2026-04-09,23.49894,레몬즙,84.53125,레몬즙
레몬즙,2026-04-10,19.95526,레몬즙,65.78125,레몬즙
레몬즙,2026-04-11,18.66023,레몬즙,60.9375,레몬즙
레몬즙,2026-04-12,19.61384,레몬즙,70.15625,레몬즙
레몬즙,2026-04-13,23.00447,레몬즙,79.53125,레몬즙
레몬즙,2026-04-14,26.93666,레몬즙,87.65625,레몬즙
레몬즙,2026-04-15,22.47468,레몬즙,82.1875,레몬즙
레몬즙,2026-04-16,21.01483,레몬즙,71.5625,레몬즙
레몬즙,2026-04-17,17.70661,레몬즙,63.75,레몬즙
레몬즙,2026-04-18,17.73016,레몬즙,53.59375,레몬즙
레몬즙,2026-04-19,20.64987,레몬즙,62.1875,레몬즙
레몬즙,2026-04-20,23.44007,레몬즙,80.46875,레몬즙
마그네슘,2026-04-07,12.86587,마그네슘,67.50788,마그네슘
마그네슘,2026-04-08,13.05048,마그네슘,61.61934,마그네슘
마그네슘,2026-04-09,12.51678,마그네슘,61.30389,마그네슘
마그네슘,2026-04-10,12.50335,마그네슘,63.61724,마그네슘
마그네슘,2026-04-11,10.53302,마그네슘,52.68138,마그네슘
마그네슘,2026-04-12,11.71791,마그네슘,65.08937,마그네슘
마그네슘,2026-04-13,14.30249,마그네슘,72.23974,마그네슘
마그네슘,2026-04-14,13.28208,마그네슘,61.19873,마그네슘
마그네슘,2026-04-15,12.77524,마그네슘,65.82544,마그네슘
마그네슘,2026-04-16,11.87902,마그네슘,55.7308,마그네슘
마그네슘,2026-04-17,11.09693,마그네슘,60.35751,마그네슘
마그네슘,2026-04-18,10.97945,마그네슘,60.77812,마그네슘
마그네슘,2026-04-19,11.72798,마그네슘,57.93901,마그네슘
마그네슘,2026-04-20,13.83592,마그네슘,71.39852,마그네슘
비타민c,2026-04-07,13.89634,비타민c,47.21345,비타민c
비타민c,2026-04-08,12.83901,비타민c,37.22397,비타민c
비타민c,2026-04-09,13.17132,비타민c,42.16614,비타민c
비타민c,2026-04-10,11.72798,비타민c,40.58885,비타민c
비타민c,2026-04-11,10.99288,비타민c,41.74553,비타민c
비타민c,2026-04-12,12.02336,비타민c,46.16193,비타민c
비타민c,2026-04-13,13.17467,비타민c,42.06098,비타민c
비타민c,2026-04-14,15.13829,비타민c,45.74132,비타민c
비타민c,2026-04-15,14.16823,비타민c,47.1083,비타민c
