date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-04-25,pm,rising,naver_top200,취나물,취나물,35,21-50,91.0,56.0,up,▲ 56단계,N,N,2026-04-24,pm,91.0,1.0,3,3,3,35,91,47.0,NAVER_RISING_FAST,90.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"취나물은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 35위이며, 최근 7일 중 3일 등장했습니다.",agri,엽채/나물,농산물,N,,21~50_전량수집
2026-04-25,pm,rising,naver_top200,옻순,옻순,43,21-50,74.0,31.0,up,▲ 31단계,N,N,2026-04-24,pm,74.0,1.0,3,3,3,43,127,84.0,NAVER_RISING_FAST,89.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"옻순은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 43위이며, 최근 7일 중 3일 등장했습니다.",agri,농산물 원물,농산물,N,,21~50_전량수집
2026-04-25,pm,rising,naver_top200,방울토마토,방울토마토,95,51-100,152.0,57.0,up,▲ 57단계,N,N,2026-04-24,pm,152.0,1.0,3,3,3,95,153,58.0,NAVER_WARMING_FAST,81.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 3일 연속 등장,WARMING,high,관찰 강화,"방울토마토은 관심 형성 구간에 있는 후보입니다. 현재 95위이며, 순위 변화는 ▲ 57단계입니다.",agri,과채류,농산물,N,,Top200_확장후보
2026-04-25,pm,rising,naver_top200,가시오가피순,가시오가피순,48,21-50,69.0,21.0,up,▲ 21단계,N,N,2026-04-24,pm,69.0,1.0,3,3,3,48,84,36.0,NAVER_RISING_FAST,80.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"가시오가피순은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 48위이며, 최근 7일 중 3일 등장했습니다.",agri,엽채/나물,agri,N,,21~50_전량수집
2026-04-25,pm,rising,naver_top200,가죽나물,가죽나물,47,21-50,72.0,25.0,up,▲ 25단계,N,N,2026-04-24,pm,72.0,1.0,3,3,3,47,72,25.0,NAVER_RISING_FAST,76.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"가죽나물은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 47위이며, 최근 7일 중 3일 등장했습니다.",agri,엽채/나물,agri,N,,21~50_전량수집
2026-04-25,pm,rising,naver_top200,육포,육포,100,51-100,171.0,71.0,up,▲ 71단계,N,N,2026-04-24,pm,171.0,1.0,3,3,3,100,171,24.0,NAVER_WARMING_FAST,73.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 3일 연속 등장,WARMING,high,관찰 강화,"육포은 관심 형성 구간에 있는 후보입니다. 현재 100위이며, 순위 변화는 ▲ 71단계입니다.",processed,축산가공,가공식품,N,,축산_가공식품
2026-04-25,pm,rising,naver_top200,냉동블루베리,냉동블루베리,44,21-50,64.0,20.0,up,▲ 20단계,N,N,2026-04-24,pm,64.0,1.0,3,3,3,44,64,17.0,NAVER_RISING_FAST,72.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"냉동블루베리은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 44위이며, 최근 7일 중 3일 등장했습니다.",processed,가공식품,가공식품,N,,블루베리_냉동과일
2026-04-25,pm,rising,naver_top200,블루베리,블루베리,26,21-50,44.0,18.0,up,▲ 18단계,N,N,2026-04-24,pm,44.0,1.0,3,3,3,26,44,17.0,NAVER_RISING,67.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"블루베리은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 26위이며, 최근 7일 중 3일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-04-25,pm,rising,naver_top200,버터떡,버터떡,28,21-50,39.0,11.0,up,▲ 11단계,N,N,2026-04-24,pm,39.0,1.0,3,3,3,28,39,11.0,NAVER_RISING,67.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"버터떡은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 28위이며, 최근 7일 중 3일 등장했습니다.",dessert,베이커리/디저트,가공식품,N,,디저트/떡
2026-04-25,pm,rising,naver_top200,그릭요거트,그릭요거트,29,21-50,41.0,12.0,up,▲ 12단계,N,N,2026-04-24,pm,41.0,1.0,3,3,3,29,41,11.0,NAVER_RISING,67.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 3일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"그릭요거트은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 29위이며, 최근 7일 중 3일 등장했습니다.",dessert,간식/디저트,가공식품,N,,유제품_고단백_간식
