product_name,auctn_seq,scsbd_dt,trd_clcln_ymd,whsl_mrkt_cd,whsl_mrkt_nm,corp_cd,corp_nm,gds_lclsf_cd,gds_lclsf_nm,gds_mclsf_cd,gds_mclsf_nm,gds_sclsf_cd,gds_sclsf_nm,corp_gds_cd,corp_gds_item_nm,corp_gds_vrty_nm,plor_cd,plor_nm,scsbd_prc,qty,unit_qty,unit_cd,unit_nm,pkg_cd,pkg_nm,spm_no,trd_se,auction_price_num,qty_num,unit_qty_num,trade_qty_est
오이,00010,2026-04-27 23:06:43,2026-04-28,110001,서울가락,11000105,한국청과㈜,09,과채류,01,오이,00,오이(일반),22399,오이,오이기타,627000,경상남도 밀양시,22000.000,20.000,5.000,12,kg,101,상자,11202604280355,경매,22000.0,20.0,5.0,100.0
참외,00004,2026-04-28 11:34:32,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,57130.000,1.000,10.000,12,kg,101,상자,10111011,자기계산,57130.0,1.0,10.0,10.0
참외,00003,2026-04-28 11:34:32,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,56100.000,7.000,10.000,12,kg,101,상자,10111011,자기계산,56100.0,7.0,10.0,70.0
참외,00002,2026-04-28 11:34:32,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,60180.000,10.000,10.000,12,kg,101,상자,10111011,자기계산,60180.0,10.0,10.0,100.0
참외,00001,2026-04-28 11:34:32,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,55080.000,12.000,10.000,12,kg,101,상자,10111011,자기계산,55080.0,12.0,10.0,120.0
참외,00003,2026-04-28 10:36:41,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,64000.000,4.000,10.000,12,kg,101,상자,10061006,정가수의,64000.0,4.0,10.0,40.0
참외,00002,2026-04-28 10:36:41,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,66000.000,1.000,10.000,12,kg,101,상자,10061006,정가수의,66000.0,1.0,10.0,10.0
참외,00001,2026-04-28 10:36:41,2026-04-28,320101,춘천,32010101,춘천중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),20200,참외,참외,680010,울산 남구 신정동,63000.000,5.000,10.000,12,kg,101,상자,10061006,정가수의,63000.0,5.0,10.0,50.0
참외,00105,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,48000.000,1.000,10.000,12,kg,101,상자,2026042817150,경매,48000.0,1.0,10.0,10.0
참외,00104,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,56000.000,5.000,10.000,12,kg,101,상자,2026042817150,경매,56000.0,5.0,10.0,50.0
참외,00103,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,43100.000,2.000,10.000,12,kg,101,상자,2026042817150,경매,43100.0,2.0,10.0,20.0
참외,00102,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,50000.000,2.000,10.000,12,kg,101,상자,2026042817150,경매,50000.0,2.0,10.0,20.0
참외,00101,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,52000.000,4.000,10.000,12,kg,101,상자,2026042817150,경매,52000.0,4.0,10.0,40.0
참외,00100,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,30000.000,2.000,10.000,12,kg,101,상자,2026042817150,경매,30000.0,2.0,10.0,20.0
참외,00099,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,37000.000,1.000,10.000,12,kg,101,상자,2026042817150,경매,37000.0,1.0,10.0,10.0
참외,00098,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,62000.000,2.000,10.000,12,kg,101,상자,2026042817150,경매,62000.0,2.0,10.0,20.0
참외,00097,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,48000.000,2.000,10.000,12,kg,101,상자,2026042817150,경매,48000.0,2.0,10.0,20.0
참외,00096,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,70000.000,4.000,10.000,12,kg,101,상자,2026042817150,경매,70000.0,4.0,10.0,40.0
참외,00095,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,61000.000,5.000,10.000,12,kg,101,상자,2026042817150,경매,61000.0,5.0,10.0,50.0
참외,00094,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,68000.000,6.000,10.000,12,kg,101,상자,2026042817150,경매,68000.0,6.0,10.0,60.0
참외,00093,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,61000.000,5.000,10.000,12,kg,101,상자,2026042817150,경매,61000.0,5.0,10.0,50.0
참외,00092,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,48000.000,1.000,10.000,12,kg,101,상자,2026042817150,경매,48000.0,1.0,10.0,10.0
참외,00091,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,61000.000,1.000,10.000,12,kg,101,상자,2026042817150,경매,61000.0,1.0,10.0,10.0
참외,00090,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,57000.000,2.000,10.000,12,kg,101,상자,2026042817150,경매,57000.0,2.0,10.0,20.0
참외,00089,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,54000.000,1.000,10.000,12,kg,101,상자,2026042817150,경매,54000.0,1.0,10.0,10.0
참외,00088,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,59000.000,9.000,10.000,12,kg,101,상자,2026042817150,경매,59000.0,9.0,10.0,90.0
참외,00087,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,67000.000,11.000,10.000,12,kg,101,상자,2026042817150,경매,67000.0,11.0,10.0,110.0
참외,00086,2026-04-28 09:13:02,2026-04-28,380401,진주,38040102,진주중앙청과㈜,08,과일과채류,02,참외,00,참외(일반),22200,참외,참외,719800,경북 성주군 성주읍,28000.000,1.000,10.000,12,kg,101,상자,2026042817150,경매,28000.0,1.0,10.0,10.0
