product_name,auction_date,market_code,market_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,corp_count,raw_high_price,raw_low_price
고구마,2026-05-08,220001,대구북부,22036.9,34000.0,9000.0,24240.0,101,99,2,1,35000.0,8500.0
고구마,2026-05-08,230001,인천남촌,24154.6,33000.0,13000.0,3040.0,21,20,1,1,33000.0,10000.0
고구마,2026-05-08,380401,진주,24141.6,31200.0,13000.0,1970.0,21,19,2,1,33000.0,12000.0
냉동블루베리,2026-05-08,110001,서울가락,32977.7,58000.0,23000.0,7498.0,450,435,15,5,65000.0,3700.0
냉동블루베리,2026-05-08,220001,대구북부,31490.4,49000.0,17200.0,1556.0,134,107,27,3,51500.0,1800.0
냉동블루베리,2026-05-08,210009,부산반여,31149.5,40000.0,19000.0,1348.0,85,83,2,3,42000.0,18200.0
냉동블루베리,2026-05-08,210001,부산엄궁,32834.9,46000.0,20000.0,1046.0,74,73,1,3,53500.0,20000.0
냉동블루베리,2026-05-08,311201,구리,33479.0,40000.0,24500.0,952.0,66,64,2,3,44000.0,20000.0
냉동블루베리,2026-05-08,240001,광주각화,30784.0,40000.0,21000.0,764.0,67,64,3,3,42000.0,2600.0
냉동블루베리,2026-05-08,110008,서울강서,28039.1,36500.0,20000.0,741.0,56,54,2,3,43000.0,13000.0
냉동블루베리,2026-05-08,240004,광주서부,29321.8,42000.0,3800.0,652.0,120,66,54,3,43000.0,2400.0
냉동블루베리,2026-05-08,230001,인천남촌,29622.1,35000.0,22000.0,602.0,31,29,2,3,36000.0,20000.0
냉동블루베리,2026-05-08,250001,대전오정,33008.8,41700.0,22100.0,543.0,46,44,2,2,42500.0,16600.0
냉동블루베리,2026-05-08,380101,창원팔용,32617.6,42500.0,21100.0,489.0,42,40,2,2,45300.0,21000.0
냉동블루베리,2026-05-08,380303,창원내서,30251.8,42600.0,15000.0,336.0,46,44,2,2,43200.0,10500.0
냉동블루베리,2026-05-08,360301,순천,31808.4,38000.0,20000.0,334.0,23,21,2,3,40000.0,17000.0
냉동블루베리,2026-05-08,230003,인천삼산,30807.0,36000.0,23000.0,298.0,35,33,2,2,41000.0,21000.0
냉동블루베리,2026-05-08,380401,진주,28870.8,46000.0,16300.0,281.0,35,34,1,2,46000.0,16000.0
냉동블루베리,2026-05-08,330101,청주,27020.2,41000.0,16600.0,248.0,32,30,2,2,41300.0,15600.0
냉동블루베리,2026-05-08,250003,대전노은,34990.9,47000.0,26000.0,208.0,21,21,0,2,47000.0,26000.0
냉동블루베리,2026-05-08,310401,안양,27424.6,32000.0,25000.0,179.0,13,11,2,1,35000.0,23000.0
냉동블루베리,2026-05-08,340101,천안,33414.8,42000.0,26300.0,169.0,16,14,2,2,42200.0,20000.0
냉동블루베리,2026-05-08,380201,울산,25015.3,34000.0,14900.0,160.5,21,19,2,2,40000.0,14300.0
냉동블루베리,2026-05-08,310901,안산,32868.0,38000.0,28000.0,125.0,15,14,1,2,38000.0,23000.0
냉동블루베리,2026-05-08,370101,포항,20630.7,24900.0,17000.0,122.0,11,9,2,2,26300.0,12200.0
냉동블루베리,2026-05-08,310101,수원,32670.3,36000.0,30000.0,91.0,10,8,2,3,36600.0,26000.0
냉동블루베리,2026-05-08,320301,강릉,32800.0,32800.0,32800.0,30.0,2,2,0,1,32800.0,32800.0
냉동블루베리,2026-05-08,350101,전주,41526.3,46000.0,38000.0,19.0,9,6,3,1,46000.0,3800.0
당근,2026-05-08,110001,서울가락,22585.2,33000.0,6000.0,105980.0,56,55,1,5,33000.0,5500.0
당근,2026-05-08,220001,대구북부,23208.5,32000.0,6000.0,41960.0,58,58,0,3,32000.0,6000.0
당근,2026-05-08,110008,서울강서,22719.9,28000.0,17000.0,26100.0,35,34,1,3,28000.0,6500.0
당근,2026-05-08,250001,대전오정,26701.9,33500.0,13000.0,25870.0,48,45,3,2,33800.0,5000.0
당근,2026-05-08,240004,광주서부,24947.8,34000.0,16000.0,24320.0,37,34,3,3,35000.0,2600.0
당근,2026-05-08,250003,대전노은,23942.9,33200.0,8700.0,15110.0,25,23,2,2,33500.0,7500.0
당근,2026-05-08,210009,부산반여,20261.8,26500.0,16100.0,11300.0,16,14,2,2,28800.0,6100.0
당근,2026-05-08,311201,구리,20178.8,26000.0,16000.0,10400.0,14,14,0,1,26000.0,16000.0
당근,2026-05-08,240001,광주각화,28975.0,34600.0,19000.0,8000.0,9,9,0,1,34600.0,19000.0
당근,2026-05-08,210001,부산엄궁,28586.7,29000.0,28000.0,6000.0,7,7,0,1,29000.0,28000.0
당근,2026-05-08,330101,청주,22211.9,28000.0,18200.0,4020.0,7,7,0,1,28000.0,18200.0
당근,2026-05-08,350101,전주,29450.0,33000.0,21000.0,4000.0,3,3,0,1,33000.0,21000.0
당근,2026-05-08,380401,진주,32306.2,33400.0,30600.0,3200.0,7,7,0,1,33400.0,30600.0
당근,2026-05-08,380303,창원내서,30428.6,31500.0,28500.0,1400.0,14,12,2,1,31500.0,3400.0
당근,2026-05-08,380101,창원팔용,2287.5,3000.0,1100.0,800.0,3,3,0,2,3000.0,1100.0
당근,2026-05-08,320201,원주,33985.0,36470.0,31500.0,600.0,2,2,0,1,36470.0,31500.0
당근,2026-05-08,350402,정읍,37714.3,40000.0,32000.0,140.0,4,4,0,1,40000.0,32000.0
두릅,2026-05-08,310101,수원,9011.9,10300.0,8200.0,1046.0,4,4,0,2,10300.0,8200.0
두릅,2026-05-08,311201,구리,7565.4,17000.0,3500.0,367.0,49,48,1,2,18500.0,3500.0
두릅,2026-05-08,230003,인천삼산,16301.3,28000.0,3300.0,229.0,20,19,1,2,31000.0,3300.0
두릅,2026-05-08,110001,서울가락,7640.6,11500.0,4500.0,192.0,27,25,2,1,15500.0,4000.0
두릅,2026-05-08,220001,대구북부,3034.6,4100.0,2000.0,179.0,16,15,1,2,4800.0,2000.0
두릅,2026-05-08,210009,부산반여,12271.4,20000.0,4900.0,175.0,21,17,4,2,20800.0,1200.0
두릅,2026-05-08,210001,부산엄궁,10234.1,12000.0,8300.0,91.0,3,3,0,2,12000.0,8300.0
두릅,2026-05-08,240001,광주각화,10369.1,14600.0,5000.0,68.0,16,14,2,2,15600.0,3000.0
두릅,2026-05-08,230001,인천남촌,17567.4,26000.0,3600.0,28.2,10,7,3,2,26000.0,1400.0
두릅,2026-05-08,340101,천안,12000.0,12000.0,12000.0,28.0,1,1,0,1,12000.0,12000.0
두릅,2026-05-08,250003,대전노은,2785.7,3300.0,2500.0,14.0,2,2,0,1,3300.0,2500.0
두릅,2026-05-08,360301,순천,2500.0,2500.0,2500.0,4.0,1,1,0,1,2500.0,2500.0
딸기,2026-05-08,230001,인천남촌,15185.2,22000.0,6500.0,880.0,56,54,2,1,22000.0,3000.0
딸기,2026-05-08,210009,부산반여,8632.1,15800.0,3100.0,243.0,8,8,0,1,15800.0,3100.0
딸기,2026-05-08,230003,인천삼산,3345.8,7000.0,1000.0,107.0,5,5,0,1,7000.0,1000.0
마늘쫑,2026-05-08,220001,대구북부,1346.4,2500.0,1000.0,50600.0,141,135,6,5,15000.0,820.0
마늘쫑,2026-05-08,250001,대전오정,15171.5,46000.0,11300.0,15910.0,48,42,6,2,178800.0,1350.0
마늘쫑,2026-05-08,110001,서울가락,16307.6,60000.0,8000.0,14967.0,72,58,14,3,96000.0,1100.0
마늘쫑,2026-05-08,210001,부산엄궁,10612.9,16200.0,4000.0,9514.0,35,31,4,3,25000.0,2000.0
마늘쫑,2026-05-08,330101,청주,15066.7,16100.0,14000.0,5100.0,25,23,2,2,185000.0,14000.0
마늘쫑,2026-05-08,210009,부산반여,1316.0,2300.0,1150.0,4406.0,63,35,28,1,152000.0,110.0
마늘쫑,2026-05-08,250003,대전노은,15015.1,15600.0,3700.0,2852.5,22,19,3,2,16000.0,2300.0
마늘쫑,2026-05-08,230003,인천삼산,9223.0,18000.0,3200.0,2614.0,25,23,2,3,18000.0,1500.0
마늘쫑,2026-05-08,240001,광주각화,10022.5,15800.0,2000.0,2516.0,68,63,5,3,16000.0,1500.0
마늘쫑,2026-05-08,340101,천안,14948.7,16300.0,3200.0,2329.8,13,10,3,1,18500.0,800.0
마늘쫑,2026-05-08,240004,광주서부,9646.4,15300.0,2000.0,1958.0,100,95,5,3,16800.0,1400.0
마늘쫑,2026-05-08,230001,인천남촌,13048.4,18000.0,5000.0,1884.0,16,14,2,3,20000.0,3600.0
마늘쫑,2026-05-08,370101,포항,1704.5,2180.0,1420.0,1728.0,10,9,1,1,2210.0,1420.0
마늘쫑,2026-05-08,371501,구미,1365.0,8300.0,800.0,1593.0,9,9,0,2,8300.0,800.0
마늘쫑,2026-05-08,320301,강릉,20138.5,22600.0,20000.0,1521.0,7,7,0,1,22600.0,20000.0
마늘쫑,2026-05-08,320201,원주,14142.4,21000.0,13800.0,1128.0,8,8,0,2,21000.0,13800.0
마늘쫑,2026-05-08,110008,서울강서,9319.7,16500.0,1500.0,1119.0,18,17,1,3,16500.0,1200.0
마늘쫑,2026-05-08,330201,충주,16562.5,18000.0,4600.0,1068.0,7,7,0,1,18000.0,4600.0
마늘쫑,2026-05-08,380101,창원팔용,17475.7,18500.0,16000.0,1030.0,13,10,3,2,20000.0,1200.0
마늘쫑,2026-05-08,310101,수원,15905.7,17000.0,15000.0,1018.0,7,7,0,2,17000.0,15000.0
마늘쫑,2026-05-08,310901,안산,12612.0,13800.0,2800.0,1000.0,8,8,0,1,13800.0,2800.0
마늘쫑,2026-05-08,380201,울산,9185.8,19300.0,6100.0,803.2,10,8,2,2,20000.0,6000.0
마늘쫑,2026-05-08,380401,진주,11152.1,13000.0,1800.0,779.4,8,8,0,2,13000.0,1800.0
마늘쫑,2026-05-08,360301,순천,14170.3,20000.0,4200.0,728.0,11,9,2,2,20000.0,800.0
마늘쫑,2026-05-08,350101,전주,6719.2,15000.0,3200.0,671.0,12,10,2,2,20000.0,1500.0
마늘쫑,2026-05-08,310401,안양,13970.4,18000.0,1500.0,540.0,13,13,0,2,18000.0,1500.0
마늘쫑,2026-05-08,311201,구리,2948.4,6000.0,2200.0,504.0,14,11,3,1,23500.0,1800.0
마늘쫑,2026-05-08,350301,익산,5662.6,18500.0,2600.0,262.0,5,5,0,1,18500.0,2600.0
마늘쫑,2026-05-08,380303,창원내서,2688.6,4000.0,1800.0,236.0,11,9,2,1,16000.0,1800.0
마늘쫑,2026-05-08,350402,정읍,20000.0,20000.0,20000.0,136.0,2,2,0,1,20000.0,20000.0
마늘쫑,2026-05-08,320101,춘천,15679.4,20000.0,5310.0,34.0,5,3,2,2,190000.0,5310.0
망고,2026-05-08,240004,광주서부,35683.2,43000.0,25000.0,6045.0,124,122,2,2,52000.0,25000.0
망고,2026-05-08,240001,광주각화,34582.4,37000.0,33000.0,910.0,11,11,0,1,37000.0,33000.0
망고,2026-05-08,330101,청주,40000.0,40000.0,40000.0,805.0,16,16,0,1,40000.0,40000.0
망고,2026-05-08,230001,인천남촌,39160.8,41000.0,38000.0,715.0,10,9,1,1,42000.0,38000.0
망고,2026-05-08,110001,서울가락,121389.6,170000.0,80000.0,598.0,55,54,1,2,170000.0,70000.0
망고,2026-05-08,340101,천안,37225.8,39000.0,33500.0,465.0,7,7,0,2,39000.0,33500.0
망고,2026-05-08,380401,진주,35000.0,35000.0,35000.0,300.0,17,17,0,1,35000.0,35000.0
망고,2026-05-08,310401,안양,39800.0,41000.0,38000.0,250.0,5,5,0,1,41000.0,38000.0
망고,2026-05-08,320201,원주,38000.0,38000.0,38000.0,220.0,10,10,0,1,38000.0,38000.0
망고,2026-05-08,360301,순천,30000.0,30000.0,30000.0,95.0,3,2,1,1,30000.0,1000.0
망고,2026-05-08,380201,울산,52000.0,52000.0,52000.0,80.0,4,4,0,1,52000.0,52000.0
망고,2026-05-08,311201,구리,130000.0,130000.0,130000.0,15.0,1,1,0,1,130000.0,130000.0
망고,2026-05-08,320101,춘천,41000.0,41000.0,41000.0,10.0,2,2,0,1,41000.0,41000.0
망고,2026-05-08,350402,정읍,42000.0,42000.0,42000.0,10.0,1,1,0,1,42000.0,42000.0
방울토마토,2026-05-08,110001,서울가락,11301.5,26000.0,4000.0,26635.0,270,265,5,5,34000.0,2000.0
방울토마토,2026-05-08,220001,대구북부,18156.0,27000.0,7500.0,3478.0,55,53,2,3,28500.0,6500.0
방울토마토,2026-05-08,240004,광주서부,17225.5,24500.0,11200.0,2135.0,29,27,2,1,26000.0,11000.0
방울토마토,2026-05-08,380303,창원내서,8566.4,11100.0,6000.0,1486.0,32,30,2,1,11800.0,4000.0
