product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
감자,2026-05-16,30536.4,38108.6,55000.0,7000.0,201700.0,260,250,10,8,10,3,59000.0,3000.0
고구마,2026-05-16,19514.1,20053.2,30000.0,7000.0,22190.0,65,64,1,2,2,1,31000.0,7000.0
냉동블루베리,2026-05-16,30111.0,29884.1,48000.0,15500.0,28381.9,1989,1826,163,26,62,5,251001.0,2100.0
당근,2026-05-16,19772.8,20087.5,31000.0,7500.0,117440.0,167,158,9,9,13,2,31000.0,2000.0
딸기,2026-05-16,12675.5,14418.6,22000.0,3500.0,986.0,52,49,3,4,4,4,23000.0,2100.0
마늘쫑,2026-05-16,11444.8,11886.9,40000.0,2000.0,31939.3,459,396,63,27,52,3,185000.0,750.0
망고,2026-05-16,61004.5,41110.8,160000.0,18500.0,5724.0,201,198,3,14,19,6,300000.0,15000.0
매실,2026-05-16,3000.0,3000.0,3000.0,3000.0,70.0,1,1,0,1,1,1,3000.0,3000.0
방울토마토,2026-05-16,13187.0,13299.0,42000.0,4000.0,35740.0,394,385,9,11,16,4,51000.0,2000.0
복숭아,2026-05-16,50000.0,50000.0,50000.0,50000.0,3.0,1,1,0,1,1,1,50000.0,50000.0
블루베리,2026-05-16,30111.0,29884.1,48000.0,15500.0,28381.9,1989,1826,163,26,62,5,251001.0,2100.0
사과,2026-05-16,47361.9,58671.9,102000.0,25600.0,1670.0,23,21,2,2,2,1,120000.0,10500.0
산딸기,2026-05-16,26533.6,29914.4,55000.0,6000.0,3084.3,227,220,7,12,27,4,65000.0,3000.0
수박,2026-05-16,20822.6,21547.8,45000.0,6000.0,389926.0,1044,1015,29,14,21,18,53000.0,2000.0
아스파라거스,2026-05-16,5900.0,7791.8,9000.0,4500.0,24.5,4,4,0,2,2,2,9000.0,4500.0
양파,2026-05-16,7819.8,8340.3,12600.0,2200.0,1093405.5,863,848,15,21,34,9,27500.0,600.0
오이,2026-05-16,20000.0,20000.0,20000.0,20000.0,45.0,1,1,0,1,1,1,20000.0,20000.0
참외,2026-05-16,28022.2,30627.0,48000.0,11000.0,159325.0,3000,2946,54,8,14,6,52500.0,5000.0
참외10kg,2026-05-16,28022.2,30627.0,48000.0,11000.0,159325.0,3000,2946,54,8,14,6,52500.0,5000.0
체리,2026-05-16,80000.0,84885.1,95000.0,50000.0,435.0,17,16,1,3,3,2,95000.0,20000.0
카라향,2026-05-16,13566.2,15934.9,40000.0,3300.0,22078.4,210,204,6,12,20,3,53000.0,100.0
토마토,2026-05-16,10161.0,11399.5,27000.0,2000.0,279239.0,3168,3129,39,24,42,10,600000.0,1000.0
