product_name,period,search_ratio,search_keywords
bnr17유산균,2026-04-19,4.11258,bnr17유산균
bnr17유산균,2026-04-20,4.02206,bnr17유산균
bnr17유산균,2026-04-21,3.09297,bnr17유산균
bnr17유산균,2026-04-22,1.61053,bnr17유산균
bnr17유산균,2026-04-23,2.82996,bnr17유산균
bnr17유산균,2026-04-24,4.40975,bnr17유산균
bnr17유산균,2026-04-25,2.54303,bnr17유산균
bnr17유산균,2026-04-26,3.32866,bnr17유산균
bnr17유산균,2026-04-27,3.06906,bnr17유산균
bnr17유산균,2026-04-28,3.2723,bnr17유산균
bnr17유산균,2026-04-29,2.37566,bnr17유산균
bnr17유산균,2026-04-30,2.19975,bnr17유산균
bnr17유산균,2026-05-01,4.40633,bnr17유산균
bnr17유산균,2026-05-02,3.24668,bnr17유산균
cca주스,2026-04-19,11.32802,cca주스
cca주스,2026-04-20,13.30593,cca주스
cca주스,2026-04-21,11.30233,cca주스
cca주스,2026-04-22,10.04366,cca주스
cca주스,2026-04-23,12.58669,cca주스
cca주스,2026-04-24,9.35011,cca주스
cca주스,2026-04-25,9.68404,cca주스
cca주스,2026-04-26,11.07115,cca주스
cca주스,2026-04-27,11.94451,cca주스
cca주스,2026-04-28,11.45646,cca주스
cca주스,2026-04-29,11.63627,cca주스
cca주스,2026-04-30,9.60698,cca주스
cca주스,2026-05-01,10.06935,cca주스
cca주스,2026-05-02,10.58309,cca주스
la갈비,2026-04-19,20.10079,la갈비
la갈비,2026-04-20,20.12017,la갈비
la갈비,2026-04-21,22.40744,la갈비
la갈비,2026-04-22,22.01977,la갈비
la갈비,2026-04-23,19.05408,la갈비
la갈비,2026-04-24,18.60825,la갈비
la갈비,2026-04-25,18.49195,la갈비
la갈비,2026-04-26,22.23299,la갈비
la갈비,2026-04-27,25.91587,la갈비
la갈비,2026-04-28,24.59779,la갈비
la갈비,2026-04-29,23.12463,la갈비
la갈비,2026-04-30,21.26381,la갈비
