product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
고구마,2026-05-08,20918.7,22378.6,33500.0,10000.0,28850.0,143,139,4,3,3,2,35000.0,8500.0
냉동블루베리,2026-05-08,31406.6,31804.9,51500.0,16000.0,18899.5,1460,1346,114,25,60,5,65000.0,1800.0
당근,2026-05-08,23427.3,23610.9,35000.0,6000.0,293550.0,345,333,12,16,29,5,40000.0,1100.0
두릅,2026-05-08,9254.0,8820.3,26000.0,2000.0,2387.4,170,163,7,12,20,4,31000.0,1200.0
딸기,2026-05-08,14263.1,13773.7,22000.0,4500.0,1128.0,69,65,4,3,3,3,22000.0,1000.0
마늘쫑,2026-05-08,10902.3,12832.1,32000.0,1800.0,85532.5,806,583,223,31,61,4,190000.0,110.0
망고,2026-05-08,52696.6,41400.6,150000.0,25000.0,10657.0,266,262,4,14,17,4,170000.0,1000.0
방울토마토,2026-05-08,11914.6,12170.7,27000.0,4000.0,37022.0,434,425,9,12,19,4,35000.0,2000.0
복숭아,2026-05-08,16600.0,16600.0,16600.0,16600.0,1.5,1,1,0,1,1,1,16600.0,16600.0
블루베리,2026-05-08,31406.6,31804.9,51500.0,16000.0,18899.5,1460,1346,114,25,60,5,65000.0,1800.0
사과,2026-05-08,65857.1,76854.2,83000.0,45000.0,960.0,10,7,3,1,1,1,83000.0,4100.0
산딸기,2026-05-08,30223.1,33747.8,68000.0,8500.0,2890.1,204,197,7,12,24,4,83000.0,4000.0
수박,2026-05-08,22722.2,23476.2,52500.0,5600.0,295307.0,965,937,28,16,23,15,222000.0,3000.0
아보카도,2026-05-08,21866.7,21768.0,28800.0,19000.0,681.0,10,9,1,4,5,2,28800.0,1000.0
양파,2026-05-08,7893.8,8136.1,13000.0,2300.0,1081339.5,819,798,21,22,37,9,22050.0,800.0
오렌지,2026-05-08,61916.7,61142.9,69000.0,56500.0,525.0,6,6,0,1,1,1,69000.0,56500.0
오이,2026-05-08,21500.0,21500.0,21500.0,21500.0,130.0,1,1,0,1,1,1,21500.0,21500.0
참외,2026-05-08,27743.2,30113.3,48200.0,11000.0,189102.0,3320,3252,68,9,15,5,62500.0,3000.0
참외10kg,2026-05-08,27743.2,30113.3,48200.0,11000.0,189102.0,3320,3252,68,9,15,5,62500.0,3000.0
천혜향,2026-05-08,43250.0,47123.4,71000.0,12000.0,3891.0,29,28,1,3,3,3,72000.0,12000.0
체리,2026-05-08,113983.3,118981.4,137000.0,63000.0,1345.0,62,60,2,9,10,3,138000.0,35000.0
취나물,2026-05-08,14757.4,13556.6,41000.0,5000.0,27931.0,546,529,17,27,53,6,62500.0,340.0
카라향,2026-05-08,17790.3,19694.5,46000.0,4000.0,41701.0,337,329,8,18,28,5,60000.0,3000.0
키위,2026-05-08,43271.8,42108.2,57000.0,28000.0,27742.3,152,149,3,15,20,8,59000.0,17000.0
토마토,2026-05-08,11178.1,11083.3,28700.0,3500.0,334503.0,3832,3755,77,27,47,11,1230001.0,2000.0
햇감자,2026-05-08,46024.9,50894.3,70000.0,13000.0,171190.0,282,277,5,10,12,3,70000.0,2000.0
