product_name,period,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-27,34.91461,bnr17유산균
bnr17유산균,2026-04-28,40.98671,bnr17유산균
bnr17유산균,2026-04-29,39.08918,bnr17유산균
bnr17유산균,2026-04-30,37.00189,bnr17유산균
bnr17유산균,2026-05-01,42.69449,bnr17유산균
bnr17유산균,2026-05-02,31.6888,bnr17유산균
bnr17유산균,2026-05-03,52.37191,bnr17유산균
bnr17유산균,2026-05-04,27.51423,bnr17유산균
bnr17유산균,2026-05-05,48.7666,bnr17유산균
bnr17유산균,2026-05-06,42.69449,bnr17유산균
bnr17유산균,2026-05-07,44.97153,bnr17유산균
bnr17유산균,2026-05-08,38.70967,bnr17유산균
bnr17유산균,2026-05-09,49.14611,bnr17유산균
bnr17유산균,2026-05-10,68.31119,bnr17유산균
cca주스,2026-04-27,87.87878,cca주스
cca주스,2026-04-28,80.30303,cca주스
cca주스,2026-04-29,93.93939,cca주스
cca주스,2026-04-30,74.24242,cca주스
cca주스,2026-05-01,79.16666,cca주스
cca주스,2026-05-02,82.57575,cca주스
cca주스,2026-05-03,87.5,cca주스
cca주스,2026-05-04,65.90909,cca주스
cca주스,2026-05-05,70.07575,cca주스
cca주스,2026-05-06,77.27272,cca주스
cca주스,2026-05-07,73.10606,cca주스
cca주스,2026-05-08,79.92424,cca주스
cca주스,2026-05-09,53.0303,cca주스
cca주스,2026-05-10,78.0303,cca주스
la갈비,2026-04-27,100,la갈비
la갈비,2026-04-28,74.86187,la갈비
la갈비,2026-04-29,83.9779,la갈비
la갈비,2026-04-30,41.98895,la갈비
la갈비,2026-05-01,25.96685,la갈비
la갈비,2026-05-02,45.58011,la갈비
la갈비,2026-05-03,49.17127,la갈비
la갈비,2026-05-04,59.94475,la갈비
la갈비,2026-05-05,76.79558,la갈비
la갈비,2026-05-06,87.8453,la갈비
la갈비,2026-05-07,76.24309,la갈비
la갈비,2026-05-08,44.75138,la갈비
la갈비,2026-05-09,45.02762,la갈비
la갈비,2026-05-10,63.53591,la갈비
간장게장,2026-04-27,71.3355,간장게장
간장게장,2026-04-28,77.52442,간장게장
간장게장,2026-04-29,69.3811,간장게장
간장게장,2026-04-30,70.03257,간장게장
간장게장,2026-05-01,49.5114,간장게장
간장게장,2026-05-02,56.35179,간장게장
간장게장,2026-05-03,70.03257,간장게장
간장게장,2026-05-04,54.39739,간장게장
간장게장,2026-05-05,60.26058,간장게장
간장게장,2026-05-06,94.1368,간장게장
간장게장,2026-05-07,100,간장게장
간장게장,2026-05-08,81.75895,간장게장
간장게장,2026-05-09,54.72312,간장게장
간장게장,2026-05-10,60.26058,간장게장
감자,2026-04-27,91.48211,감자
감자,2026-04-28,100,감자
감자,2026-04-29,79.38671,감자
감자,2026-04-30,64.05451,감자
감자,2026-05-01,62.01022,감자
감자,2026-05-02,67.63202,감자
감자,2026-05-03,69.84667,감자
감자,2026-05-04,77.68313,감자
감자,2026-05-05,83.30494,감자
감자,2026-05-06,82.79386,감자
감자,2026-05-07,87.39352,감자
감자,2026-05-08,70.69846,감자
감자,2026-05-09,71.72061,감자
감자,2026-05-10,70.18739,감자
갑오징어,2026-04-27,76.17866,갑오징어
갑오징어,2026-04-28,66.74937,갑오징어
갑오징어,2026-04-29,51.11662,갑오징어
갑오징어,2026-04-30,47.39454,갑오징어
갑오징어,2026-05-01,44.91315,갑오징어
갑오징어,2026-05-02,43.17617,갑오징어
갑오징어,2026-05-03,56.32754,갑오징어
갑오징어,2026-05-04,51.11662,갑오징어
갑오징어,2026-05-05,53.59801,갑오징어
갑오징어,2026-05-06,63.27543,갑오징어
갑오징어,2026-05-07,57.56823,갑오징어
갑오징어,2026-05-08,60.79404,갑오징어
갑오징어,2026-05-09,46.89826,갑오징어
갑오징어,2026-05-10,54.34243,갑오징어
검은콩두유,2026-04-27,59.87261,검은콩두유
검은콩두유,2026-04-28,64.01273,검은콩두유
검은콩두유,2026-04-29,55.41401,검은콩두유
검은콩두유,2026-04-30,49.36305,검은콩두유
검은콩두유,2026-05-01,49.68152,검은콩두유
검은콩두유,2026-05-02,45.5414,검은콩두유
검은콩두유,2026-05-03,63.05732,검은콩두유
검은콩두유,2026-05-04,57.00636,검은콩두유
검은콩두유,2026-05-05,55.09554,검은콩두유
검은콩두유,2026-05-06,63.37579,검은콩두유
검은콩두유,2026-05-07,63.69426,검은콩두유
검은콩두유,2026-05-08,63.37579,검은콩두유
검은콩두유,2026-05-09,47.13375,검은콩두유
검은콩두유,2026-05-10,69.10828,검은콩두유
견과류,2026-04-27,92.09183,견과류
견과류,2026-04-28,84.94897,견과류
견과류,2026-04-29,75,견과류
견과류,2026-04-30,69.64285,견과류
견과류,2026-05-01,52.04081,견과류
견과류,2026-05-02,48.21428,견과류
견과류,2026-05-03,77.80612,견과류
견과류,2026-05-04,50.5102,견과류
견과류,2026-05-05,63.77551,견과류
견과류,2026-05-06,64.03061,견과류
견과류,2026-05-07,69.89795,견과류
견과류,2026-05-08,47.70408,견과류
견과류,2026-05-09,61.98979,견과류
견과류,2026-05-10,64.03061,견과류
계란,2026-04-27,88.79003,계란
계란,2026-04-28,73.3096,계란
계란,2026-04-29,59.60854,계란
계란,2026-04-30,62.45551,계란
계란,2026-05-01,42.52669,계란
계란,2026-05-02,45.01779,계란
계란,2026-05-03,66.3701,계란
계란,2026-05-04,84.1637,계란
계란,2026-05-05,65.12455,계란
계란,2026-05-06,82.56227,계란
계란,2026-05-07,82.74021,계란
계란,2026-05-08,62.09964,계란
계란,2026-05-09,46.61921,계란
계란,2026-05-10,67.79359,계란
고구마,2026-04-27,100,고구마
고구마,2026-04-28,83.41836,고구마
고구마,2026-04-29,85.96938,고구마
고구마,2026-04-30,71.17346,고구마
고구마,2026-05-01,65.05102,고구마
고구마,2026-05-02,52.55102,고구마
