product_name,period,shopping_ratio,shopping_keywords
1등급한우,2026-04-25,2.64227,1등급한우
1등급한우,2026-04-26,8.94308,1등급한우
1등급한우,2026-04-27,6.09756,1등급한우
1등급한우,2026-04-28,4.47154,1등급한우
1등급한우,2026-04-29,2.64227,1등급한우
1등급한우,2026-04-30,2.84552,1등급한우
1등급한우,2026-05-01,3.25203,1등급한우
1등급한우,2026-05-02,3.04878,1등급한우
1등급한우,2026-05-03,2.43902,1등급한우
1등급한우,2026-05-04,4.26829,1등급한우
1등급한우,2026-05-05,6.50406,1등급한우
1등급한우,2026-05-06,6.91056,1등급한우
1등급한우,2026-05-07,36.17886,1등급한우
1등급한우,2026-05-08,41.26016,1등급한우
bnr17유산균,2026-04-25,28.54609,bnr17유산균
bnr17유산균,2026-04-26,86.87943,bnr17유산균
bnr17유산균,2026-04-27,32.62411,bnr17유산균
bnr17유산균,2026-04-28,38.29787,bnr17유산균
bnr17유산균,2026-04-29,36.52482,bnr17유산균
bnr17유산균,2026-04-30,34.57446,bnr17유산균
bnr17유산균,2026-05-01,39.89361,bnr17유산균
bnr17유산균,2026-05-02,29.60992,bnr17유산균
bnr17유산균,2026-05-03,48.93617,bnr17유산균
bnr17유산균,2026-05-04,25.70921,bnr17유산균
bnr17유산균,2026-05-05,45.56737,bnr17유산균
bnr17유산균,2026-05-06,39.89361,bnr17유산균
bnr17유산균,2026-05-07,42.02127,bnr17유산균
bnr17유산균,2026-05-08,36.17021,bnr17유산균
cca주스,2026-04-25,25.62277,cca주스
cca주스,2026-04-26,84.6975,cca주스
cca주스,2026-04-27,41.28113,cca주스
cca주스,2026-04-28,37.72241,cca주스
cca주스,2026-04-29,44.12811,cca주스
cca주스,2026-04-30,34.87544,cca주스
cca주스,2026-05-01,37.18861,cca주스
cca주스,2026-05-02,38.79003,cca주스
cca주스,2026-05-03,41.1032,cca주스
cca주스,2026-05-04,30.96085,cca주스
cca주스,2026-05-05,32.91814,cca주스
cca주스,2026-05-06,36.29893,cca주스
cca주스,2026-05-07,34.34163,cca주스
cca주스,2026-05-08,37.54448,cca주스
mbp,2026-04-25,33.42245,mbp
mbp,2026-04-26,100,mbp
mbp,2026-04-27,48.93048,mbp
mbp,2026-04-28,39.83957,mbp
mbp,2026-04-29,41.71122,mbp
mbp,2026-04-30,35.82887,mbp
mbp,2026-05-01,48.93048,mbp
mbp,2026-05-02,53.47593,mbp
mbp,2026-05-03,53.47593,mbp
mbp,2026-05-04,11.22994,mbp
mbp,2026-05-05,39.03743,mbp
mbp,2026-05-06,47.59358,mbp
mbp,2026-05-07,45.72192,mbp
mbp,2026-05-08,52.94117,mbp
간장게장,2026-04-25,28.80952,간장게장
간장게장,2026-04-26,65.23809,간장게장
간장게장,2026-04-27,52.14285,간장게장
간장게장,2026-04-28,56.66666,간장게장
간장게장,2026-04-29,50.71428,간장게장
간장게장,2026-04-30,51.19047,간장게장
간장게장,2026-05-01,36.19047,간장게장
간장게장,2026-05-02,41.19047,간장게장
간장게장,2026-05-03,51.19047,간장게장
간장게장,2026-05-04,39.7619,간장게장
간장게장,2026-05-05,44.04761,간장게장
간장게장,2026-05-06,68.80952,간장게장
간장게장,2026-05-07,73.09523,간장게장
간장게장,2026-05-08,59.7619,간장게장
갈비탕,2026-04-25,13.84364,갈비탕
갈비탕,2026-04-26,28.01302,갈비탕
갈비탕,2026-04-27,32.73615,갈비탕
갈비탕,2026-04-28,24.2671,갈비탕
갈비탕,2026-04-29,25.08143,갈비탕
갈비탕,2026-04-30,22.14983,갈비탕
갈비탕,2026-05-01,17.9153,갈비탕
갈비탕,2026-05-02,17.75244,갈비탕
갈비탕,2026-05-03,28.66449,갈비탕
갈비탕,2026-05-04,32.73615,갈비탕
갈비탕,2026-05-05,30.29315,갈비탕
갈비탕,2026-05-06,42.18241,갈비탕
갈비탕,2026-05-07,32.57328,갈비탕
갈비탕,2026-05-08,30.94462,갈비탕
갑오징어,2026-04-25,22.28682,갑오징어
갑오징어,2026-04-26,61.24031,갑오징어
갑오징어,2026-04-27,59.49612,갑오징어
갑오징어,2026-04-28,52.13178,갑오징어
갑오징어,2026-04-29,39.92248,갑오징어
갑오징어,2026-04-30,37.0155,갑오징어
갑오징어,2026-05-01,35.07751,갑오징어
갑오징어,2026-05-02,33.72093,갑오징어
갑오징어,2026-05-03,43.99224,갑오징어
갑오징어,2026-05-04,39.92248,갑오징어
갑오징어,2026-05-05,41.86046,갑오징어
갑오징어,2026-05-06,49.4186,갑오징어
갑오징어,2026-05-07,44.96124,갑오징어
갑오징어,2026-05-08,47.48062,갑오징어
검은콩두유,2026-04-25,35.82887,검은콩두유
검은콩두유,2026-04-26,95.72192,검은콩두유
검은콩두유,2026-04-27,50.26737,검은콩두유
검은콩두유,2026-04-28,53.74331,검은콩두유
검은콩두유,2026-04-29,46.52406,검은콩두유
검은콩두유,2026-04-30,41.44385,검은콩두유
검은콩두유,2026-05-01,41.71122,검은콩두유
검은콩두유,2026-05-02,38.23529,검은콩두유
검은콩두유,2026-05-03,52.94117,검은콩두유
검은콩두유,2026-05-04,47.86096,검은콩두유
검은콩두유,2026-05-05,46.25668,검은콩두유
검은콩두유,2026-05-06,53.20855,검은콩두유
검은콩두유,2026-05-07,53.47593,검은콩두유
검은콩두유,2026-05-08,53.20855,검은콩두유
견과류,2026-04-25,36.15635,견과류
견과류,2026-04-26,100,견과류
견과류,2026-04-27,58.79478,견과류
견과류,2026-04-28,54.23452,견과류
견과류,2026-04-29,47.88273,견과류
견과류,2026-04-30,44.46254,견과류
견과류,2026-05-01,33.22475,견과류
견과류,2026-05-02,30.78175,견과류
견과류,2026-05-03,49.67426,견과류
견과류,2026-05-04,32.24755,견과류
견과류,2026-05-05,40.71661,견과류
견과류,2026-05-06,40.87947,견과류
