product_name,auction_date,avg_auction_price,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,corp_count,variety_count,raw_high_price,raw_low_price
가죽나물,2026-05-01,4963.4,4864.1,12000.0,1500.0,643.2,60,56,4,14,19,4,80000.0,1000.0
감자,2026-05-01,57925.3,64402.4,80000.0,17000.0,181033.0,259,249,10,7,9,3,228500.0,2000.0
고구마,2026-05-01,21732.4,21809.6,34200.0,11000.0,34760.0,175,170,5,4,5,2,34200.0,1500.0
냉동블루베리,2026-05-01,34304.9,34766.2,65000.0,18000.0,19042.5,1396,1263,133,27,60,5,75000.0,1800.0
당근,2026-05-01,25481.0,26672.5,35500.0,6000.0,213582.0,261,253,8,13,20,4,40000.0,2500.0
두릅,2026-05-01,9859.8,10119.9,40000.0,2000.0,2883.0,396,384,12,18,30,8,60000.0,1000.0
마늘쫑,2026-05-01,8082.7,8560.4,22600.0,1200.0,140900.4,784,726,58,28,58,4,175000.0,400.0
망고,2026-05-01,60607.4,34186.6,170000.0,18000.0,12409.0,191,189,2,10,12,4,190000.0,18000.0
블루베리,2026-05-01,34304.9,34766.2,65000.0,18000.0,19042.5,1396,1263,133,27,60,5,75000.0,1800.0
사과,2026-05-01,37955.6,40609.2,82200.0,13000.0,6980.0,65,63,2,3,3,1,100000.0,10000.0
산딸기,2026-05-01,30748.5,31379.2,48500.0,9500.0,2402.5,203,196,7,13,26,4,58000.0,6000.0
수박,2026-05-01,23489.8,24725.3,50000.0,6000.0,286240.0,1026,1000,26,19,25,16,59000.0,2000.0
아몬드,2026-05-01,24000.0,26833.3,32500.0,15500.0,3.0,2,2,0,1,1,1,32500.0,15500.0
양파,2026-05-01,7809.8,8080.6,15900.0,2000.0,955651.5,704,681,23,22,35,9,17000.0,600.0
오이,2026-05-01,20500.0,20500.0,21000.0,20000.0,200.0,2,2,0,1,1,1,21000.0,20000.0
참외,2026-05-01,46359.4,49866.9,66000.0,24500.0,144099.0,2825,2758,67,8,13,5,72200.0,6000.0
참외10kg,2026-05-01,46359.4,49866.9,66000.0,24500.0,144099.0,2825,2758,67,8,13,5,72200.0,6000.0
청국장,2026-05-01,26367.5,40431.1,53000.0,11850.0,211.4,8,8,0,3,4,2,53000.0,11850.0
체리,2026-05-01,116900.0,116622.3,130000.0,60000.0,940.0,48,48,0,9,10,3,130000.0,60000.0
취나물,2026-05-01,17392.1,16225.2,46000.0,7000.0,25983.0,487,475,12,22,46,8,69000.0,500.0
카라향,2026-05-01,19936.3,21897.4,50100.0,5000.0,43752.0,359,350,9,19,33,5,60000.0,2000.0
키위,2026-05-01,42492.2,41571.8,58000.0,16000.0,12176.9,172,166,6,13,18,6,63000.0,1000.0
토마토,2026-05-01,10813.9,11001.7,29000.0,3000.0,330291.0,4130,4061,69,27,48,12,57000.0,0.0
