date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-05-04,pm,rising,naver_top200,김치,김치,26,21-50,110.0,84.0,up,▲ 84단계,N,N,2026-05-03,pm,110.0,1.0,7,12,12,26,170,134.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"김치은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 26위이며, 최근 7일 중 7일 등장했습니다.",processed,김치/절임,가공식품,N,,반찬_가공식품
2026-05-04,pm,rising,naver_top200,토마토,토마토,27,21-50,79.0,52.0,up,▲ 52단계,N,N,2026-05-03,pm,79.0,1.0,7,12,12,26,137,35.0,NAVER_RISING_FAST,100.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"토마토은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 27위이며, 최근 7일 중 7일 등장했습니다.",agri,과채류,농산물,N,,21~50_전량수집
2026-05-04,pm,rising,naver_top200,가죽나물,가죽나물,67,51-100,156.0,89.0,up,▲ 89단계,N,N,2026-05-03,pm,156.0,1.0,7,12,12,47,167,86.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,WARMING,high,관찰 강화,"가죽나물은 관심 형성 구간에 있는 후보입니다. 현재 67위이며, 순위 변화는 ▲ 89단계입니다.",agri,엽채/나물,agri,N,,Top200_확장후보
2026-05-04,pm,rising,naver_top200,멍게,멍게,86,51-100,195.0,109.0,up,▲ 109단계,N,N,2026-05-03,pm,195.0,1.0,7,11,9,60,195,69.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 9일 연속 등장,WARMING,high,관찰 강화,"멍게은 관심 형성 구간에 있는 후보입니다. 현재 86위이며, 순위 변화는 ▲ 109단계입니다.",seafood,갑각류,수산물,N,,Top200_확장후보
2026-05-04,pm,rising,naver_top200,모짜렐라치즈,모짜렐라치즈,93,51-100,167.0,74.0,up,▲ 74단계,N,N,2026-05-03,pm,167.0,1.0,7,11,11,93,198,69.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 11일 연속 등장,WARMING,high,관찰 강화,"모짜렐라치즈은 관심 형성 구간에 있는 후보입니다. 현재 93위이며, 순위 변화는 ▲ 74단계입니다.",ingredient,유제품원료,가공식품,N,,유제품
2026-05-04,pm,rising,naver_top200,화과자,화과자,56,51-100,107.0,51.0,up,▲ 51단계,N,N,2026-05-03,pm,107.0,1.0,7,12,12,52,161,45.0,NAVER_WARMING_FAST,88.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,WARMING,high,관찰 강화,"화과자은 관심 형성 구간에 있는 후보입니다. 현재 56위이며, 순위 변화는 ▲ 51단계입니다.",dessert,과자/간식,가공식품,N,,디저트/떡
2026-05-04,pm,rising,naver_top200,전복,전복,75,51-100,119.0,44.0,up,▲ 44단계,N,N,2026-05-03,pm,119.0,1.0,7,12,12,35,136,61.0,NAVER_WARMING_FAST,87.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,WARMING,high,관찰 강화,"전복은 관심 형성 구간에 있는 후보입니다. 현재 75위이며, 순위 변화는 ▲ 44단계입니다.",seafood,패류,수산물,N,,Top200_확장후보
2026-05-04,pm,rising,naver_top200,계란,계란,21,21-50,39.0,18.0,up,▲ 18단계,N,N,2026-05-03,pm,39.0,1.0,7,10,7,21,78,46.0,NAVER_RISING_FAST,86.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 7일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"계란은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 21위이며, 최근 7일 중 7일 등장했습니다.",meat,계란,가공식품,N,,축산_가공식품
2026-05-04,pm,rising,naver_top200,수향미,수향미,69,51-100,101.0,32.0,up,▲ 32단계,N,N,2026-05-03,pm,101.0,1.0,6,11,4,69,182,64.0,NAVER_WARMING_FAST,83.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 4일 연속 등장,WARMING,high,관찰 강화,"수향미은 관심 형성 구간에 있는 후보입니다. 현재 69위이며, 순위 변화는 ▲ 32단계입니다.",grain,쌀,농산물,N,,농산_가공식품
2026-05-04,pm,rising,naver_top200,닭다리살,닭다리살,97,51-100,145.0,48.0,up,▲ 48단계,N,N,2026-05-03,pm,145.0,1.0,7,12,12,79,182,38.0,NAVER_WARMING_FAST,83.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,WARMING,high,관찰 강화,"닭다리살은 관심 형성 구간에 있는 후보입니다. 현재 97위이며, 순위 변화는 ▲ 48단계입니다.",meat,닭고기,축산물,N,,Top200_확장후보
2026-05-04,pm,rising,naver_top200,두쫀쿠,두바이쫀득쿠키,87,51-100,112.0,25.0,up,▲ 25단계,N,N,2026-05-03,pm,112.0,1.0,7,12,12,73,179,92.0,NAVER_WARMING_FAST,82.0,중위권 관심 형성 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 12일 연속 등장,WARMING,high,관찰 강화,"두쫀쿠은 관심 형성 구간에 있는 후보입니다. 현재 87위이며, 순위 변화는 ▲ 25단계입니다.",dessert,베이커리/디저트,가공식품,N,,디저트/떡
2026-05-04,pm,rising,naver_top200,오이,오이,30,21-50,42.0,12.0,up,▲ 12단계,N,N,2026-05-03,pm,42.0,1.0,7,12,12,25,51,14.0,NAVER_RISING,78.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 12일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"오이은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 30위이며, 최근 7일 중 7일 등장했습니다.",agri,과채류,농산물,N,,21~50_전량수집
