product_name,period,shopping_ratio,shopping_keywords
bnr17유산균,2026-05-08,55.7377,bnr17유산균
bnr17유산균,2026-05-09,70.76502,bnr17유산균
bnr17유산균,2026-05-10,98.36065,bnr17유산균
bnr17유산균,2026-05-11,66.93989,bnr17유산균
bnr17유산균,2026-05-12,68.85245,bnr17유산균
bnr17유산균,2026-05-13,69.67213,bnr17유산균
bnr17유산균,2026-05-14,49.45355,bnr17유산균
bnr17유산균,2026-05-15,77.3224,bnr17유산균
bnr17유산균,2026-05-16,70.76502,bnr17유산균
bnr17유산균,2026-05-17,100,bnr17유산균
bnr17유산균,2026-05-18,47.8142,bnr17유산균
bnr17유산균,2026-05-19,60.38251,bnr17유산균
bnr17유산균,2026-05-20,68.85245,bnr17유산균
bnr17유산균,2026-05-21,68.57923,bnr17유산균
cca주스,2026-05-08,68.50649,cca주스
cca주스,2026-05-09,45.45454,cca주스
cca주스,2026-05-10,66.88311,cca주스
cca주스,2026-05-11,52.92207,cca주스
cca주스,2026-05-12,62.33766,cca주스
cca주스,2026-05-13,90.58441,cca주스
cca주스,2026-05-14,72.40259,cca주스
cca주스,2026-05-15,58.11688,cca주스
cca주스,2026-05-16,68.50649,cca주스
cca주스,2026-05-17,59.74025,cca주스
cca주스,2026-05-18,65.58441,cca주스
cca주스,2026-05-19,61.68831,cca주스
cca주스,2026-05-20,57.7922,cca주스
cca주스,2026-05-21,74.02597,cca주스
kbo빼빼로,2026-05-08,22.67657,kbo빼빼로
kbo빼빼로,2026-05-09,18.21561,kbo빼빼로
kbo빼빼로,2026-05-10,25.65055,kbo빼빼로
kbo빼빼로,2026-05-11,76.95167,kbo빼빼로
kbo빼빼로,2026-05-12,50.18587,kbo빼빼로
kbo빼빼로,2026-05-13,47.21189,kbo빼빼로
kbo빼빼로,2026-05-14,68.40148,kbo빼빼로
kbo빼빼로,2026-05-15,64.31226,kbo빼빼로
kbo빼빼로,2026-05-16,64.31226,kbo빼빼로
kbo빼빼로,2026-05-17,42.75092,kbo빼빼로
kbo빼빼로,2026-05-18,45.35315,kbo빼빼로
kbo빼빼로,2026-05-19,44.98141,kbo빼빼로
kbo빼빼로,2026-05-20,78.06691,kbo빼빼로
kbo빼빼로,2026-05-21,64.68401,kbo빼빼로
la갈비,2026-05-08,35.76158,la갈비
la갈비,2026-05-09,35.98233,la갈비
la갈비,2026-05-10,50.77262,la갈비
la갈비,2026-05-11,66.00441,la갈비
la갈비,2026-05-12,65.78366,la갈비
la갈비,2026-05-13,42.8256,la갈비
la갈비,2026-05-14,43.04635,la갈비
