product_name,period,shopping_ratio,shopping_keywords
bnr17유산균,2026-04-22,24.19871,bnr17유산균
bnr17유산균,2026-04-23,21.47435,bnr17유산균
bnr17유산균,2026-04-24,43.58974,bnr17유산균
bnr17유산균,2026-04-25,25.80128,bnr17유산균
bnr17유산균,2026-04-26,78.52564,bnr17유산균
bnr17유산균,2026-04-27,29.48717,bnr17유산균
bnr17유산균,2026-04-28,34.61538,bnr17유산균
bnr17유산균,2026-04-29,33.01282,bnr17유산균
bnr17유산균,2026-04-30,31.25,bnr17유산균
bnr17유산균,2026-05-01,36.05769,bnr17유산균
bnr17유산균,2026-05-02,26.76282,bnr17유산균
bnr17유산균,2026-05-03,44.23076,bnr17유산균
bnr17유산균,2026-05-04,23.23717,bnr17유산균
bnr17유산균,2026-05-05,41.18589,bnr17유산균
cca주스,2026-04-22,42.64705,cca주스
cca주스,2026-04-23,39.07563,cca주스
cca주스,2026-04-24,43.90756,cca주스
cca주스,2026-04-25,30.2521,cca주스
cca주스,2026-04-26,100,cca주스
cca주스,2026-04-27,48.73949,cca주스
cca주스,2026-04-28,44.53781,cca주스
cca주스,2026-04-29,52.10084,cca주스
cca주스,2026-04-30,41.17647,cca주스
cca주스,2026-05-01,43.90756,cca주스
cca주스,2026-05-02,45.79831,cca주스
cca주스,2026-05-03,48.52941,cca주스
cca주스,2026-05-04,36.55462,cca주스
cca주스,2026-05-05,38.86554,cca주스
la갈비,2026-04-22,44.1767,la갈비
la갈비,2026-04-23,30.12048,la갈비
la갈비,2026-04-24,40.56224,la갈비
la갈비,2026-04-25,37.14859,la갈비
la갈비,2026-04-26,79.11646,la갈비
la갈비,2026-04-27,72.69076,la갈비
la갈비,2026-04-28,54.41767,la갈비
la갈비,2026-04-29,61.04417,la갈비
la갈비,2026-04-30,30.52208,la갈비
la갈비,2026-05-01,18.8755,la갈비
la갈비,2026-05-02,33.13253,la갈비
la갈비,2026-05-03,35.74297,la갈비
la갈비,2026-05-04,43.57429,la갈비
la갈비,2026-05-05,55.82329,la갈비
간장게장,2026-04-22,39.70588,간장게장
간장게장,2026-04-23,32.98319,간장게장
간장게장,2026-04-24,45.16806,간장게장
간장게장,2026-04-25,25.42016,간장게장
간장게장,2026-04-26,57.56302,간장게장
간장게장,2026-04-27,46.0084,간장게장
간장게장,2026-04-28,50,간장게장
간장게장,2026-04-29,44.74789,간장게장
간장게장,2026-04-30,45.16806,간장게장
간장게장,2026-05-01,31.93277,간장게장
간장게장,2026-05-02,36.34453,간장게장
간장게장,2026-05-03,45.16806,간장게장
간장게장,2026-05-04,35.08403,간장게장
간장게장,2026-05-05,38.86554,간장게장
갈비탕,2026-04-22,44.52736,갈비탕
갈비탕,2026-04-23,39.55223,갈비탕
갈비탕,2026-04-24,24.87562,갈비탕
갈비탕,2026-04-25,21.14427,갈비탕
갈비탕,2026-04-26,42.78606,갈비탕
갈비탕,2026-04-27,50,갈비탕
갈비탕,2026-04-28,37.06467,갈비탕
갈비탕,2026-04-29,38.30845,갈비탕
갈비탕,2026-04-30,33.83084,갈비탕
갈비탕,2026-05-01,27.36318,갈비탕
갈비탕,2026-05-02,27.11442,갈비탕
갈비탕,2026-05-03,43.78109,갈비탕
갈비탕,2026-05-04,50,갈비탕
갈비탕,2026-05-05,46.26865,갈비탕
감자,2026-04-22,52.53759,감자
감자,2026-04-23,40.03759,감자
감자,2026-04-24,34.77443,감자
감자,2026-04-25,30.35714,감자
감자,2026-04-26,89.28571,감자
감자,2026-04-27,50.46992,감자
감자,2026-04-28,55.16917,감자
감자,2026-04-29,43.79699,감자
감자,2026-04-30,35.33834,감자
감자,2026-05-01,34.21052,감자
감자,2026-05-02,37.31203,감자
감자,2026-05-03,38.53383,감자
감자,2026-05-04,42.85714,감자
감자,2026-05-05,45.95864,감자
갑오징어,2026-04-22,35.47904,갑오징어
갑오징어,2026-04-23,35.17964,갑오징어
갑오징어,2026-04-24,25.7485,갑오징어
갑오징어,2026-04-25,17.21556,갑오징어
갑오징어,2026-04-26,47.30538,갑오징어
갑오징어,2026-04-27,45.95808,갑오징어
갑오징어,2026-04-28,40.26946,갑오징어
갑오징어,2026-04-29,30.83832,갑오징어
갑오징어,2026-04-30,28.59281,갑오징어
갑오징어,2026-05-01,27.0958,갑오징어
갑오징어,2026-05-02,26.0479,갑오징어
갑오징어,2026-05-03,33.98203,갑오징어
갑오징어,2026-05-04,30.83832,갑오징어
갑오징어,2026-05-05,32.33532,갑오징어
견과류,2026-04-22,55.70032,견과류
견과류,2026-04-23,53.90879,견과류
견과류,2026-04-24,47.88273,견과류
견과류,2026-04-25,36.15635,견과류
견과류,2026-04-26,100,견과류
견과류,2026-04-27,58.79478,견과류
견과류,2026-04-28,54.23452,견과류
견과류,2026-04-29,47.88273,견과류
견과류,2026-04-30,44.46254,견과류
견과류,2026-05-01,33.22475,견과류
견과류,2026-05-02,30.78175,견과류
견과류,2026-05-03,49.67426,견과류
견과류,2026-05-04,32.24755,견과류
견과류,2026-05-05,40.71661,견과류
계란,2026-04-22,48.30508,계란
계란,2026-04-23,55.69007,계란
계란,2026-04-24,32.80871,계란
계란,2026-04-25,31.96125,계란
계란,2026-04-26,94.18886,계란
계란,2026-04-27,60.41162,계란
계란,2026-04-28,49.87893,계란
계란,2026-04-29,40.5569,계란
계란,2026-04-30,42.49394,계란
계란,2026-05-01,28.93462,계란
계란,2026-05-02,30.62953,계란
계란,2026-05-03,45.15738,계란
계란,2026-05-04,57.26392,계란
계란,2026-05-05,44.30992,계란
고구마,2026-04-22,44.17344,고구마
고구마,2026-04-23,55.55555,고구마
고구마,2026-04-24,42.95392,고구마
고구마,2026-04-25,31.16531,고구마
고구마,2026-04-26,80.4878,고구마
고구마,2026-04-27,53.11653,고구마
고구마,2026-04-28,44.30894,고구마
고구마,2026-04-29,45.66395,고구마
고구마,2026-04-30,37.80487,고구마
고구마,2026-05-01,34.55284,고구마
고구마,2026-05-02,27.91327,고구마
고구마,2026-05-03,41.19241,고구마
고구마,2026-05-04,42.95392,고구마
고구마,2026-05-05,36.04336,고구마
고래사어묵면,2026-04-22,1.9461,고래사어묵면
고래사어묵면,2026-04-23,2.2455,고래사어묵면
고래사어묵면,2026-04-24,1.3473,고래사어묵면
고래사어묵면,2026-04-25,0.7485,고래사어묵면
고래사어묵면,2026-04-26,0.8982,고래사어묵면
고래사어묵면,2026-04-27,0.8982,고래사어묵면
고래사어묵면,2026-04-28,0.8982,고래사어묵면
고래사어묵면,2026-04-29,1.497,고래사어묵면
고래사어묵면,2026-04-30,0.4491,고래사어묵면
고래사어묵면,2026-05-01,0.4491,고래사어묵면
고래사어묵면,2026-05-02,1.3473,고래사어묵면
고래사어묵면,2026-05-03,10.32934,고래사어묵면
고래사어묵면,2026-05-04,35.77844,고래사어묵면
고래사어묵면,2026-05-05,32.93413,고래사어묵면
고려은단비타민c1000,2026-04-22,38.02588,고려은단비타민c1000
고려은단비타민c1000,2026-04-23,40.93851,고려은단비타민c1000
고려은단비타민c1000,2026-04-24,37.21682,고려은단비타민c1000
고려은단비타민c1000,2026-04-25,31.39158,고려은단비타민c1000
고려은단비타민c1000,2026-04-26,70.22653,고려은단비타민c1000
고려은단비타민c1000,2026-04-27,41.58576,고려은단비타민c1000
고려은단비타민c1000,2026-04-28,35.5987,고려은단비타민c1000
고려은단비타민c1000,2026-04-29,31.22977,고려은단비타민c1000
고려은단비타민c1000,2026-04-30,28.31715,고려은단비타민c1000
고려은단비타민c1000,2026-05-01,35.5987,고려은단비타민c1000
고려은단비타민c1000,2026-05-02,33.98058,고려은단비타민c1000
고려은단비타민c1000,2026-05-03,29.93527,고려은단비타민c1000
고려은단비타민c1000,2026-05-04,33.81877,고려은단비타민c1000
고려은단비타민c1000,2026-05-05,40.61488,고려은단비타민c1000
고추장,2026-04-22,31.22977,고추장
고추장,2026-04-23,24.75728,고추장
고추장,2026-04-24,17.79935,고추장
고추장,2026-04-25,25.24271,고추장
고추장,2026-04-26,66.34304,고추장
고추장,2026-04-27,30.42071,고추장
고추장,2026-04-28,39.64401,고추장
고추장,2026-04-29,30.25889,고추장
고추장,2026-04-30,24.75728,고추장
고추장,2026-05-01,26.53721,고추장
고추장,2026-05-02,30.90614,고추장
고추장,2026-05-03,42.55663,고추장
고추장,2026-05-04,35.76051,고추장
고추장,2026-05-05,40.61488,고추장
고춧가루,2026-04-22,41.77777,고춧가루
고춧가루,2026-04-23,44.22222,고춧가루
고춧가루,2026-04-24,42.44444,고춧가루
고춧가루,2026-04-25,27.33333,고춧가루
고춧가루,2026-04-26,100,고춧가루
고춧가루,2026-04-27,48.88888,고춧가루
고춧가루,2026-04-28,40.88888,고춧가루
고춧가루,2026-04-29,42.22222,고춧가루
고춧가루,2026-04-30,42.66666,고춧가루
고춧가루,2026-05-01,46.44444,고춧가루
고춧가루,2026-05-02,51.11111,고춧가루
고춧가루,2026-05-03,47.33333,고춧가루
고춧가루,2026-05-04,37.77777,고춧가루
고춧가루,2026-05-05,43.11111,고춧가루
곱창김,2026-04-22,60.88888,곱창김
곱창김,2026-04-23,56,곱창김
곱창김,2026-04-24,51.77777,곱창김
곱창김,2026-04-25,31.11111,곱창김
곱창김,2026-04-26,96.44444,곱창김
곱창김,2026-04-27,48.88888,곱창김
곱창김,2026-04-28,45.55555,곱창김
곱창김,2026-04-29,38.88888,곱창김
곱창김,2026-04-30,28.66666,곱창김
곱창김,2026-05-01,37.33333,곱창김
곱창김,2026-05-02,36.44444,곱창김
곱창김,2026-05-03,48.88888,곱창김
곱창김,2026-05-04,36.88888,곱창김
곱창김,2026-05-05,42.88888,곱창김
공진단,2026-04-22,27.33812,공진단
공진단,2026-04-23,20.38369,공진단
공진단,2026-04-24,20.02398,공진단
공진단,2026-04-25,24.94004,공진단
공진단,2026-04-26,45.32374,공진단
공진단,2026-04-27,26.25899,공진단
공진단,2026-04-28,17.50599,공진단
공진단,2026-04-29,19.54436,공진단
공진단,2026-04-30,19.66426,공진단
공진단,2026-05-01,22.90167,공진단
공진단,2026-05-02,17.8657,공진단
공진단,2026-05-03,20.6235,공진단
공진단,2026-05-04,19.90407,공진단
공진단,2026-05-05,28.89688,공진단
과일선물세트,2026-04-22,13.06532,과일선물세트
과일선물세트,2026-04-23,10.17587,과일선물세트
과일선물세트,2026-04-24,6.65829,과일선물세트
과일선물세트,2026-04-25,7.41206,과일선물세트
과일선물세트,2026-04-26,19.59798,과일선물세트
과일선물세트,2026-04-27,20.47738,과일선물세트
과일선물세트,2026-04-28,21.23115,과일선물세트
과일선물세트,2026-04-29,12.93969,과일선물세트
과일선물세트,2026-04-30,17.08542,과일선물세트
과일선물세트,2026-05-01,13.56783,과일선물세트
과일선물세트,2026-05-02,11.55778,과일선물세트
과일선물세트,2026-05-03,16.70854,과일선물세트
과일선물세트,2026-05-04,20.85427,과일선물세트
과일선물세트,2026-05-05,37.68844,과일선물세트
관절보궁,2026-04-22,42.53731,관절보궁
관절보궁,2026-04-23,35.32338,관절보궁
관절보궁,2026-04-24,45.02487,관절보궁
관절보궁,2026-04-25,44.77611,관절보궁
관절보궁,2026-04-26,72.1393,관절보궁
관절보궁,2026-04-27,46.26865,관절보궁
관절보궁,2026-04-28,48.75621,관절보궁
관절보궁,2026-04-29,38.55721,관절보궁
관절보궁,2026-04-30,30.34825,관절보궁
관절보궁,2026-05-01,37.06467,관절보궁
관절보궁,2026-05-02,46.26865,관절보궁
관절보궁,2026-05-03,47.26368,관절보궁
관절보궁,2026-05-04,38.80597,관절보궁
관절보궁,2026-05-05,46.51741,관절보궁
광동경옥고,2026-04-22,14.63414,광동경옥고
광동경옥고,2026-04-23,18.69918,광동경옥고
광동경옥고,2026-04-24,15.85365,광동경옥고
광동경옥고,2026-04-25,22.49322,광동경옥고
광동경옥고,2026-04-26,50.9485,광동경옥고
광동경옥고,2026-04-27,18.83468,광동경옥고
광동경옥고,2026-04-28,26.82926,광동경옥고
광동경옥고,2026-04-29,19.10569,광동경옥고
광동경옥고,2026-04-30,20.5962,광동경옥고
광동경옥고,2026-05-01,28.86178,광동경옥고
광동경옥고,2026-05-02,28.45528,광동경옥고
광동경옥고,2026-05-03,37.80487,광동경옥고
광동경옥고,2026-05-04,31.43631,광동경옥고
광동경옥고,2026-05-05,35.77235,광동경옥고
구강유산균,2026-04-22,47.16312,구강유산균
구강유산균,2026-04-23,44.14893,구강유산균
구강유산균,2026-04-24,41.13475,구강유산균
구강유산균,2026-04-25,37.94326,구강유산균
구강유산균,2026-04-26,70.21276,구강유산균
구강유산균,2026-04-27,44.68085,구강유산균
구강유산균,2026-04-28,42.19858,구강유산균
구강유산균,2026-04-29,49.82269,구강유산균
구강유산균,2026-04-30,38.47517,구강유산균
구강유산균,2026-05-01,41.84397,구강유산균
구강유산균,2026-05-02,38.29787,구강유산균
구강유산균,2026-05-03,43.43971,구강유산균
구강유산균,2026-05-04,39.3617,구강유산균
구강유산균,2026-05-05,45.92198,구강유산균
구운계란,2026-04-22,48.56459,구운계란
구운계란,2026-04-23,49.04306,구운계란
구운계란,2026-04-24,48.68421,구운계란
구운계란,2026-04-25,36.72248,구운계란
구운계란,2026-04-26,89.71291,구운계란
구운계란,2026-04-27,50.83732,구운계란
구운계란,2026-04-28,48.80382,구운계란
구운계란,2026-04-29,49.88038,구운계란
구운계란,2026-04-30,41.0287,구운계란
구운계란,2026-05-01,36.36363,구운계란
구운계란,2026-05-02,33.97129,구운계란
구운계란,2026-05-03,44.37799,구운계란
구운계란,2026-05-04,45.45454,구운계란
구운계란,2026-05-05,50.23923,구운계란
그릭요거트,2026-04-22,40.31476,그릭요거트
그릭요거트,2026-04-23,46.00484,그릭요거트
그릭요거트,2026-04-24,39.10411,그릭요거트
그릭요거트,2026-04-25,42.00968,그릭요거트
그릭요거트,2026-04-26,100,그릭요거트
그릭요거트,2026-04-27,39.46731,그릭요거트
그릭요거트,2026-04-28,38.98305,그릭요거트
그릭요거트,2026-04-29,43.3414,그릭요거트
그릭요거트,2026-04-30,45.27845,그릭요거트
그릭요거트,2026-05-01,42.73607,그릭요거트
그릭요거트,2026-05-02,31.96125,그릭요거트
그릭요거트,2026-05-03,41.16222,그릭요거트
그릭요거트,2026-05-04,42.49394,그릭요거트
그릭요거트,2026-05-05,43.82566,그릭요거트
그린키위,2026-04-22,13.02816,그린키위
그린키위,2026-04-23,14.43661,그린키위
그린키위,2026-04-24,14.55399,그린키위
그린키위,2026-04-25,10.09389,그린키위
그린키위,2026-04-26,37.32394,그린키위
그린키위,2026-04-27,18.89671,그린키위
그린키위,2026-04-28,20.07042,그린키위
그린키위,2026-04-29,17.25352,그린키위
그린키위,2026-04-30,13.49765,그린키위
그린키위,2026-05-01,5.6338,그린키위
그린키위,2026-05-02,10.446,그린키위
그린키위,2026-05-03,16.54929,그린키위
그린키위,2026-05-04,19.48356,그린키위
그린키위,2026-05-05,23.3568,그린키위
글루타치온,2026-04-22,48.52941,글루타치온
글루타치온,2026-04-23,43.48739,글루타치온
글루타치온,2026-04-24,34.24369,글루타치온
글루타치온,2026-04-25,37.60504,글루타치온
글루타치온,2026-04-26,81.09243,글루타치온
글루타치온,2026-04-27,37.39495,글루타치온
글루타치온,2026-04-28,35.71428,글루타치온
글루타치온,2026-04-29,47.89915,글루타치온
글루타치온,2026-04-30,28.99159,글루타치온
글루타치온,2026-05-01,29.20168,글루타치온
글루타치온,2026-05-02,40.54621,글루타치온
글루타치온,2026-05-03,35.08403,글루타치온
글루타치온,2026-05-04,43.48739,글루타치온
글루타치온,2026-05-05,38.65546,글루타치온
김치,2026-04-22,47.75641,김치
김치,2026-04-23,39.74358,김치
김치,2026-04-24,37.5,김치
김치,2026-04-25,26.12179,김치
김치,2026-04-26,65.70512,김치
김치,2026-04-27,44.23076,김치
김치,2026-04-28,37.5,김치
김치,2026-04-29,37.66025,김치
김치,2026-04-30,39.58333,김치
김치,2026-05-01,29.16666,김치
김치,2026-05-02,27.88461,김치
김치,2026-05-03,37.17948,김치
김치,2026-05-04,71.3141,김치
김치,2026-05-05,40.70512,김치
꽃게,2026-04-22,59.1954,꽃게
꽃게,2026-04-23,74.5977,꽃게
꽃게,2026-04-24,58.73563,꽃게
꽃게,2026-04-25,38.96551,꽃게
꽃게,2026-04-26,100,꽃게
꽃게,2026-04-27,64.71264,꽃게
꽃게,2026-04-28,64.02298,꽃게
꽃게,2026-04-29,76.89655,꽃게
꽃게,2026-04-30,52.64367,꽃게
꽃게,2026-05-01,37.70114,꽃게
꽃게,2026-05-02,40.68965,꽃게
꽃게,2026-05-03,45.63218,꽃게
꽃게,2026-05-04,59.1954,꽃게
꽃게,2026-05-05,40.80459,꽃게
꿀,2026-04-22,25.91362,꿀
꿀,2026-04-23,37.70764,꿀
꿀,2026-04-24,29.23588,꿀
꿀,2026-04-25,23.92026,꿀
꿀,2026-04-26,59.46843,꿀
꿀,2026-04-27,36.04651,꿀
꿀,2026-04-28,29.90033,꿀
꿀,2026-04-29,25.58139,꿀
꿀,2026-04-30,22.25913,꿀
꿀,2026-05-01,22.92358,꿀
꿀,2026-05-02,24.91694,꿀
꿀,2026-05-03,34.88372,꿀
꿀,2026-05-04,33.88704,꿀
꿀,2026-05-05,32.55813,꿀
낫또,2026-04-22,27.69461,낫또
낫또,2026-04-23,35.32934,낫또
낫또,2026-04-24,30.68862,낫또
낫또,2026-04-25,28.89221,낫또
낫또,2026-04-26,48.50299,낫또
낫또,2026-04-27,40.86826,낫또
낫또,2026-04-28,31.43712,낫또
낫또,2026-04-29,38.17365,낫또
낫또,2026-04-30,27.3952,낫또
낫또,2026-05-01,29.79041,낫또
낫또,2026-05-02,23.65269,낫또
낫또,2026-05-03,28.29341,낫또
낫또,2026-05-04,25.2994,낫또
낫또,2026-05-05,32.63473,낫또
냉동블루베리,2026-04-22,44.47236,냉동블루베리
냉동블루베리,2026-04-23,39.19597,냉동블루베리
냉동블루베리,2026-04-24,34.04522,냉동블루베리
냉동블루베리,2026-04-25,35.92964,냉동블루베리
냉동블루베리,2026-04-26,100,냉동블루베리
냉동블루베리,2026-04-27,46.48241,냉동블루베리
냉동블루베리,2026-04-28,44.59798,냉동블루베리
냉동블루베리,2026-04-29,34.29648,냉동블루베리
냉동블루베리,2026-04-30,26.88442,냉동블루베리
냉동블루베리,2026-05-01,33.54271,냉동블루베리
냉동블루베리,2026-05-02,33.54271,냉동블루베리
냉동블루베리,2026-05-03,37.93969,냉동블루베리
냉동블루베리,2026-05-04,42.21105,냉동블루베리
냉동블루베리,2026-05-05,37.18592,냉동블루베리
냉면,2026-04-22,32.93172,냉면
냉면,2026-04-23,43.7751,냉면
냉면,2026-04-24,35.54216,냉면
냉면,2026-04-25,33.13253,냉면
냉면,2026-04-26,100,냉면
냉면,2026-04-27,49.79919,냉면
냉면,2026-04-28,42.97188,냉면
냉면,2026-04-29,42.77108,냉면
냉면,2026-04-30,35.14056,냉면
냉면,2026-05-01,30.52208,냉면
냉면,2026-05-02,28.31325,냉면
냉면,2026-05-03,32.53012,냉면
냉면,2026-05-04,45.38152,냉면
냉면,2026-05-05,40.76305,냉면
누룽지,2026-04-22,27.74936,누룽지
누룽지,2026-04-23,26.98209,누룽지
누룽지,2026-04-24,22.12276,누룽지
누룽지,2026-04-25,19.82097,누룽지
누룽지,2026-04-26,56.52173,누룽지
누룽지,2026-04-27,26.59846,누룽지
누룽지,2026-04-28,29.66751,누룽지
누룽지,2026-04-29,31.84143,누룽지
누룽지,2026-04-30,32.09718,누룽지
누룽지,2026-05-01,32.22506,누룽지
