product_name,auction_date,variety_name,unit_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,market_count,raw_high_price,raw_low_price
감자,2026-05-13,감자,kg,38951.9,62000.0,8000.0,147470.0,219,214,5,5,63000.0,2500.0
감자,2026-05-13,햇감자,kg,44005.8,58000.0,10000.0,84820.0,72,70,2,1,60000.0,8500.0
감자,2026-05-13,감자(일반),kg,43016.8,54500.0,12000.0,14200.0,36,36,0,4,54500.0,12000.0
고구마,2026-05-13,고구마,kg,24128.8,39000.0,11500.0,27500.0,98,96,2,2,40000.0,10000.0
냉동블루베리,2026-05-13,블루베리,kg,32678.2,54000.0,18000.0,21458.7,1418,1364,54,25,276000.0,2500.0
냉동블루베리,2026-05-13,블루베리(국산),kg,33708.9,42000.0,23300.0,1523.0,106,99,7,4,43000.0,3900.0
냉동블루베리,2026-05-13,블루베리(일반),kg,19232.5,38000.0,3000.0,1384.2,121,109,12,6,44100.0,1500.0
냉동블루베리,2026-05-13,국산블루베리,kg,29130.8,40600.0,15600.0,896.0,43,41,2,1,41200.0,15500.0
냉동블루베리,2026-05-13,포도(블루베리),kg,32675.9,40000.0,27000.0,435.0,35,33,2,1,42000.0,26000.0
당근,2026-05-13,당근,kg,22697.3,31000.0,8000.0,124735.0,128,124,4,8,50000.0,3000.0
당근,2026-05-13,당근(일반),kg,22329.0,31500.0,8200.0,77460.0,122,117,5,7,32500.0,3500.0
당근,2026-05-13,흙당근,kg,24284.9,32000.0,16000.0,18600.0,23,22,1,2,32000.0,15500.0
당근,2026-05-13,당근(흙당근),kg,23063.5,29500.0,10000.0,7780.0,26,25,1,1,36300.0,10000.0
딸기,2026-05-13,골드베리,kg,15855.9,21000.0,6500.0,930.0,57,46,11,1,21000.0,1500.0
딸기,2026-05-13,딸기,kg,3001.5,7500.0,1200.0,717.0,25,23,2,2,9800.0,1000.0
딸기,2026-05-13,금실(대야딸기),kg,6321.6,15300.0,2100.0,310.0,9,9,0,1,15300.0,2100.0
딸기,2026-05-13,딸기(일반),kg,10203.3,10210.0,10200.0,3.0,2,2,0,1,10210.0,10200.0
마늘쫑,2026-05-13,마늘쫑,kg,13634.2,25000.0,2000.0,37223.0,471,398,73,29,186900.0,890.0
마늘쫑,2026-05-13,마늘쫑(기타),kg,20000.0,20000.0,20000.0,258.0,6,6,0,2,20000.0,20000.0
마늘쫑,2026-05-13,마늘(마늘쫑),kg,11768.4,18000.0,3200.0,190.0,2,2,0,1,18000.0,3200.0
마늘쫑,2026-05-13,마늘쫑(국내),kg,15702.3,25000.0,4500.0,129.0,5,5,0,2,25000.0,4500.0
망고,2026-05-13,망고(수입),kg,36538.0,42000.0,29000.0,2630.0,49,48,1,7,42000.0,28000.0
망고,2026-05-13,망고(일반),kg,37743.4,100000.0,7500.0,2044.0,67,48,19,2,100000.0,6000.0
망고,2026-05-13,망고,kg,63713.0,140000.0,36000.0,1181.0,67,67,0,4,140000.0,36000.0
망고,2026-05-13,망고(국산),kg,104937.3,170000.0,60000.0,319.0,32,31,1,1,170000.0,50000.0
방울토마토,2026-05-13,방울토마토,kg,12701.4,41000.0,3600.0,30248.0,350,342,8,9,55000.0,2000.0
방울토마토,2026-05-13,대추토마토,kg,20562.0,23600.0,15000.0,1485.0,21,19,2,1,24300.0,12500.0
방울토마토,2026-05-13,대추흑색,kg,10018.8,10500.0,4000.0,1254.0,8,8,0,1,10500.0,4000.0
복숭아,2026-05-13,복숭아,kg,17869.6,51000.0,8000.0,11.5,3,3,0,2,51000.0,8000.0
블루베리,2026-05-13,블루베리,kg,32678.2,54000.0,18000.0,21458.7,1418,1364,54,25,276000.0,2500.0
블루베리,2026-05-13,블루베리(국산),kg,33708.9,42000.0,23300.0,1523.0,106,99,7,4,43000.0,3900.0
블루베리,2026-05-13,블루베리(일반),kg,19232.5,38000.0,3000.0,1384.2,121,109,12,6,44100.0,1500.0
블루베리,2026-05-13,국산블루베리,kg,29130.8,40600.0,15600.0,896.0,43,41,2,1,41200.0,15500.0
블루베리,2026-05-13,포도(블루베리),kg,32675.9,40000.0,27000.0,435.0,35,33,2,1,42000.0,26000.0
사과,2026-05-13,사과,kg,53393.2,122600.0,23400.0,3400.0,29,27,2,3,153000.0,16100.0
산딸기,2026-05-13,산딸기,kg,31689.1,52000.0,10300.0,2551.8,211,204,7,11,67000.0,6000.0
산딸기,2026-05-13,흑산딸기,kg,15732.0,18800.0,8300.0,219.0,21,19,2,2,18900.0,6000.0
산딸기,2026-05-13,산딸기(딸기),kg,13711.1,16200.0,13000.0,18.0,2,2,0,1,16200.0,13000.0
산딸기,2026-05-13,산딸기(국산),kg,36000.0,36000.0,36000.0,13.0,1,1,0,1,36000.0,36000.0
수박,2026-05-13,수박,kg,16728.0,36000.0,4100.0,95690.5,252,241,11,7,47700.0,2800.0
수박,2026-05-13,수박(BOX),kg,32281.0,49000.0,13000.0,40258.0,112,105,7,1,78000.0,4000.0
수박,2026-05-13,수박(BOX꼭지절단),kg,31995.7,46000.0,15000.0,37543.0,86,84,2,1,48000.0,14000.0
수박,2026-05-13,수박(일반),kg,14808.1,25500.0,4000.0,33274.0,97,94,3,5,28000.0,2700.0
수박,2026-05-13,수박(박스),kg,20439.1,34000.0,7000.0,23303.0,66,65,1,1,36000.0,7000.0
수박,2026-05-13,수박(일반꼭지절단),kg,16879.8,28000.0,8500.0,22064.0,55,53,2,1,29000.0,4000.0
수박,2026-05-13,수박(짧은꼭지),kg,14090.5,23300.0,3500.0,18709.0,54,51,3,1,24000.0,2500.0
수박,2026-05-13,수박(꼭지절단),kg,16356.4,25500.0,3700.0,14898.0,48,46,2,2,28000.0,3000.0
수박,2026-05-13,포장수박,kg,26549.0,42000.0,8000.0,8512.0,49,48,1,3,42000.0,6000.0
수박,2026-05-13,수박(일반)(꼭지절단),kg,18638.0,24000.0,6000.0,6652.0,29,27,2,1,24500.0,4000.0
수박,2026-05-13,수박(꼭지 제거),kg,18934.3,27800.0,9200.0,4781.0,21,18,3,1,31100.0,3000.0
수박,2026-05-13,수박(BOX꼭지),kg,36667.5,46000.0,22000.0,4205.0,13,11,2,1,48000.0,16000.0
수박,2026-05-13,수박(꼭지),kg,18482.5,23000.0,14200.0,4190.0,13,11,2,1,24000.0,11700.0
수박,2026-05-13,블랙망고수박,kg,17176.0,20000.0,12500.0,821.0,7,7,0,1,20000.0,12500.0
수박,2026-05-13,꼭지절단수박,kg,38000.0,38000.0,38000.0,315.0,1,1,0,1,38000.0,38000.0
아보카도,2026-05-13,아보카도(수입),kg,19716.2,20000.0,18000.0,296.0,14,14,0,2,20000.0,18000.0
아스파라거스,2026-05-13,아스파라가스,kg,5542.1,5800.0,4500.0,19.0,3,3,0,1,5800.0,4500.0
아스파라거스,2026-05-13,아스파라거스,kg,3625.0,4000.0,3000.0,12.0,3,3,0,1,4000.0,3000.0
오이,2026-05-13,오이기타,kg,19000.0,19000.0,19000.0,205.0,1,1,0,1,19000.0,19000.0
오이,2026-05-13,오이,kg,19700.0,19700.0,19700.0,5.0,1,1,0,1,19700.0,19700.0
참외,2026-05-13,참외,kg,24427.7,41900.0,8000.0,162480.0,2811,2769,42,9,47000.0,5000.0
참외,2026-05-13,꿀스타,kg,25620.3,47500.0,7000.0,12760.0,135,126,9,1,50500.0,2500.0
참외,2026-05-13,참외(일반),kg,24225.0,37500.0,5500.0,7400.0,203,200,3,1,39000.0,5500.0
참외,2026-05-13,참외(참외),kg,15036.6,25000.0,5000.0,5190.0,148,144,4,1,30000.0,4000.0
참외,2026-05-13,알찬꿀,kg,24534.2,40000.0,8000.0,2340.0,76,75,1,1,41000.0,8000.0
참외10kg,2026-05-13,참외,kg,24427.7,41900.0,8000.0,162480.0,2811,2769,42,9,47000.0,5000.0
참외10kg,2026-05-13,꿀스타,kg,25620.3,47500.0,7000.0,12760.0,135,126,9,1,50500.0,2500.0
참외10kg,2026-05-13,참외(일반),kg,24225.0,37500.0,5500.0,7400.0,203,200,3,1,39000.0,5500.0
참외10kg,2026-05-13,참외(참외),kg,15036.6,25000.0,5000.0,5190.0,148,144,4,1,30000.0,4000.0
참외10kg,2026-05-13,알찬꿀,kg,24534.2,40000.0,8000.0,2340.0,76,75,1,1,41000.0,8000.0
청국장,2026-05-13,청국장,kg,13825.0,14000.0,13650.0,8.0,2,2,0,2,14000.0,13650.0
체리,2026-05-13,체리(수입),kg,103807.5,120000.0,65000.0,1065.0,50,49,1,7,150000.0,65000.0
체리,2026-05-13,체리일반,kg,105827.6,116000.0,75000.0,580.0,23,21,2,1,120000.0,66000.0
체리,2026-05-13,체리,kg,94938.3,106000.0,90000.0,405.0,15,15,0,2,106000.0,90000.0
