date,slot,source_type,source,rank,rank_range,product_name,note,product_group,sub_group,exclude_from_opportunity,search_ratio,shopping_ratio
2026-05-31,pm,rising,naver_top200,21,21-50,마그네슘,21~50_전량수집,health,영양제,Y,46.35705,78.07017
2026-05-31,pm,rising,naver_top200,22,21-50,장사의신쇼핑몰,21~50_전량수집,brand,브랜드/완제품,Y,74.08716,75.26315
2026-05-31,pm,rising,naver_top200,23,21-50,초당옥수수,21~50_전량수집,agri,시즌농산물,N,96.9544,74.73684
2026-05-31,pm,rising,naver_top200,24,21-50,콜라겐,21~50_전량수집,health,영양제,Y,29.3791,74.21052
2026-05-31,pm,rising,naver_top200,25,21-50,루테인,21~50_전량수집,health,영양제,Y,18.3409,71.92982
2026-05-31,pm,rising,naver_top200,26,21-50,뉴케어,21~50_전량수집,brand,브랜드/완제품,Y,22.46103,72.74368
2026-05-31,pm,rising,naver_top200,27,21-50,냉면,21~50_전량수집,processed,간편식/반찬,N,100.0,72.02166
2026-05-31,pm,rising,naver_top200,28,21-50,복분자,21~50_전량수집,agri,과일,N,15.69283,71.66064
2026-05-31,pm,rising,naver_top200,29,21-50,레몬즙,21~50_전량수집,processed,가공식품,N,12.24823,71.29963
2026-05-31,pm,rising,naver_top200,30,21-50,콘드로이친,21~50_전량수집,health,건강식품,Y,26.26859,70.39711
2026-05-31,pm,rising,naver_top200,31,21-50,찹쌀누룽지과자,21~50_전량수집,dessert,과자/간식,Y,33.54274,67.90123
2026-05-31,pm,rising,naver_top200,32,21-50,두유,21~50_전량수집,processed,음료/차류,Y,49.7405,67.72486
2026-05-31,pm,rising,naver_top200,33,21-50,비타민c,21~50_전량수집,health,영양제,Y,79.78694,67.37213
2026-05-31,pm,rising,naver_top200,34,21-50,오이,21~50_전량수집,agri,과채류,N,50.77847,66.84303
2026-05-31,pm,rising,naver_top200,35,21-50,사과,21~50_전량수집,agri,과일,N,64.57252,64.72663
2026-05-31,pm,rising,naver_top200,36,21-50,유산균,21~50_전량수집,health,유산균,Y,54.22055,69.78967
2026-05-31,pm,rising,naver_top200,37,21-50,임박,21~50_전량수집,unknown,임박상품,Y,4.13546,69.78967
2026-05-31,pm,rising,naver_top200,38,21-50,토마토,21~50_전량수집,agri,과채류,N,40.29952,69.59847
2026-05-31,pm,rising,naver_top200,39,21-50,망고,21~50_전량수집,agri,농산물 원물,N,38.69979,69.40726
2026-05-31,pm,rising,naver_top200,40,21-50,카무트효소,21~50_전량수집,health,건강식품,Y,69.2648,69.02485
2026-05-31,pm,rising,naver_top200,41,21-50,무늬오징어,21~50_전량수집,seafood,건어물,N,74.97348,67.41996
2026-05-31,pm,rising,naver_top200,42,21-50,수향미10kg,21~50_전량수집,grain,쌀,N,59.91516,67.41996
2026-05-31,pm,rising,naver_top200,43,21-50,완두콩,21~50_전량수집,grain,콩/잡곡,N,87.32767,67.41996
2026-05-31,pm,rising,naver_top200,44,21-50,하루견과,21~50_전량수집,brand,브랜드/완제품,Y,61.82396,65.34839
2026-05-31,pm,rising,naver_top200,45,21-50,멸균우유,21~50_전량수집,processed,음료/차류,Y,54.55991,64.78342
2026-05-31,pm,rising,naver_top200,46,21-50,냉동블루베리,21~50_전량수집,processed,가공식품,N,39.23856,39.5617
2026-05-31,pm,rising,naver_top200,47,21-50,리포좀글루타치온,21~50_전량수집,health,영양제,Y,85.29321,38.75432
