product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
가리비,wholesale,600,659,01,04,가리비,해만가리비(홍가리비),상품,1kg,가리비,해만가리비(홍가리비)(1kg),대전,오정도매,2026,05/15,-,2026-05-15,2026-05-15,
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),창원,상남,2026,05/11,440,2026-05-11,2026-05-11,440.0
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),창원,상남,2026,05/11,440,2026-05-11,2026-05-11,440.0
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/21,750,2026-05-21,2026-05-21,750.0
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/21,373,2026-05-21,2026-05-21,373.0
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/21,"54,800",2026-05-21,2026-05-21,54800.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/21,"45,600",2026-05-21,2026-05-21,45600.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,05/21,"3,990",2026-05-21,2026-05-21,3990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,05/21,"4,330",2026-05-21,2026-05-21,4330.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,05/21,"3,990",2026-05-21,2026-05-21,3990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,05/21,"4,330",2026-05-21,2026-05-21,4330.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/21,"39,400",2026-05-21,2026-05-21,39400.0
