date,slot,source_type,source,product_name,canonical_product_name,rank,rank_range,prev_rank,rank_change,rank_direction,rank_change_label,is_new_entry,is_reentry,last_seen_date,last_seen_slot,last_seen_rank,days_since_last_seen,days_seen_7d,days_seen_14d,consecutive_days,best_rank_14d,worst_rank_14d,rank_velocity_3d,rising_stage,rising_score,rising_reason,rising_level,confidence_level,action_level,stable_summary,product_group,sub_group,original_product_group,exclude_from_opportunity,exclude_reason,note
2026-05-15,pm,rising,naver_top200,냉면,냉면,41,21-50,103.0,62.0,up,▲ 62단계,N,N,2026-05-14,pm,103.0,1.0,5,10,5,41,184,28.0,NAVER_RISING_FAST,94.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 5일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"냉면은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 41위이며, 최근 7일 중 5일 등장했습니다.",processed,간편식/반찬,가공식품,N,,21~50_전량수집
2026-05-15,pm,rising,naver_top200,la갈비,la갈비,82,51-100,170.0,88.0,up,▲ 88단계,N,N,2026-05-14,pm,170.0,1.0,7,12,7,64,189,107.0,NAVER_WARMING_FAST,92.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 7일 연속 등장,WARMING,high,관찰 강화,"la갈비은 관심 형성 구간에 있는 후보입니다. 현재 82위이며, 순위 변화는 ▲ 88단계입니다.",meat,소고기,meat,N,,Top200_확장후보
2026-05-15,pm,rising,naver_top200,완두콩,완두콩,44,21-50,65.0,21.0,up,▲ 21단계,N,N,2026-05-14,pm,65.0,1.0,6,8,5,44,147,49.0,NAVER_RISING_FAST,91.0,Top20 진입 직전 구간 · 전 스냅샷 대비 상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 5일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"완두콩은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 44위이며, 최근 7일 중 6일 등장했습니다.",grain,콩/잡곡,농산물,N,,21~50_전량수집
2026-05-15,pm,rising,naver_top200,당근,당근,86,51-100,182.0,96.0,up,▲ 96단계,N,N,2026-05-14,pm,182.0,1.0,7,14,23,66,197,33.0,NAVER_WARMING_FAST,88.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 23일 연속 등장,WARMING,high,관찰 강화,"당근은 관심 형성 구간에 있는 후보입니다. 현재 86위이며, 순위 변화는 ▲ 96단계입니다.",agri,뿌리채소,농산물,N,,Top200_확장후보
2026-05-15,pm,rising,naver_top200,양배추즙,양배추즙,48,21-50,99.0,51.0,up,▲ 51단계,N,N,2026-05-14,pm,99.0,1.0,7,14,23,46,120,4.0,NAVER_RISING_FAST,87.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 7일 중 7일 등장 · 23일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"양배추즙은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 48위이며, 최근 7일 중 7일 등장했습니다.",processed,가공식품,가공식품,N,,21~50_전량수집
2026-05-15,pm,rising,naver_top200,꽃보다오징어,꽃보다오징어,33,21-50,200.0,167.0,up,▲ 167단계,N,N,2026-05-14,pm,200.0,1.0,2,2,2,33,200,167.0,NAVER_RISING_FAST,86.0,Top20 진입 직전 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름,PRIORITY,medium,시장 데이터 확인 필요,"꽃보다오징어은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 33위이며, 최근 7일 중 2일 등장했습니다.",seafood,건어물,가공식품,N,,21~50_전량수집
2026-05-15,pm,rising,naver_top200,복숭아,복숭아,42,21-50,45.0,3.0,up,▲ 3단계,N,N,2026-05-14,pm,45.0,1.0,7,13,13,41,182,95.0,NAVER_RISING_FAST,85.0,Top20 진입 직전 구간 · 최근 3일 상승 속도 빠름 · 최근 7일 중 7일 등장 · 13일 연속 등장,PRIORITY,high,시장 데이터 확인 필요,"복숭아은 네이버 예비 인기권에서 우선 관찰이 필요한 후보입니다. 현재 42위이며, 최근 7일 중 7일 등장했습니다.",agri,과일,농산물,N,,21~50_전량수집
2026-05-15,pm,rising,naver_top200,전복,전복,52,51-100,82.0,30.0,up,▲ 30단계,N,N,2026-05-14,pm,82.0,1.0,7,14,23,45,153,27.0,NAVER_WARMING_FAST,79.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 흐름 · 최근 7일 중 7일 등장 · 23일 연속 등장,WARMING,high,관찰 강화,"전복은 관심 형성 구간에 있는 후보입니다. 현재 52위이며, 순위 변화는 ▲ 30단계입니다.",seafood,패류,수산물,N,,Top200_확장후보
2026-05-15,pm,rising,naver_top200,올리브유,올리브유,133,101-200,196.0,63.0,up,▲ 63단계,N,N,2026-05-14,pm,196.0,1.0,6,9,5,133,200,37.0,NAVER_WATCH,76.0,초기 관찰 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름 · 최근 7일 중 6일 등장 · 5일 연속 등장,WATCH,high,추가 관찰,올리브유은 초기 관찰 후보입니다. 최근 3일 기준 37단계 상승 흐름이 확인됩니다.,ingredient,오일/유지,수입원재료,N,,Top200_확장후보
2026-05-15,pm,rising,naver_top200,냉면육수,냉면육수,79,51-100,133.0,54.0,up,▲ 54단계,N,N,2026-05-14,pm,133.0,1.0,2,4,2,79,188,54.0,NAVER_WARMING_FAST,73.0,중위권 관심 형성 구간 · 전 스냅샷 대비 급상승 · 최근 3일 상승 속도 빠름,WARMING,medium,관찰 강화,"냉면육수은 관심 형성 구간에 있는 후보입니다. 현재 79위이며, 순위 변화는 ▲ 54단계입니다.",processed,간편식/반찬,가공식품,N,,Top200_확장후보
