date,rank,product_name,slot,search_ratio,shopping_ratio
2026-05-10,1,쌀20kg,pm,11.20921,83.69668
2026-05-10,2,닭가슴살,pm,32.49245,74.50236
2026-05-10,3,창억떡,pm,71.20372,73.17535
2026-05-10,4,오메가3,pm,35.12476,72.1327
2026-05-10,5,쌀10kg,pm,12.25664,70.90047
2026-05-10,6,스승의날선물,pm,77.76245,87.91469
2026-05-10,7,마늘쫑,pm,22.95019,78.19905
2026-05-10,8,참외,pm,25.71647,78.19905
2026-05-10,9,올리브오일,pm,30.95785,70.85308
2026-05-10,10,콜라겐,pm,18.17624,68.60189
2026-05-10,11,콘드로이친,pm,83.95237,66.3915
2026-05-10,12,마그네슘,pm,52.5502,59.78773
2026-05-10,13,탄산수,pm,35.70286,59.31603
2026-05-10,14,유산균,pm,58.39701,56.13207
2026-05-10,15,사과,pm,45.2639,54.8349
2026-05-10,16,생수,pm,60.1838,74.4186
2026-05-10,17,루테인,pm,33.70591,73.75415
2026-05-10,18,찹쌀누룽지과자,pm,38.87232,72.09302
2026-05-10,19,블루베리,pm,100.0,71.92691
2026-05-10,20,레몬즙,pm,40.58618,70.43189
