product_name,auction_date,market_code,market_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,corp_count,raw_high_price,raw_low_price
가죽나물,2026-05-02,220001,대구북부,6841.7,8800.0,2500.0,145.0,16,14,2,5,9800.0,2000.0
가죽나물,2026-05-02,210001,부산엄궁,1667.8,2000.0,1300.0,129.6,11,9,2,3,2700.0,1200.0
가죽나물,2026-05-02,210009,부산반여,3813.3,8200.0,1500.0,84.6,8,7,1,2,8200.0,1200.0
가죽나물,2026-05-02,371501,구미,4744.3,8000.0,2500.0,49.4,6,6,0,2,8000.0,2500.0
가죽나물,2026-05-02,110008,서울강서,3168.4,5000.0,3000.0,47.5,3,3,0,1,5000.0,3000.0
가죽나물,2026-05-02,380303,창원내서,6262.3,8100.0,5000.0,30.5,3,3,0,1,8100.0,5000.0
가죽나물,2026-05-02,380101,창원팔용,7755.6,9100.0,7200.0,22.5,3,3,0,2,9100.0,7200.0
가죽나물,2026-05-02,230003,인천삼산,6951.2,12000.0,3000.0,20.5,5,5,0,2,12000.0,3000.0
가죽나물,2026-05-02,250001,대전오정,3650.4,3700.0,3600.0,12.3,3,3,0,1,3700.0,3600.0
가죽나물,2026-05-02,250003,대전노은,3713.5,3800.0,3000.0,7.4,2,2,0,2,3800.0,3000.0
가죽나물,2026-05-02,350101,전주,1800.0,1800.0,1800.0,6.9,1,1,0,1,1800.0,1800.0
가죽나물,2026-05-02,370401,안동,1800.0,1800.0,1800.0,3.2,1,1,0,1,1800.0,1800.0
감자,2026-05-02,110001,서울가락,59727.5,74000.0,18000.0,107980.0,87,85,2,1,75000.0,16000.0
감자,2026-05-02,220001,대구북부,62220.2,71000.0,16000.0,55200.0,98,97,1,2,71000.0,12000.0
감자,2026-05-02,110008,서울강서,65302.0,70000.0,38000.0,24540.0,37,35,2,2,71000.0,27500.0
감자,2026-05-02,230003,인천삼산,50179.0,72000.0,26000.0,4580.0,25,24,1,1,72000.0,20000.0
감자,2026-05-02,380401,진주,71240.4,75000.0,21200.0,1090.0,9,8,1,1,75000.0,13000.0
감자,2026-05-02,340101,천안,24333.3,35000.0,12500.0,270.0,4,4,0,1,35000.0,12500.0
고구마,2026-05-02,220001,대구북부,26586.7,43000.0,11000.0,22570.0,54,53,1,1,43000.0,9500.0
냉동블루베리,2026-05-02,110001,서울가락,34872.6,58000.0,22000.0,10068.0,575,563,12,5,67000.0,10000.0
냉동블루베리,2026-05-02,220001,대구북부,34438.2,48500.0,20000.0,1803.0,144,124,20,3,52500.0,2500.0
냉동블루베리,2026-05-02,210009,부산반여,32335.9,41100.0,18000.0,1076.0,79,77,2,3,42000.0,16800.0
냉동블루베리,2026-05-02,240004,광주서부,3473.1,4300.0,2800.0,1005.8,123,69,54,1,46000.0,2800.0
냉동블루베리,2026-05-02,230001,인천남촌,32940.1,41000.0,25000.0,609.0,46,44,2,4,42000.0,20000.0
냉동블루베리,2026-05-02,210001,부산엄궁,34326.6,56300.0,26000.0,583.0,55,54,1,3,56500.0,26000.0
냉동블루베리,2026-05-02,240001,광주각화,32289.2,40000.0,17000.0,536.0,53,51,2,3,42000.0,16000.0
냉동블루베리,2026-05-02,250001,대전오정,32890.2,40200.0,21000.0,512.0,37,35,2,2,41500.0,18100.0
냉동블루베리,2026-05-02,311201,구리,35425.7,44000.0,20000.0,478.0,37,37,0,3,44000.0,20000.0
냉동블루베리,2026-05-02,110008,서울강서,38578.2,45000.0,28000.0,403.0,27,25,2,2,50000.0,21000.0
냉동블루베리,2026-05-02,360301,순천,32473.7,40000.0,20000.0,342.0,37,37,0,3,40000.0,20000.0
냉동블루베리,2026-05-02,380401,진주,32183.6,43300.0,21000.0,342.0,39,37,2,2,44600.0,20000.0
냉동블루베리,2026-05-02,250003,대전노은,34202.8,45500.0,21100.0,327.0,24,22,2,2,48200.0,20200.0
