product_name,price_type,itemcategorycode,itemcode,kindcode,productrankcode,item_name,kind_name,rank_name,unit_name,itemname,kindname,countyname,marketname,yyyy,regday,price,full_regday,regday_dt,price_num
감자,retail,100,152,01,04,감자,수미(노지),상품,100g,감자,수미(노지)(100g),순천,역전,2026,05/29,300,2026-05-29,2026-05-29,300.0
감자,retail,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(100g),순천,역전,2026,05/29,300,2026-05-29,2026-05-29,300.0
감자,retail,100,152,04,04,감자,수미(시설),상품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/29,800,2026-05-29,2026-05-29,800.0
감자,retail,100,152,04,05,감자,수미(시설),중품,100g,감자,수미(시설)(100g),제주,E-유통,2026,05/29,532,2026-05-29,2026-05-29,532.0
감자,wholesale,100,152,01,04,감자,수미(노지),상품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,05/29,"36,000",2026-05-29,2026-05-29,36000.0
감자,wholesale,100,152,01,05,감자,수미(노지),중품,20kg,감자,수미(노지)(20kg),대전,오정도매,2026,05/29,"30,000",2026-05-29,2026-05-29,30000.0
감자,wholesale,100,152,01,07,감자,수미(노지),유기농,,감자,수미(노지)(20kg),대전,오정도매,2026,05/29,"36,000",2026-05-29,2026-05-29,36000.0
감자,wholesale,100,152,01,08,감자,수미(노지),무농약,,감자,수미(노지)(20kg),대전,오정도매,2026,05/29,"30,000",2026-05-29,2026-05-29,30000.0
감자,wholesale,100,152,04,04,감자,수미(시설),상품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/29,"55,200",2026-05-29,2026-05-29,55200.0
감자,wholesale,100,152,04,05,감자,수미(시설),중품,20kg,감자,수미(시설)(20kg),대전,오정도매,2026,05/29,"47,800",2026-05-29,2026-05-29,47800.0
고구마,retail,100,151,00,04,고구마,밤,상품,1kg,고구마,밤(1kg),제주,E-유통,2026,05/29,"3,990",2026-05-29,2026-05-29,3990.0
고구마,retail,100,151,00,05,고구마,밤,중품,1kg,고구마,밤(1kg),창원,상남,2026,05/29,"4,330",2026-05-29,2026-05-29,4330.0
고구마,retail,100,151,00,07,고구마,밤,유기농,,고구마,밤(1kg),제주,E-유통,2026,05/29,"3,990",2026-05-29,2026-05-29,3990.0
고구마,retail,100,151,00,08,고구마,밤,무농약,,고구마,밤(1kg),창원,상남,2026,05/29,"4,330",2026-05-29,2026-05-29,4330.0
고구마,wholesale,100,151,00,04,고구마,밤,상품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/29,"35,600",2026-05-29,2026-05-29,35600.0
고구마,wholesale,100,151,00,05,고구마,밤,중품,10kg,고구마,밤(10kg),대전,오정도매,2026,05/29,"27,600",2026-05-29,2026-05-29,27600.0
고구마,wholesale,100,151,00,07,고구마,밤,유기농,,고구마,밤(10kg),대전,오정도매,2026,05/29,"35,600",2026-05-29,2026-05-29,35600.0
고구마,wholesale,100,151,00,08,고구마,밤,무농약,,고구마,밤(10kg),대전,오정도매,2026,05/29,"27,600",2026-05-29,2026-05-29,27600.0
당근,retail,200,232,01,04,당근,무세척,상품,1kg,당근,무세척(1kg),제주,E-유통,2026,05/29,"4,500",2026-05-29,2026-05-29,4500.0
당근,wholesale,200,232,01,04,당근,무세척,상품,20kg,당근,무세척(20kg),대전,오정도매,2026,05/29,"32,000",2026-05-29,2026-05-29,32000.0
당근,wholesale,200,232,01,05,당근,무세척,중품,20kg,당근,무세척(20kg),대전,오정도매,2026,05/29,"28,500",2026-05-29,2026-05-29,28500.0
당근,wholesale,200,232,10,05,당근,세척(수입),중품,10kg,당근,세척(수입)(10kg),대전,오정도매,2026,05/29,"9,000",2026-05-29,2026-05-29,9000.0
딸기,retail,200,226,00,04,딸기,딸기,상품,100g,딸기,딸기(100g),제주,동문,2026,05/21,"1,300",2026-05-21,2026-05-21,1300.0
딸기,retail,200,226,00,07,딸기,딸기,유기농,,딸기,딸기(100g),제주,동문,2026,05/21,"1,300",2026-05-21,2026-05-21,1300.0
땅콩,retail,300,314,01,04,땅콩,국산,상품,100g,땅콩,국산(100g),제주,E-유통,2026,05/29,"3,800",2026-05-29,2026-05-29,3800.0
땅콩,retail,300,314,02,05,땅콩,수입,중품,100g,땅콩,수입(100g),제주,E-유통,2026,05/29,"1,990",2026-05-29,2026-05-29,1990.0
땅콩,wholesale,300,314,01,04,땅콩,국산,상품,30kg,땅콩,국산(30kg),대전,역전,2026,05/29,"450,000",2026-05-29,2026-05-29,450000.0
망고,retail,400,428,00,04,망고,수입,상품,1개,망고,수입(1개),제주,E-유통,2026,05/29,"5,490",2026-05-29,2026-05-29,5490.0
망고,wholesale,400,428,00,04,망고,수입,상품,5kg,망고,수입(5kg),대전,오정도매,2026,05/29,"45,000",2026-05-29,2026-05-29,45000.0
망고,wholesale,400,428,00,05,망고,수입,중품,5kg,망고,수입(5kg),대전,오정도매,2026,05/29,"44,300",2026-05-29,2026-05-29,44300.0
멜론,retail,200,257,00,04,멜론,멜론,상품,1개,멜론,멜론(1개),제주,E-유통,2026,05/29,"12,900",2026-05-29,2026-05-29,12900.0
멜론,retail,200,257,00,07,멜론,멜론,유기농,,멜론,멜론(1개),제주,E-유통,2026,05/29,"12,900",2026-05-29,2026-05-29,12900.0
멜론,wholesale,200,257,00,04,멜론,멜론,상품,8kg,멜론,멜론(8kg),대전,오정도매,2026,05/29,"42,000",2026-05-29,2026-05-29,42000.0
멜론,wholesale,200,257,00,05,멜론,멜론,중품,8kg,멜론,멜론(8kg),대전,오정도매,2026,05/29,"35,000",2026-05-29,2026-05-29,35000.0
멜론,wholesale,200,257,00,07,멜론,멜론,유기농,,멜론,멜론(8kg),대전,오정도매,2026,05/29,"42,000",2026-05-29,2026-05-29,42000.0
멜론,wholesale,200,257,00,08,멜론,멜론,무농약,,멜론,멜론(8kg),대전,오정도매,2026,05/29,"35,000",2026-05-29,2026-05-29,35000.0
방울토마토,retail,200,422,01,04,방울토마토,방울토마토,상품,1kg,방울토마토,방울토마토(1kg),김해,C-유통,2026,05/29,"6,630",2026-05-29,2026-05-29,6630.0
방울토마토,retail,200,422,01,07,방울토마토,방울토마토,유기농,,방울토마토,방울토마토(1kg),김해,C-유통,2026,05/29,"6,630",2026-05-29,2026-05-29,6630.0
방울토마토,retail,200,422,02,04,방울토마토,대추방울토마토,상품,1kg,방울토마토,대추방울토마토(1kg),제주,E-유통,2026,05/29,"7,980",2026-05-29,2026-05-29,7980.0
방울토마토,wholesale,200,422,02,04,방울토마토,대추방울토마토,상품,1kg,방울토마토,대추방울토마토(1kg),대전,오정도매,2026,05/29,"3,730",2026-05-29,2026-05-29,3730.0
방울토마토,wholesale,200,422,02,05,방울토마토,대추방울토마토,중품,1kg,방울토마토,대추방울토마토(1kg),대전,오정도매,2026,05/29,"3,000",2026-05-29,2026-05-29,3000.0
사과,retail,400,411,05,04,사과,후지,상품,10개,사과,후지(10개),제주,E-유통,2026,05/29,"27,400",2026-05-29,2026-05-29,27400.0
