product_name,period,search_ratio,search_keywords
bnr17유산균,2026-04-28,56.23715,bnr17유산균
bnr17유산균,2026-04-29,40.8277,bnr17유산균
bnr17유산균,2026-04-30,37.80452,bnr17유산균
bnr17유산균,2026-05-01,75.72644,bnr17유산균
bnr17유산균,2026-05-02,55.79688,bnr17유산균
bnr17유산균,2026-05-03,89.0226,bnr17유산균
bnr17유산균,2026-05-04,26.65101,bnr17유산균
bnr17유산균,2026-05-05,68.3299,bnr17유산균
bnr17유산균,2026-05-06,50.54299,bnr17유산균
bnr17유산균,2026-05-07,60.93337,bnr17유산균
bnr17유산균,2026-05-08,72.35104,bnr17유산균
bnr17유산균,2026-05-09,57.79277,bnr17유산균
bnr17유산균,2026-05-10,73.02612,bnr17유산균
bnr17유산균,2026-05-11,58.3798,bnr17유산균
kbo빼빼로,2026-04-28,34.93367,kbo빼빼로
kbo빼빼로,2026-04-29,31.83828,kbo빼빼로
kbo빼빼로,2026-04-30,30.76437,kbo빼빼로
kbo빼빼로,2026-05-01,24.19456,kbo빼빼로
kbo빼빼로,2026-05-02,20.78332,kbo빼빼로
kbo빼빼로,2026-05-03,19.96209,kbo빼빼로
kbo빼빼로,2026-05-04,24.13139,kbo빼빼로
kbo빼빼로,2026-05-05,20.34112,kbo빼빼로
kbo빼빼로,2026-05-06,22.29943,kbo빼빼로
kbo빼빼로,2026-05-07,21.60454,kbo빼빼로
kbo빼빼로,2026-05-08,19.58307,kbo빼빼로
kbo빼빼로,2026-05-09,24.63676,kbo빼빼로
kbo빼빼로,2026-05-10,22.23626,kbo빼빼로
kbo빼빼로,2026-05-11,79.1535,kbo빼빼로
la갈비,2026-04-28,10.3221,la갈비
la갈비,2026-04-29,9.70392,la갈비
la갈비,2026-04-30,8.92305,la갈비
la갈비,2026-05-01,8.55701,la갈비
la갈비,2026-05-02,8.37807,la갈비
la갈비,2026-05-03,9.95607,la갈비
la갈비,2026-05-04,10.36277,la갈비
la갈비,2026-05-05,11.0135,la갈비
la갈비,2026-05-06,10.94029,la갈비
la갈비,2026-05-07,10.82641,la갈비
la갈비,2026-05-08,9.85033,la갈비
la갈비,2026-05-09,9.30535,la갈비
la갈비,2026-05-10,9.44363,la갈비
la갈비,2026-05-11,10.15942,la갈비
간장게장,2026-04-28,74.7927,간장게장
간장게장,2026-04-29,69.75124,간장게장
간장게장,2026-04-30,65.5058,간장게장
간장게장,2026-05-01,86.60033,간장게장
간장게장,2026-05-02,84.51077,간장게장
간장게장,2026-05-03,95.62189,간장게장
간장게장,2026-05-04,85.07462,간장게장
간장게장,2026-05-05,90.24875,간장게장
간장게장,2026-05-06,79.36981,간장게장
간장게장,2026-05-07,83.08457,간장게장
간장게장,2026-05-08,85.20729,간장게장
간장게장,2026-05-09,86.40132,간장게장
간장게장,2026-05-10,100,간장게장
간장게장,2026-05-11,81.45936,간장게장
갈비탕,2026-04-28,57.4126,갈비탕
갈비탕,2026-04-29,56.06021,갈비탕
갈비탕,2026-04-30,53.10028,갈비탕
갈비탕,2026-05-01,73.66675,갈비탕
갈비탕,2026-05-02,74.9681,갈비탕
갈비탕,2026-05-03,100,갈비탕
갈비탕,2026-05-04,73.00331,갈비탕
갈비탕,2026-05-05,78.69354,갈비탕
갈비탕,2026-05-06,55.70298,갈비탕
갈비탕,2026-05-07,61.67389,갈비탕
갈비탕,2026-05-08,65.57795,갈비탕
갈비탕,2026-05-09,72.62056,갈비탕
갈비탕,2026-05-10,81.57693,갈비탕
갈비탕,2026-05-11,56.08573,갈비탕
감자,2026-04-28,48.70218,감자
감자,2026-04-29,42.0765,감자
감자,2026-04-30,36.20218,감자
감자,2026-05-01,31.8989,감자
감자,2026-05-02,31.23861,감자
감자,2026-05-03,36.79417,감자
감자,2026-05-04,37.31785,감자
감자,2026-05-05,41.48451,감자
감자,2026-05-06,42.5091,감자
감자,2026-05-07,41.50728,감자
감자,2026-05-08,36.4071,감자
감자,2026-05-09,32.12659,감자
감자,2026-05-10,35.22313,감자
감자,2026-05-11,51.79872,감자
갑오징어,2026-04-28,17.69283,갑오징어
갑오징어,2026-04-29,14.78455,갑오징어
갑오징어,2026-04-30,13.69516,갑오징어
갑오징어,2026-05-01,15.90312,갑오징어
갑오징어,2026-05-02,15.6794,갑오징어
갑오징어,2026-05-03,15.61132,갑오징어
갑오징어,2026-05-04,14.31767,갑오징어
갑오징어,2026-05-05,14.09395,갑오징어
갑오징어,2026-05-06,17.76091,갑오징어
갑오징어,2026-05-07,16.46726,갑오징어
갑오징어,2026-05-08,14.911,갑오징어
갑오징어,2026-05-09,16.12683,갑오징어
갑오징어,2026-05-10,14.911,갑오징어
갑오징어,2026-05-11,14.68728,갑오징어
검은콩두유,2026-04-28,19.73654,검은콩두유
검은콩두유,2026-04-29,17.82875,검은콩두유
검은콩두유,2026-04-30,16.28435,검은콩두유
검은콩두유,2026-05-01,15.44401,검은콩두유
검은콩두유,2026-05-02,14.6491,검은콩두유
검은콩두유,2026-05-03,19.35044,검은콩두유
검은콩두유,2026-05-04,20.2362,검은콩두유
검은콩두유,2026-05-05,18.87349,검은콩두유
검은콩두유,2026-05-06,21.0084,검은콩두유
검은콩두유,2026-05-07,19.41857,검은콩두유
검은콩두유,2026-05-08,16.64774,검은콩두유
검은콩두유,2026-05-09,15.39859,검은콩두유
검은콩두유,2026-05-10,17.26095,검은콩두유
검은콩두유,2026-05-11,21.37179,검은콩두유
견과류,2026-04-28,39.63491,견과류
견과류,2026-04-29,37.76751,견과류
견과류,2026-04-30,30.21401,견과류
견과류,2026-05-01,30.31892,견과류
견과류,2026-05-02,28.68233,견과류
견과류,2026-05-03,36.86529,견과류
견과류,2026-05-04,34.7671,견과류
견과류,2026-05-05,36.9702,견과류
견과류,2026-05-06,43.45362,견과류
견과류,2026-05-07,39.0684,견과류
견과류,2026-05-08,32.06042,견과류
견과류,2026-05-09,27.65421,견과류
견과류,2026-05-10,33.86487,견과류
견과류,2026-05-11,43.55853,견과류
계란,2026-04-28,57.24186,계란
계란,2026-04-29,43.38013,계란
계란,2026-04-30,34.37,계란
계란,2026-05-01,30.97565,계란
계란,2026-05-02,29.9449,계란
계란,2026-05-03,50.89745,계란
계란,2026-05-04,55.64243,계란
계란,2026-05-05,51.75048,계란
계란,2026-05-06,57.06415,계란
계란,2026-05-07,58.89461,계란
계란,2026-05-08,37.8532,계란
계란,2026-05-09,31.29553,계란
계란,2026-05-10,48.53385,계란
계란,2026-05-11,72.38315,계란
계란30구,2026-04-28,9.41334,계란30구
계란30구,2026-04-29,6.69095,계란30구
계란30구,2026-04-30,5.19555,계란30구
계란30구,2026-05-01,5.00383,계란30구
계란30구,2026-05-02,5.34892,계란30구
계란30구,2026-05-03,9.89263,계란30구
계란30구,2026-05-04,9.52837,계란30구
계란30구,2026-05-05,8.2822,계란30구
계란30구,2026-05-06,9.22162,계란30구
계란30구,2026-05-07,8.33972,계란30구
계란30구,2026-05-08,5.44478,계란30구
계란30구,2026-05-09,5.13803,계란30구
계란30구,2026-05-10,10.16104,계란30구
계란30구,2026-05-11,14.24463,계란30구
고구마,2026-04-28,51.11773,고구마
고구마,2026-04-29,44.90809,고구마
고구마,2026-04-30,34.35171,고구마
고구마,2026-05-01,30.89915,고구마
고구마,2026-05-02,33.5072,고구마
고구마,2026-05-03,38.37555,고구마
고구마,2026-05-04,37.82911,고구마
고구마,2026-05-05,37.87878,고구마
고구마,2026-05-06,43.691,고구마
고구마,2026-05-07,42.30004,고구마
고구마,2026-05-08,30.60109,고구마
고구마,2026-05-09,31.59463,고구마
고구마,2026-05-10,37.53104,고구마
고구마,2026-05-11,47.24292,고구마
