product_name,auction_date,market_code,market_name,weighted_avg_auction_price,high_price,low_price,total_trade_qty,row_count,valid_row_count,outlier_count,corp_count,raw_high_price,raw_low_price
감자,2026-05-25,220001,대구북부,30902.4,48000.0,5500.0,186760.0,296,291,5,2,51000.0,4000.0
감자,2026-05-25,110001,서울가락,32163.0,48500.0,5500.0,115770.0,133,116,17,1,53000.0,2000.0
감자,2026-05-25,110008,서울강서,28714.3,50000.0,9000.0,65620.0,115,113,2,2,52000.0,7000.0
감자,2026-05-25,230003,인천삼산,26405.9,38000.0,7000.0,16160.0,44,43,1,1,38000.0,5000.0
감자,2026-05-25,380303,창원내서,31384.6,40000.0,17000.0,3900.0,24,22,2,1,42000.0,10000.0
감자,2026-05-25,380401,진주,17214.2,31000.0,5000.0,3580.0,25,21,4,1,31000.0,1500.0
감자,2026-05-25,340101,천안,26198.9,35000.0,13800.0,2690.0,11,9,2,1,40200.0,13000.0
감자,2026-05-25,370401,안동,38515.4,45000.0,15900.0,260.0,6,6,0,1,45000.0,15900.0
고구마,2026-05-25,220001,대구북부,21187.6,33000.0,7000.0,33320.0,130,124,6,1,36000.0,3000.0
고구마,2026-05-25,230001,인천남촌,21274.6,29000.0,14000.0,3150.0,22,20,2,1,30000.0,8000.0
냉동블루베리,2026-05-25,110001,서울가락,32417.8,57000.0,18000.0,12390.0,574,564,10,4,85000.0,12000.0
냉동블루베리,2026-05-25,220001,대구북부,34440.0,48000.0,22000.0,1396.0,122,97,25,3,48500.0,2550.0
냉동블루베리,2026-05-25,210009,부산반여,30985.6,39000.0,19000.0,1289.0,104,100,4,3,40200.0,18300.0
냉동블루베리,2026-05-25,210001,부산엄궁,31102.0,50300.0,18000.0,1212.0,88,86,2,3,55300.0,14000.0
냉동블루베리,2026-05-25,311201,구리,28702.7,37000.0,17000.0,1194.0,68,67,1,3,37000.0,15000.0
냉동블루베리,2026-05-25,240004,광주서부,3344.9,17000.0,2000.0,1155.2,167,97,70,2,38000.0,2000.0
냉동블루베리,2026-05-25,240001,광주각화,31531.4,43000.0,22000.0,945.5,69,68,1,3,46000.0,22000.0
냉동블루베리,2026-05-25,110008,서울강서,31029.5,39000.0,21000.0,880.0,51,49,2,3,40000.0,19000.0
냉동블루베리,2026-05-25,230001,인천남촌,29329.2,37000.0,17000.0,811.0,46,44,2,3,38000.0,14000.0
냉동블루베리,2026-05-25,380101,창원팔용,34167.6,42000.0,22100.0,478.0,44,42,2,2,43000.0,20000.0
냉동블루베리,2026-05-25,380201,울산,21587.5,37100.0,12000.0,475.5,28,26,2,1,38300.0,8500.0
냉동블루베리,2026-05-25,330101,청주,28929.3,33600.0,18800.0,474.0,35,34,1,2,33600.0,16600.0
냉동블루베리,2026-05-25,310101,수원,32615.2,38000.0,20000.0,369.0,14,12,2,3,40000.0,18200.0
냉동블루베리,2026-05-25,360301,순천,30612.2,36000.0,21000.0,312.0,27,27,0,3,36000.0,21000.0
냉동블루베리,2026-05-25,380401,진주,32954.8,45600.0,22300.0,305.0,33,31,2,2,48000.0,17000.0
냉동블루베리,2026-05-25,340101,천안,32328.7,40000.0,28000.0,275.0,17,16,1,1,40000.0,24600.0
냉동블루베리,2026-05-25,230003,인천삼산,29303.3,38000.0,23000.0,244.0,29,28,1,3,38000.0,18000.0
냉동블루베리,2026-05-25,310401,안양,31422.1,38000.0,24000.0,244.0,23,21,2,2,40000.0,20000.0
