product_name,period,search_ratio,search_keywords
1등급한우,2026-04-26,4.50274,1등급한우
1등급한우,2026-04-27,5.67736,1등급한우
1등급한우,2026-04-28,4.15035,1등급한우
1등급한우,2026-04-29,3.32811,1등급한우
1등급한우,2026-04-30,3.99373,1등급한우
1등급한우,2026-05-01,2.46671,1등급한우
1등급한우,2026-05-02,3.21064,1등급한우
1등급한우,2026-05-03,4.22866,1등급한우
1등급한우,2026-05-04,4.42443,1등급한우
1등급한우,2026-05-05,5.5599,1등급한우
1등급한우,2026-05-06,6.69537,1등급한우
1등급한우,2026-05-07,6.73453,1등급한우
1등급한우,2026-05-08,5.95144,1등급한우
1등급한우,2026-05-09,4.30696,1등급한우
bnr17유산균,2026-04-26,43.77807,bnr17유산균
bnr17유산균,2026-04-27,40.36388,bnr17유산균
bnr17유산균,2026-04-28,43.03683,bnr17유산균
bnr17유산균,2026-04-29,31.24438,bnr17유산균
bnr17유산균,2026-04-30,28.93081,bnr17유산균
bnr17유산균,2026-05-01,57.95148,bnr17유산균
bnr17유산균,2026-05-02,42.69991,bnr17유산균
bnr17유산균,2026-05-03,68.12668,bnr17유산균
bnr17유산균,2026-05-04,20.39532,bnr17유산균
bnr17유산균,2026-05-05,52.2911,bnr17유산균
bnr17유산균,2026-05-06,38.67924,bnr17유산균
bnr17유산균,2026-05-07,46.63072,bnr17유산균
bnr17유산균,2026-05-08,55.36837,bnr17유산균
bnr17유산균,2026-05-09,44.22731,bnr17유산균
la갈비,2026-04-26,56.78217,la갈비
la갈비,2026-04-27,66.18811,la갈비
la갈비,2026-04-28,62.82178,la갈비
la갈비,2026-04-29,59.0594,la갈비
la갈비,2026-04-30,54.30693,la갈비
la갈비,2026-05-01,52.0792,la갈비
la갈비,2026-05-02,50.99009,la갈비
la갈비,2026-05-03,60.59405,la갈비
la갈비,2026-05-04,63.0693,la갈비
la갈비,2026-05-05,67.0297,la갈비
la갈비,2026-05-06,66.58415,la갈비
la갈비,2026-05-07,65.89108,la갈비
